archArea,atchBldArea,atchBldCnt,bcRat,bjdongCd,bldNm,block,bun,bylotCnt,crtnDay,dongNm,emgenUseElvtCnt,engrEpi,engrGrade,engrRat,etcPurps,etcRoof,etcStrct,fmlyCnt,gnBldCert,gnBldGrade,grndFlrCnt,heit,hhldCnt,hoCnt,indrAutoArea,indrAutoUtcnt,indrMechArea,indrMechUtcnt,itgBldCert,itgBldGrade,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmBldrgstPk,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,newPlatPlc,oudrAutoArea,oudrAutoUtcnt,oudrMechArea,oudrMechUtcnt,platArea,platGbCd,platPlc,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,rideUseElvtCnt,rnum,roofCd,roofCdNm,rserthqkAblty,rserthqkDsgnApplyYn,sigunguCd,splotNm,stcnsDay,strctCd,strctCdNm,totArea,totDongTotArea,ugrndFlrCnt,useAprDay,vlRat,vlRatEstmTotArea
151.36,0,0,0,10200,한울타워팰리스,,0723,0,20190530,가동,0,0,,0,도시형생활주택(다세대주택),평스라브,철근콘크리트구조,0,0,,6,16.5,9,0,0,0,0,0,0,,0019,,0,주건축물,02000,공동주택,11470-100201406,10201,19.0,114704142127,0.0,0,서울특별시 양천구 목동중앙남로11길 19,0,0,0,0,0,0,서울특별시 양천구 목동 723-19번지,20111226,1101,신축허가,3140136,건축과,2011,2,집합,3,표제부,1,3239,10,(철근)콘크리트,,1,11470,,20120213,21,철근콘크리트구조,530.19,530.19,0,20120713,0,530.19
140.64,0,0,0,10200,한울타워팰리스,,0723,0,20190530,나동,0,0,,0,도시형생활주택(다세대주택),평스라브,철근콘크리트구조,0,0,,6,16.5,10,0,0,0,0,0,0,,0019,,0,주건축물,02000,공동주택,11470-100201416,10201,19.0,114704142127,0.0,0,서울특별시 양천구 목동중앙남로11길 19,0,0,0,0,0,0,서울특별시 양천구 목동 723-19번지,20111226,1101,신축허가,3140136,건축과,2011,2,집합,3,표제부,1,3240,10,(철근)콘크리트,,1,11470,,20120213,21,철근콘크리트구조,520.1,520.1,0,20120713,0,520.1
140.64,0,0,0,10200,한울타워팰리스,,0723,0,20190530,다동,0,0,,0,도시형생활주택(다세대주택),평스라브,철근콘크리트구조,0,0,,6,16.5,10,0,0,0,0,0,0,,0019,,0,주건축물,02000,공동주택,11470-100201427,10201,19.0,114704142127,0.0,0,서울특별시 양천구 목동중앙남로11길 19,0,0,0,0,0,0,서울특별시 양천구 목동 723-19번지,20111226,1101,신축허가,3140136,건축과,2011,2,집합,3,표제부,1,3241,10,(철근)콘크리트,,1,11470,,20120213,21,철근콘크리트구조,519.4,519.4,0,20120713,0,519.4
38.58,0,0,0,10200,,,0724,0,20170211,,0,0,,0,노유자시설,슬라브,연와조,0,0,,2,0,0,0,0,0,0,0,0,,0001,,0,주건축물,11000,노유자시설,11470-18824,10201,68.0,114704142139,0.0,0,서울특별시 양천구 목동중앙남로3가길 68,0,0,0,0,0,0,서울특별시 양천구 목동 724-1번지,19850809,,,,,,1,일반,2,일반건축물,0,3242,10,(철근)콘크리트,,,11470,,,11,벽돌구조,96.94,0,1,19851125,0,58.36
35.35,0,0,0,10200,동구햇살아파트,,0724,0,20170304,관리사무소,0,0,,0,관리사무소,평스라브,철근콘크리트구조,0,0,,1,0,0,0,683.5,59,0,0,0,,0002,,1,부속건축물,02000,공동주택,11470-20137,10201,51.0,114703114004,18.0,0,서울특별시 양천구 목동중앙남로 51-18,0,30,0,0,0,0,서울특별시 양천구 목동 724-2번지,20010106,,,,,,2,집합,3,표제부,3,3243,90,기타지붕,,,11470,,20020620,21,철근콘크리트구조,35.35,10004.33,0,20030814,0,35.35
7.24,0,0,0,10200,동구햇살아파트,,0724,0,20170304,경비실,0,0,,0,경비실,평스라브,조적조,0,0,,1,0,0,0,683.5,59,0,0,0,,0002,,1,부속건축물,02000,공동주택,11470-20136,10201,51.0,114703114004,18.0,0,서울특별시 양천구 목동중앙남로 51-18,0,30,0,0,0,0,서울특별시 양천구 목동 724-2번지,20010106,,,,,,2,집합,3,표제부,3,3244,90,기타지붕,,,11470,,20020620,19,기타조적구조,7.24,10004.33,0,20030814,0,7.24
815.51,42.59,2,30.67,10200,동구햇살아파트,,0724,0,20190530,101동,0,0,,0,공동주택(아파트),평스라브,철근콘크리트구조,0,0,,12,33,76,0,683.5,59,0,0,0,,0002,,0,주건축물,02000,공동주택,11470-20138,10201,51.0,114703114004,18.0,0,서울특별시 양천구 목동중앙남로 51-18,0,30,0,0,2658.4,0,서울특별시 양천구 목동 724-2번지,20010106,,,,,,2,집합,3,표제부,3,3245,90,기타지붕,,1,11470,,20020620,21,철근콘크리트구조,10004.33,10004.33,1,20030814,296.4,7879.73
89.53,0,0,59.85,10200,,,0724,0,20190530,,0,0,,0,제1종근린생활시설 및 다세대주택,평스라브,철근콘크리트구조,0,0,,4,10.7,3,1,46,4,0,0,0,,0003,,0,주건축물,02000,공동주택,11470-100183387,10201,57.0,114703114004,13.0,0,서울특별시 양천구 목동중앙남로 57-13,0,0,0,0,149.6,0,서울특별시 양천구 목동 724-3번지,20080407,1101,신축허가,3140136,건축과,2008,2,집합,3,표제부,0,3246,10,(철근)콘크리트,,1,11470,,20080410,21,철근콘크리트구조,280,280,0,20080925,187.17,280
159.84,0,0,27.96,10200,황금빌,,0724,3,20200427,에이동,0,0,,0,공동주택(도시형생활주택-단지형다세대),평스라브,철근콘크리트구조,0,0,,5,14.25,12,0,0,0,0,0,0,,0005,,0,주건축물,02000,공동주택,11470-100225319,10201,51.0,114703114004,12.0,0,서울특별시 양천구 목동중앙남로 51-12,0,0,0,0,571.7,0,서울특별시 양천구 목동 724-5번지,20161130,1101,신축허가,3140176,건축과,2016,2,집합,3,표제부,0,3247,10,(철근)콘크리트,,0,11470,,20161205,21,철근콘크리트구조,652.24,652.24,0,20170725,114.09,652.24
159.84,0,0,27.96,10200,황금빌,,0724,3,20200427,비동,0,0,,0,공동주택(도시형생활주택-단지형다세대),평스라브,철근콘크리트구조,0,0,,5,14.25,9,0,0,0,0,0,0,,0005,,0,주건축물,02000,공동주택,11470-100225309,10201,51.0,114703114004,12.0,0,서울특별시 양천구 목동중앙남로 51-12,0,0,0,0,571.7,0,서울특별시 양천구 목동 724-5번지,20161130,1101,신축허가,3140176,건축과,2016,2,집합,3,표제부,0,3248,10,(철근)콘크리트,,0,11470,,20161205,21,철근콘크리트구조,488.82,488.82,0,20170725,85.5,488.82
162.44,0,0,49.45,10200,,,0724,0,20190530,,0,0,,0,"주택, 근린생활시설",평슬라브,"철근콘크리트조, 연와조",1,0,,6,0,0,0,0,0,0,0,0,,0006,,0,주건축물,04000,제2종근린생활시설,11470-18569,10201,57.0,114703114004,7.0,0,서울특별시 양천구 목동중앙남로 57-7,69,6,0,0,327.16,0,서울특별시 양천구 목동 724-6번지,19910502,,,,,,1,일반,2,일반건축물,0,3249,10,(철근)콘크리트,,1,11470,,19910530,21,철근콘크리트구조,917.8,917.8,1,19921002,212.95,699.56
153.05,0,0,54.06,10200,,,0724,0,20170304,,0,0,,0,"교육연구및복지시설,노유자시설",평스라브,철근콘크리트조,0,0,,4,0,0,0,0,0,0,0,0,,0007,,0,주건축물,10000,교육연구시설,11470-19669,10201,57.0,114703114004,5.0,0,서울특별시 양천구 목동중앙남로 57-5,46,4,0,0,283.1,0,서울특별시 양천구 목동 724-7번지,19900406,,,,,,1,일반,2,일반건축물,0,3250,10,(철근)콘크리트,,,11470,,,21,철근콘크리트구조,711.65,711.65,1,19901227,199.95,566.06
330.6,0,0,87.74,10200,,,0724,0,20170304,,0,0,,0,"주택, 근린생활시설",슬라브,"철근콘크리트조, 연와조",1,0,,5,16.5,0,0,0,0,0,0,0,,0008,,0,주건축물,04000,제2종근린생활시설,11470-5741,10201,57.0,114703114004,0.0,0,서울특별시 양천구 목동중앙남로 57,11.5,1,80.5,7,376.8,0,서울특별시 양천구 목동 724-8번지,19921229,,,,,,1,일반,2,일반건축물,0,3251,10,(철근)콘크리트,,,11470,,19930410,21,철근콘크리트구조,998.76,998.76,1,19931224,258.93,975.66
94.04,0,0,49.21,10200,,,0724,1,20200427,,0,0,,0,"주택, 근린생활시설",스라브,철근콘크리트조,1,0,,3,0,0,0,0,0,0,0,0,,0009,,0,주건축물,01000,단독주택,11470-12733,10201,53.0,114703114004,0.0,0,서울특별시 양천구 목동중앙남로 53,0,2,0,0,191.1,0,서울특별시 양천구 목동 724-9번지,19831107,,,,,,1,일반,2,일반건축물,0,3252,10,(철근)콘크리트,,0,11470,,,21,철근콘크리트구조,366.87,366.87,1,19840512,147.63,282.12
127.5,0,0,59.97,10200,,,0724,0,20170304,,0,0,,0,"다세대주택,제2종근린생활시설",평슬라브,철근콘크리트구조,0,0,,5,15.65,6,1,166.26,6,0,0,0,,0010,,0,주건축물,02000,공동주택,11470-6247,10201,51.0,114703114004,4.0,0,서울특별시 양천구 목동중앙남로 51-4,0,0,0,0,212.6,0,서울특별시 양천구 목동 724-10번지,20030619,1101,신축허가,3140081,건축과,2003,2,집합,3,표제부,0,3253,10,(철근)콘크리트,,,11470,,20030710,21,철근콘크리트구조,689.56,689.56,1,20040211,246.14,523.3
137.08,0,0,59.86,10200,성원파크빌,,0724,0,20200427,,0,0,,0,다세대주택,평스라브,철근콘크리트,0,0,,5,13,8,0,112.88,6,0,0,0,,0011,,0,주건축물,02000,공동주택,11470-12612,10201,51.0,114703114004,8.0,0,서울특별시 양천구 목동중앙남로 51-8,0,0,0,0,229,0,서울특별시 양천구 목동 724-11번지,20020325,,,,,,2,집합,3,표제부,0,3254,10,(철근)콘크리트,,0,11470,,20020402,21,철근콘크리트구조,512.66,512.66,0,20020822,223.87,512.66
114.65,0,0,42.71,10200,,,0724,0,20170304,,0,0,,0,다세대 주택,평 슬라브,"철근콘크리트조, 연와조",0,0,,4,12.4,9,0,0,0,0,0,0,,0012,,0,주건축물,02000,공동주택,11470-5807,10201,51.0,114703114004,10.0,0,서울특별시 양천구 목동중앙남로 51-10,46,4,0,0,268.4,0,서울특별시 양천구 목동 724-12번지,19910124,,,,,,2,집합,3,표제부,0,3255,10,(철근)콘크리트,,,11470,,19910319,21,철근콘크리트구조,506.16,506.16,1,19930318,153.07,410.84
149.14,0,0,52.27,10200,현대가우스빌,,0725,0,20190530,,0,0,,0,도시형생활주택(단지형다세대주택),(철근)콘크리트,철근콘크리트구조,0,0,,6,18.1,15,0,0,8,0,0,0,,0001,,0,주건축물,02000,공동주택,11470-100216505,10201,60.0,114704142139,0.0,0,서울특별시 양천구 목동중앙남로3가길 60,0,0,0,0,285.3,0,서울특별시 양천구 목동 725-1번지,20150902,1101,신축허가,3140176,건축과,2015,2,집합,3,표제부,1,3256,10,(철근)콘크리트,,1,11470,,20150918,21,철근콘크리트구조,560.99,560.99,0,20160112,196.63,560.99
150.25,0,0,49.48,10200,,,0725,0,20170304,,0,0,,0,근린생활시설,경량철골구조,철근콘크리트조,0,0,,3,10.3,0,0,0,0,0,0,0,,0003,,0,주건축물,03000,제1종근린생활시설,11470-7968,10201,38.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 38,46,4,0,0,303.6,0,서울특별시 양천구 목동 725-3번지,19920902,,,,,,1,일반,2,일반건축물,0,3257,10,(철근)콘크리트,,,11470,,19920915,21,철근콘크리트구조,480.86,480.86,1,19921212,148.46,450.75
111.2,0,0,59.88,10200,케이하우스,,0725,0,20190530,,0,0,,0,도시형생활주택(단지형다세대주택),기타지붕,철근콘크리트구조,0,0,,5,14.55,8,0,46.55,2,0,0,0,,0004,,0,주건축물,02000,공동주택,11470-100202645,10201,34.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 34,46,4,0,0,185.7,0,서울특별시 양천구 목동 725-4번지,20120427,1101,신축허가,3140160,건축과,2012,2,집합,3,표제부,0,3258,90,기타지붕,,1,11470,,20120525,21,철근콘크리트구조,398.12,398.12,0,20121026,214.39,398.12
115.5,0,0,59.57,10200,,,0725,0,20190530,,0,0,,0,"근린생활시설,다가구주택",(철근)콘크리트,철근콘크리트구조,2,0,,4,11.3,0,0,0,0,0,0,0,,0005,,0,주건축물,01000,단독주택,11470-100200565,10201,32.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 32,34.5,3,0,0,193.9,0,서울특별시 양천구 목동 725-5번지,20110729,1101,신축허가,3140136,건축과,2011,1,일반,2,일반건축물,1,3259,10,(철근)콘크리트,,1,11470,,20120229,21,철근콘크리트구조,375.49,375.49,0,20120510,193.65,375.49
117.8,0,0,59.98,10200,,,0725,0,20190530,,0,0,,0,"제1종근린생활시설,단독주택",(철근)콘크리트(평슬라브),철근콘크리트구조,1,0,,4,11.9,0,0,0,0,0,0,0,,0006,,0,주건축물,03000,제1종근린생활시설,11470-7896,10201,30.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 30,34.5,3,0,0,196.4,0,서울특별시 양천구 목동 725-6번지,20070620,1101,신축허가,3140081,건축과,2007,1,일반,2,일반건축물,0,3260,10,(철근)콘크리트,,1,11470,,20070825,21,철근콘크리트구조,375.04,375.04,0,20080104,190.96,375.04
153.18,0,0,59.49,10200,스페이스빌,,0725,0,20190530,,0,0,,0,다세대주택 및 제2종근린생활시설,평지붕,철근콘크리트구조,0,0,,5,14.85,8,1,69.09,3,0,0,0,,0008,,0,주건축물,02000,공동주택,11470-100198984,10201,51.0,114703114004,29.0,0,서울특별시 양천구 목동중앙남로 51-29,46,4,0,0,257.5,0,서울특별시 양천구 목동 725-8번지,20110906,1101,신축허가,3140136,건축과,2011,2,집합,3,표제부,0,3261,10,(철근)콘크리트,,1,11470,,20111010,21,철근콘크리트구조,514.02,514.02,0,20111230,199.62,514.02
148.74,0,0,56.44,10200,,,0725,0,20200427,,0,0,,0,다세대주택,평스라브,철근콘크리트조,0,0,,4,12.4,9,0,49.23,3,0,0,0,,0010,,0,주건축물,02000,공동주택,11470-11201,10201,51.0,114703114004,27.0,0,서울특별시 양천구 목동중앙남로 51-27,23,2,0,0,263.53,0,서울특별시 양천구 목동 725-10번지,19960415,,,,,,2,집합,3,표제부,0,3262,10,(철근)콘크리트,,0,11470,,19960627,21,철근콘크리트구조,651.24,651.24,1,19961018,195.82,516.06
93.16,0,0,48.83,10200,,,0725,0,20170304,,0,0,,0,다세대주택,평스라브,연와조,0,0,,2,0,6,0,0,0,0,0,0,,0011,,0,주건축물,02000,공동주택,11470-20598,10201,51.0,114703114004,25.0,0,서울특별시 양천구 목동중앙남로 51-25,0,0,0,0,190.8,0,서울특별시 양천구 목동 725-11번지,19860704,,,,,,2,집합,3,표제부,0,3263,10,(철근)콘크리트,,,11470,,,11,벽돌구조,286.64,286.64,1,19861030,97.65,186.32
105.96,0,0,59.66,10200,,,0725,0,20170304,,0,0,,0,단독주택(다가구용),평스라브,연와조,5,0,,2,7.95,0,0,0,0,0,0,0,,0012,,0,주건축물,01000,단독주택,11470-18297,10201,28.0,114704142145,1.0,0,서울특별시 양천구 목동중앙남로9길 28-1,0,2,0,0,177.6,0,서울특별시 양천구 목동 725-12번지,19940924,,,,,,1,일반,2,일반건축물,0,3264,10,(철근)콘크리트,,,11470,,19950225,11,벽돌구조,298.64,298.64,1,19950602,114.23,202.88
120.84,0,0,56.95,10200,,,0725,0,20190530,,0,0,,0,"다가구주택,제2종근린생활시설",(철근)콘크리트(평슬라브),철근콘크리트구조,3,0,,3,7.95,0,0,23,2,0,0,0,,0013,,0,주건축물,01000,단독주택,11470-5420,10201,28.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 28,46,4,0,0,212.2,0,서울특별시 양천구 목동 725-13번지,20070629,1101,신축허가,3140081,건축과,2007,1,일반,2,일반건축물,0,3265,10,(철근)콘크리트,,1,11470,,20070725,21,철근콘크리트구조,479.16,479.16,1,20080104,153.82,326.4
127.56,0,0,56.64,10200,,,0725,0,20200427,,0,0,,0,근린생활시설,평스라브,철근콘크리트조,0,0,,2,7.3,0,0,0,0,0,0,0,,0014,,0,주건축물,03000,제1종근린생활시설,11470-16457,10201,24.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 24,34.5,3,0,0,225.2,0,서울특별시 양천구 목동 725-14번지,19930630,,,,,,1,일반,2,일반건축물,0,3266,10,(철근)콘크리트,,0,11470,,19940311,21,철근콘크리트구조,276.24,276.24,1,19940617,102.52,230.88
103.83,0,0,58.14,10200,,,0725,0,20200427,,0,0,,0,다가구주택,평슬라브,연와조,8,0,,3,10.2,0,0,0,0,0,0,0,,0015,,0,주건축물,01000,단독주택,11470-10646,10201,24.0,114704142145,1.0,0,서울특별시 양천구 목동중앙남로9길 24-1,34.5,3,0,0,178.6,0,서울특별시 양천구 목동 725-15번지,19930403,,,,,,1,일반,2,일반건축물,0,3267,10,(철근)콘크리트,,0,11470,,19930429,11,벽돌구조,355.53,355.53,1,19930816,145.87,260.53
118.65,0,0,59.86,10200,,,0725,0,20170304,,0,0,,0,다가구주택,슬라브,"철근콘크리트조, 연와조",8,0,,3,10.5,0,0,0,0,0,0,0,,0016,,0,주건축물,01000,단독주택,11470-6418,10201,51.0,114703114004,21.0,0,서울특별시 양천구 목동중앙남로 51-21,34.5,3,0,0,198.2,0,서울특별시 양천구 목동 725-16번지,19930630,,,,,,1,일반,2,일반건축물,0,3268,10,(철근)콘크리트,,,11470,,19930816,21,철근콘크리트구조,396,396,1,19931115,149.84,297
102.2,0,0,59.25,10200,행운빌라,,0725,0,20190530,,0,0,,0,다세대주택,평스라브,철근콘크리트구조,0,0,,5,14.9,8,0,70.2,4,0,0,0,,0017,,0,주건축물,02000,공동주택,11470-100183987,10201,51.0,114703114004,17.0,0,서울특별시 양천구 목동중앙남로 51-17,46,4,0,0,172.5,0,서울특별시 양천구 목동 725-17번지,20061018,1101,신축허가,3140081,건축과,2006,2,집합,3,표제부,0,3269,10,(철근)콘크리트,,1,11470,,20080410,21,철근콘크리트구조,337,337,0,20081111,195.36,337
203.14,0,0,55.47,10200,대우스위트힐,,0725,0,20190530,,0,0,,0,공동주택(단지형다세대주택),평스라브,철근콘크리트구조,0,0,,6,17,15,1,0,0,0,0,0,,0018,,0,주건축물,02000,공동주택,11470-100219447,10201,51.0,114703114004,15.0,0,서울특별시 양천구 목동중앙남로 51-15,128.9,12,0,0,366.2,0,서울특별시 양천구 목동 725-18번지,20160126,1101,신축허가,3140176,건축과,2016,2,집합,3,표제부,1,3270,10,(철근)콘크리트,,1,11470,,20160130,21,철근콘크리트구조,692.33,692.33,0,20160728,189.06,692.33
149.42,0,0,59.94,10200,,,0725,0,20190530,,0,0,,0,다세대주택,"평스라브,샌드위치판넬","철근콘크리트구조,조적조",0,0,,6,16.4,13,0,0,0,0,0,0,,0019,,0,주건축물,02000,공동주택,11470-17695,10201,51.0,114703114004,13.0,0,서울특별시 양천구 목동중앙남로 51-13,104,8,0,0,249.3,0,서울특별시 양천구 목동 725-19번지,20020206,,,,,,2,집합,3,표제부,0,3271,90,기타지붕,,1,11470,,20020718,21,철근콘크리트구조,667.89,667.89,0,20030607,267.91,667.89
145.94,0,0,59.98,10200,,,0725,0,20200427,,0,0,,0,"공동주택,다세대주택",평스라브,철근콘크리트구조,0,0,,4,13,9,0,35.51,4,0,0,0,,0021,,0,주건축물,02000,공동주택,11470-16599,10201,51.0,114703114004,11.0,0,서울특별시 양천구 목동중앙남로 51-11,23.5,2,0,0,243.3,0,서울특별시 양천구 목동 725-21번지,20020911,1101,신축허가,3140081,건축과,2002,2,집합,3,표제부,0,3272,10,(철근)콘크리트,,0,11470,,20021021,21,철근콘크리트구조,656.71,656.71,1,20030312,226.46,550.98
55.91,0,0,0,10200,,,0725,0,20200427,,0,0,,0,주택,스라브즙,연와조,1,0,,2,0,0,0,0,0,0,0,0,,0023,,0,주건축물,01000,단독주택,11470-11024,10201,51.0,114703114004,9.0,0,서울특별시 양천구 목동중앙남로 51-9,0,0,0,0,0,0,서울특별시 양천구 목동 725-23번지,,,,,,,1,일반,2,일반건축물,0,3273,10,(철근)콘크리트,,0,11470,,,11,벽돌구조,116.32,116.32,1,19830611,0,111.82
58.12,0,0,0,10200,,,0725,0,20200427,,0,0,,0,주택,스라브즙,연와조,1,0,,2,0,0,0,0,0,0,0,0,,0024,,0,주건축물,01000,단독주택,11470-14677,10201,51.0,114703114004,7.0,0,서울특별시 양천구 목동중앙남로 51-7,0,0,0,0,0,0,서울특별시 양천구 목동 725-24번지,,,,,,,1,일반,2,일반건축물,0,3274,10,(철근)콘크리트,,0,11470,,,11,벽돌구조,123.44,123.44,1,19830812,0,116.24
160.6,0,0,59.81,10200,,,0725,0,20200427,,0,0,,0,"다세대주택, 근린생활시설",평스라브,철근콘크리트조,0,0,,5,15.35,8,1,195.44,7,0,0,0,,0025,,0,주건축물,02000,공동주택,11470-14568,10201,51.0,114703114004,5.0,0,서울특별시 양천구 목동중앙남로 51-5,0,0,0,0,268.5,0,서울특별시 양천구 목동 725-25번지,20000404,,,,,,2,집합,3,표제부,0,3275,10,(철근)콘크리트,,0,11470,,20000410,21,철근콘크리트구조,941.91,941.91,1,20000915,278.01,746.47
141.39,0,0,0,10200,,,0725,0,20200427,,0,0,,0,근린생활시설,스라브,철근콘크리트조,2,0,,3,0,0,0,0,0,0,0,0,,0026,,0,주건축물,03000,제1종근린생활시설,11470-16382,10201,51.0,114703114004,1.0,0,서울특별시 양천구 목동중앙남로 51-1,0,0,0,0,0,0,서울특별시 양천구 목동 725-26번지,,,,,,,1,일반,2,일반건축물,0,3276,10,(철근)콘크리트,,0,11470,,,21,철근콘크리트구조,468.36,468.36,1,19830528,0,362.97
56.55,0,0,49.52,10200,,,0725,0,20200427,,0,0,,0,"근린생활시설, 주택",평스라브,"벽돌구조, 연와조",1,0,,3,0,0,0,0,0,0,0,0,,0027,,0,주건축물,01000,단독주택,11470-11959,10201,49.0,114703114004,0.0,0,서울특별시 양천구 목동중앙남로 49,0,0,0,0,114.2,0,서울특별시 양천구 목동 725-27번지,19840824,,,,,,1,일반,2,일반건축물,0,3277,10,(철근)콘크리트,,0,11470,,,21,철근콘크리트구조,159.62,159.62,1,19841030,134.1,153.14
67.82,0,0,0,10200,,,0725,0,20210429,,0,0,,0,"근린생활시설, 주택",스라브,"철근콘크리트조, 연와조",1,0,,3,0,0,0,0,0,0,0,0,,0028,,0,주건축물,01000,단독주택,11470-16881,10201,2.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 2,11.5,1,0,0,0,0,서울특별시 양천구 목동 725-28번지,19890801,,,,,,1,일반,2,일반건축물,0,3278,10,(철근)콘크리트,,0,11470,,,21,철근콘크리트구조,190.24,190.24,0,19891125,0,190.24
123.08,0,0,59.95,10200,,,0725,0,20190530,,0,0,,0,"제2종근린생활시설, 다가구주택",평슬래브,철근콘크리트구조,5,0,,4,13.2,0,0,0,5,0,0,0,,0029,,0,주건축물,01000,단독주택,11470-100199744,10201,2.0,114704142145,1.0,0,서울특별시 양천구 목동중앙남로9길 2-1,0,0,0,0,205.3,0,서울특별시 양천구 목동 725-29번지,20110902,1101,신축허가,3140136,건축과,2011,1,일반,2,일반건축물,0,3279,10,(철근)콘크리트,,1,11470,,20110926,21,철근콘크리트구조,397.78,397.78,0,20120322,193.76,397.78
78.35,0,0,0,10200,,,0725,0,20170304,,0,0,,0,주택,세멘와즙,연와조,1,0,,2,0,0,0,0,0,0,0,0,,0030,,0,주건축물,01000,단독주택,11470-8593,10201,6.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 6,0,0,0,0,0,0,서울특별시 양천구 목동 725-30번지,,,,,,,1,일반,2,일반건축물,0,3280,20,기와,,,11470,,,11,벽돌구조,153.73,153.73,1,19781025,0,127.61
135.06,0,0,54.72,10200,풀하우스31,,0725,0,20171118,,0,0,,0,공동주택,평스라브,철근콘크리트구조,0,0,,5,15.1,6,0,0,0,0,0,0,,0031,,0,주건축물,02000,공동주택,11470-19974,10201,10.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 10,72,6,0,0,246.8,0,서울특별시 양천구 목동 725-31번지,20040910,1101,신축허가,3140081,건축과,2004,2,집합,3,표제부,1,3281,10,(철근)콘크리트,,,11470,,20041003,21,철근콘크리트구조,492.1,492.1,0,20050421,199.39,492.1
149.4,0,0,59.73,10200,LG베스트빌,,0725,0,20200427,,0,0,,0,다세대주택,평스라브,철근콘크리트,0,0,,5,14.2,8,0,139.8,6,0,0,0,,0032,,0,주건축물,02000,공동주택,11470-10369,10201,12.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 12,0,0,0,0,250.1,0,서울특별시 양천구 목동 725-32번지,20020319,,,,,,2,집합,3,표제부,0,3282,10,(철근)콘크리트,,0,11470,,20020423,21,철근콘크리트구조,583.53,583.53,0,20020910,233.31,583.53
147,0,0,59.92,10200,한마음드림빌,,0725,0,20171118,,0,0,,0,다세대주택,평스라브,철근콘크리트,0,0,,5,14.15,8,0,135.46,6,0,0,0,,0033,,0,주건축물,02000,공동주택,11470-3974,10201,14.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 14,0,0,0,0,245.3,0,서울특별시 양천구 목동 725-33번지,20020519,,,,,,2,집합,3,표제부,0,3283,10,(철근)콘크리트,,,11470,,20020530,21,철근콘크리트구조,567.97,567.97,0,20020914,231.54,567.97
147.81,0,0,59.17,10200,일광파크빌,,0725,0,20170304,,0,0,,0,다세대주택,철근콘크리트 평스라브,철근콘크리트벽식구조,0,0,,5,14.25,8,0,129.56,4,0,0,0,,0034,,0,주건축물,02000,공동주택,11470-7559,10201,16.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 16,0,2,0,0,249.8,0,서울특별시 양천구 목동 725-34번지,20020330,,,,,,2,집합,3,표제부,0,3284,10,(철근)콘크리트,,,11470,,20020525,21,철근콘크리트구조,552.71,552.71,0,20020912,221.26,552.71
147.48,0,0,59.59,10200,썬빌라트,,0725,0,20171118,,0,0,,0,다세대주택,철근콘크리트 평스라브,철근콘크리트 벽식구조,0,0,,5,13.25,8,0,136.4,6,0,0,0,,0035,,0,주건축물,02000,공동주택,11470-17728,10201,20.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 20,0,0,0,0,247.5,0,서울특별시 양천구 목동 725-35번지,20020130,,,,,,2,집합,3,표제부,0,3285,10,(철근)콘크리트,,,11470,,20020228,21,철근콘크리트구조,552.66,552.66,0,20020629,223.3,552.66
191.33,0,0,59.13,10200,보원빌라,,0725,1,20200427,,0,0,,0,공동주택,평스라브,철근콘크리트조,0,0,,5,12.9,8,0,0,0,0,0,0,,0036,,0,주건축물,02000,공동주택,11470-12632,10201,22.0,114704142145,1.0,0,서울특별시 양천구 목동중앙남로9길 22-1,158.26,7,0,0,323.6,0,서울특별시 양천구 목동 725-36번지,20011017,,,,,,2,집합,3,표제부,0,3286,10,(철근)콘크리트,,0,11470,,200110,21,철근콘크리트구조,659.82,659.82,0,20020418,203.9,659.82
77.71,0,0,59.55,10200,,,0725,0,20200427,,0,0,,0,"다가구주택, 근린생활시설",평슬라브,"철근콘크리트조, 연와조",3,0,,3,9.3,0,0,0,0,0,0,0,,0038,,0,주건축물,03000,제1종근린생활시설,11470-10492,10201,22.0,114704142145,0.0,0,서울특별시 양천구 목동중앙남로9길 22,0,0,0,0,130.5,0,서울특별시 양천구 목동 725-38번지,19960214,,,,,,1,일반,2,일반건축물,0,3287,10,(철근)콘크리트,,0,11470,,19960328,21,철근콘크리트구조,298.24,298.24,1,19960726,168.99,220.54
