archArea,atchBldArea,atchBldCnt,bcRat,bjdongCd,bldNm,block,bun,bylotCnt,crtnDay,dongNm,emgenUseElvtCnt,engrEpi,engrGrade,engrRat,etcPurps,etcRoof,etcStrct,fmlyCnt,gnBldCert,gnBldGrade,grndFlrCnt,heit,hhldCnt,hoCnt,indrAutoArea,indrAutoUtcnt,indrMechArea,indrMechUtcnt,itgBldCert,itgBldGrade,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmBldrgstPk,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,newPlatPlc,oudrAutoArea,oudrAutoUtcnt,oudrMechArea,oudrMechUtcnt,platArea,platGbCd,platPlc,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,rideUseElvtCnt,rnum,roofCd,roofCdNm,rserthqkAblty,rserthqkDsgnApplyYn,sigunguCd,splotNm,stcnsDay,strctCd,strctCdNm,totArea,totDongTotArea,ugrndFlrCnt,useAprDay,vlRat,vlRatEstmTotArea
140.41,0,0,60.78,10200,성지하우스빌,,0318,0,20171205,,0,0,,0,다세대주택,평스라브,"철근콘크리트조,경량철골구조",0,0,,4,12.7,9,0,55.26,4,0,0,0,,0031,,0,주건축물,02000,공동주택,11470-21118,10201,1.0,114704142134,0.0,0,서울특별시 양천구 목동중앙남로16다길 1,23,2,0,0,231,0,서울특별시 양천구 목동 318-31번지,20020313,,,,,,2,집합,3,표제부,0,700,10,(철근)콘크리트,,,11470,,20020418,21,철근콘크리트구조,639.68,639.68,1,20020724,221.24,511.07
110.9,0,0,0,10200,,,0318,0,20200427,,0,0,,0,주택,경사스라브위 기와,연와조,1,0,,2,0,0,0,0,0,0,0,0,,0032,,0,주건축물,01000,단독주택,11470-10196,10201,37.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 37,0,0,0,0,0,0,서울특별시 양천구 목동 318-32번지,19890502,,,,,,1,일반,2,일반건축물,0,701,10,(철근)콘크리트,,0,11470,,,11,벽돌구조,316.16,316.16,1,19890912,0,208.3
100.35,0,0,0,10200,,,0318,0,20200427,,0,0,,0,주택,평스라브,연와조,1,0,,2,0,0,0,0,0,0,0,0,,0033,,0,주건축물,01000,단독주택,11470-17021,10201,6.0,114704142134,0.0,0,서울특별시 양천구 목동중앙남로16다길 6,0,0,0,0,0,0,서울특별시 양천구 목동 318-33번지,19870311,,,,,,1,일반,2,일반건축물,0,702,10,(철근)콘크리트,,0,11470,,,11,벽돌구조,309.9,309.9,1,19870626,0,197.55
140.19,0,0,59.66,10200,조은빌리지,,0318,0,20170304,,0,0,,0,다세대주택,평스라브,철근콘크리트구조,0,0,,4,12.85,9,0,51,4,0,0,0,,0034,,0,주건축물,02000,공동주택,11470-21338,10201,6.0,114704142134,6.0,0,서울특별시 양천구 목동중앙남로16다길 6-6,0,2,0,0,235,0,서울특별시 양천구 목동 318-34번지,20021005,1101,신축허가,3140081,건축과,2002,2,집합,3,표제부,0,703,10,(철근)콘크리트,,,11470,,20021119,21,철근콘크리트구조,681.81,0,1,20030416,235.78723,554.1
130.92,0,0,59.51,10200,,,0318,0,20190530,,0,0,,0,공동주택(다세대주택),평스라브,철근콘크리트구조,0,0,,4,10.7,5,0,69,6,0,0,0,,0035,,0,주건축물,02000,공동주택,11470-6037,10201,41.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 41,0,0,0,0,220,0,서울특별시 양천구 목동 318-35번지,20070507,1101,신축허가,3140081,건축과,2007,2,집합,3,표제부,0,704,10,(철근)콘크리트,,1,11470,,20070515,21,철근콘크리트구조,328.94,328.94,0,20070906,149.52,328.94
130.42,0,0,59.39,10200,삼성02빌,,0318,0,20180622,,0,0,,0,다세대주택,평스라브,철근콘크리트조,0,0,,4,12.6,9,0,55.96,4,0,0,0,,0036,,0,주건축물,02000,공동주택,11470-4311,10201,43.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 43,23,2,0,0,219.6,0,서울특별시 양천구 목동 318-36번지,20020205,,,,,,2,집합,3,표제부,0,705,10,(철근)콘크리트,,0,11470,,20020305,21,철근콘크리트구조,596.08,596.08,1,20020806,214.35,470.71
139.19,0,0,59.5,10200,,,0318,0,20190530,,0,0,,0,다세대주택,경사스라브,철근콘크리트구조,0,0,,4,11.44,6,0,127.56,6,0,0,0,,0037,,0,주건축물,02000,공동주택,11470-100183007,10201,6.0,114704142134,8.0,0,서울특별시 양천구 목동중앙남로16다길 6-8,0,0,0,0,233.94,0,서울특별시 양천구 목동 318-37번지,20071227,1101,신축허가,3140136,건축과,2007,2,집합,3,표제부,0,706,10,(철근)콘크리트,,1,11470,,20080219,21,철근콘크리트구조,476.56,476.56,0,20080818,149.18,349
143.18,0,0,61.345329,10200,,,0318,0,20201126,,0,0,,0,공동주택,평스라브,철근콘크리트조,0,0,,4,13.11,9,0,53.5,4,0,0,0,,0038,,0,주건축물,02000,공동주택,11470-10258,10201,6.0,114704142134,12.0,0,서울특별시 양천구 목동중앙남로16다길 6-12,23,2,0,0,233.4,0,서울특별시 양천구 목동 318-38번지,20010627,,,,,,2,집합,3,표제부,0,707,10,(철근)콘크리트,,0,11470,,20010707,21,철근콘크리트구조,679.66,0,1,20011029,233.1191,544.1
128.32,0,0,58.59,10200,목동 비바체,,0318,0,20190530,,0,0,,0,다세대주택,평슬래브,철근콘크리트구조,0,0,,4,12.4,6,0,87.93,3,0,0,0,,0039,,0,주건축물,02000,공동주택,11470-100209005,10201,47.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 47,23,2,0,0,219,0,서울특별시 양천구 목동 318-39번지,20140320,1101,신축허가,3140176,건축과,2014,2,집합,3,표제부,0,708,10,(철근)콘크리트,,1,11470,,20140428,21,철근콘크리트구조,327.88,327.88,0,20140729,149.72,327.88
194.2,0,0,30.37,10200,,,0318,0,20170304,,0,0,,0,연립주택,스라브,철근콘크리트조,0,0,,3,0,9,0,0,0,0,0,0,,0040,,0,주건축물,02000,공동주택,11470-9214,10201,6.0,114704142134,16.0,0,서울특별시 양천구 목동중앙남로16다길 6-16,0,0,0,0,639.5,0,서울특별시 양천구 목동 318-40번지,19840328,,,,,,2,집합,3,표제부,0,709,10,(철근)콘크리트,,,11470,,,21,철근콘크리트구조,763.84,763.84,1,19841203,91.1,582.6
155.82,0,0,59.7,10200,아주하이빌,,0318,0,20200427,,0,0,,0,다세대주택,평스라브,철근콘크리트조,0,0,,5,14.45,8,0,51.93,4,0,0,0,,0041,,0,주건축물,02000,공동주택,11470-12121,10201,48.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 48,23,2,0,0,261,0,서울특별시 양천구 목동 318-41번지,20020409,,,,,,2,집합,3,표제부,0,710,10,(철근)콘크리트,,0,11470,,20020513,21,철근콘크리트구조,605,605,0,20020912,231.8,605
67.47,0,0,51.5,10200,,,0318,0,20170301,,0,0,,0,다가구주택,스라브,연와조,4,0,,2,0,0,0,0,0,0,0,0,,0042,,0,주건축물,01000,단독주택,11470-9264,10201,82.0,114704142178,13.0,0,서울특별시 양천구 목동중앙본로7가길 82-13,0,0,0,0,131,0,서울특별시 양천구 목동 318-42번지,19900725,,,,,,1,일반,2,일반건축물,0,711,10,(철근)콘크리트,,,11470,,,11,벽돌구조,207.75,207.75,1,19910315,103.01,134.94
128.96,0,0,59.93,10200,,,0318,0,20200427,,0,0,,0,공동주택,평스라브,철근콘크리트조,0,0,,4,12.6,8,0,50.8,2,0,0,0,,0043,,0,주건축물,02000,공동주택,11470-12073,10201,82.0,114704142178,7.0,0,서울특별시 양천구 목동중앙본로7가길 82-7,23,2,0,0,215.2,0,서울특별시 양천구 목동 318-43번지,20010710,,,,,,2,집합,3,표제부,0,712,10,(철근)콘크리트,,0,11470,,20010718,21,철근콘크리트구조,564.89,564.89,1,20020102,205.4,442.02
186.96,0,0,57.35,10200,더클래식 B동,,0318,0,20200820,,0,0,,0,도시형생활주택(단지형 다세대),경사지붕,철근콘크리트구조,0,0,,5,17,12,0,140.78,9,0,0,0,,0044,,0,주건축물,02000,공동주택,11470-100232668,10201,42.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 42,0,1,0,0,326,0,서울특별시 양천구 목동 318-44번지,20180911,1101,신축허가,3140176,건축과,2018,2,집합,3,표제부,1,713,10,(철근)콘크리트,0.2039g(Ⅶ),1,11470,,20181004,21,철근콘크리트구조,487.02,487.02,0,20190531,149.39,487.02
88.56,0,0,0,10200,가동,,0318,0,20170304,,0,0,,0,주택,스라브위와즙,연와조,1,0,,2,0,0,0,0,0,0,0,0,,0046,,0,주건축물,01000,단독주택,11470-848,10201,82.0,114704142178,3.0,0,서울특별시 양천구 목동중앙본로7가길 82-3,0,0,0,0,0,0,서울특별시 양천구 목동 318-46번지,,,,,,,1,일반,2,일반건축물,0,714,10,(철근)콘크리트,,,11470,,,11,벽돌구조,180.63,180.63,1,19830823,0,164.43
89.58,0,0,0,10200,,,0318,0,20200427,,0,0,,0,단독주택,스라브,연와조,1,0,,2,0,0,0,0,0,0,0,0,,0047,,0,주건축물,01000,단독주택,11470-13755,10201,84.0,114704142178,0.0,0,서울특별시 양천구 목동중앙본로7가길 84,0,0,0,0,0,0,서울특별시 양천구 목동 318-47번지,19880115,,,,,,1,일반,2,일반건축물,0,715,10,(철근)콘크리트,,0,11470,,,11,벽돌구조,275.15,275.15,1,19880409,0,164.75
190.61,0,0,58.47,10200,더클래식 A동,,0318,0,20191120,,0,0,,0,다세대주택 및 근린생활시설,경사지붕,철근콘크리트구조,0,0,,5,17.2,12,1,277.16,9,0,0,0,,0048,,0,주건축물,02000,공동주택,11470-100232681,10201,40.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 40,0,1,0,0,326,0,서울특별시 양천구 목동 318-48번지,20180911,1101,신축허가,3140176,건축과,2018,2,집합,3,표제부,1,716,10,(철근)콘크리트,0.2039g(Ⅶ),1,11470,,20181004,21,철근콘크리트구조,662.85,662.85,1,20190531,149.15,486.22
140.67,0,0,59.86,10200,,,0318,0,20171205,,0,0,,0,다세대주택,슬라브,"철근콘크리트조, 연와조",0,0,,4,0,8,0,0,0,0,0,0,,0049,,0,주건축물,02000,공동주택,11470-9008,10201,34.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 34,0,0,0,0,235,0,서울특별시 양천구 목동 318-49번지,19910803,,,,,,2,집합,3,표제부,0,717,10,(철근)콘크리트,,,11470,,,21,철근콘크리트구조,632.57,632.57,1,19920904,236.28,555.26
136.95,0,0,58.28,10200,,,0318,0,20191218,,0,0,,0,다세대주택,슬라브,"철근콘크리트조, 연와조",0,0,,4,0,8,0,0,0,0,0,0,,0050,,0,주건축물,02000,공동주택,11470-4354,10201,83.0,114704142178,0.0,0,서울특별시 양천구 목동중앙본로7가길 83,0,0,0,0,235,0,서울특별시 양천구 목동 318-50번지,19900929,,,,,,2,집합,3,표제부,0,718,10,(철근)콘크리트,,0,11470,,,21,철근콘크리트구조,599.68,599.68,1,19920904,220.23,517.55
140.29,0,0,58.95,10200,,,0318,0,20201222,,0,0,,0,단독주택(다가구주택),평지붕,철근콘크리트구조,10,0,,3,8.43,0,0,0,3,0,0,0,,0051,,0,주건축물,01000,단독주택,11470-100240348,10201,81.0,114704142178,6.0,0,서울특별시 양천구 목동중앙본로7가길 81-6,0,0,0,0,238,0,서울특별시 양천구 목동 318-51번지,20181218,1101,신축허가,3140231,건축과,2018,1,일반,2,일반건축물,0,719,10,(철근)콘크리트,특별지진하중적용 (Ⅶ-0.199g),1,11470,,20190702,21,철근콘크리트구조,381.87,381.87,0,20201014,160.45,381.87
142.46,0,0,59.85,10200,삼성파크빌,,0318,0,20190530,,0,0,,0,공동주택(다세대주택),평지붕,철근콘크리트구조,0,0,,5,14.4,8,0,126.16,8,0,0,0,,0052,,0,주건축물,02000,공동주택,11470-20921,10201,32.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 32,0,0,0,0,238,0,서울특별시 양천구 목동 318-52번지,20061004,1101,신축허가,3140081,건축과,2006,2,집합,3,표제부,0,720,10,(철근)콘크리트,,1,11470,,20061019,21,철근콘크리트구조,457.05,583.21,0,20070309,192.03,457.05
139.82,0,0,58.75,10200,화이트빌라,,0318,0,20170304,,0,0,,0,공동주택,평스라브,철근콘크리트조,0,0,,4,12.75,9,0,52.56,4,0,0,0,,0053,,0,주건축물,02000,공동주택,11470-9699,10201,28.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 28,0,2,0,0,238,0,서울특별시 양천구 목동 318-53번지,20011012,,,,,,2,집합,3,표제부,0,721,10,(철근)콘크리트,,,11470,,20011024,21,철근콘크리트구조,629.54,629.54,1,20020411,211.17,502.58
142.56,0,0,59.9,10200,호거하나,,0318,0,20220321,,0,0,,0,공동주택(다세대주택),(철근)콘크리트,철근콘크리트구조,0,0,,5,14.35,10,0,95.82,3,0,0,0,,0054,,0,주건축물,02000,공동주택,11470-100245859,10201,81.0,114704142178,8.0,0,서울특별시 양천구 목동중앙본로7가길 81-8,0,3,0,0,238,0,서울특별시 양천구 목동 318-54번지,20210625,1101,신축허가,3140258,건축과,2021,2,집합,3,표제부,1,722,10,(철근)콘크리트,,1,11470,,20210712,21,철근콘크리트구조,570.26,570.26,0,20220311,199.34,474.44
138.24,0,0,58.08,10200,한울정원,,0318,0,20190530,,0,0,,0,다세대주택,평스라브,철근콘크리트구조,0,0,,4,10.1,8,0,165.7,6,0,0,0,,0055,,0,주건축물,02000,공동주택,11470-100199604,10201,81.0,114704142178,12.0,0,서울특별시 양천구 목동중앙본로7가길 81-12,0,0,0,0,238,0,서울특별시 양천구 목동 318-55번지,20111028,1101,신축허가,3140136,건축과,2011,2,집합,3,표제부,0,723,10,(철근)콘크리트,,1,11470,,20111107,21,철근콘크리트구조,625.81,625.81,1,20120305,188.67,449.04
139.8,0,0,59.08,10200,위산빌라,,0318,0,20190530,,0,0,,0,공동주택(다세대주택),평스라브,철근콘크리트구조,0,0,,4,12.6,8,0,102.63,6,0,0,0,,0056,,0,주건축물,02000,공동주택,11470-5390,10201,24.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 24,0,2,0,0,236.62,0,서울특별시 양천구 목동 318-56번지,20060517,1101,신축허가,3140081,건축과,2006,2,집합,3,표제부,0,724,10,(철근)콘크리트,,1,11470,,20060626,21,철근콘크리트구조,600.72,600.72,1,20061107,193.07,456.84
130.99,0,0,55.41,10200,영동빌라,,0318,0,20170304,나동,0,0,,0,다세대 주택,스라브,철근콘크리트조,0,0,,4,12.8,9,0,0,0,0,0,0,,0057,,0,주건축물,02000,공동주택,11470-4448,10201,20.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 20,46,4,0,0,236.4,0,서울특별시 양천구 목동 318-57번지,19961218,,,,,,2,집합,3,표제부,0,725,10,(철근)콘크리트,,,11470,,19970213,21,철근콘크리트구조,502.38,502.38,1,19970618,166.82,394.37
111.6,0,0,46.89,10200,,,0318,0,20170304,,0,0,,0,다세대주택,스라브,철근콘크리트조,0,0,,3,0,8,0,0,0,0,0,0,,0058,,0,주건축물,02000,공동주택,11470-6589,10201,81.0,114704142178,16.0,0,서울특별시 양천구 목동중앙본로7가길 81-16,0,0,0,0,238,0,서울특별시 양천구 목동 318-58번지,19900820,,,,,,2,집합,3,표제부,0,726,10,(철근)콘크리트,,,11470,,,21,철근콘크리트구조,446.4,446.4,1,19910621,140.67,334.8
143.86,0,0,58.72,10200,동양홈타운,,0318,0,20200427,,0,0,,0,다세대주택,평스라브,철근콘크리트,0,0,,4,13.18,8,0,53.45,4,0,0,0,,0059,,0,주건축물,02000,공동주택,11470-11097,10201,81.0,114704142178,20.0,0,서울특별시 양천구 목동중앙본로7가길 81-20,23.5,2,0,0,245,0,서울특별시 양천구 목동 318-59번지,20011113,,,,,,2,집합,3,표제부,0,727,10,(철근)콘크리트,,0,11470,,20011119,21,철근콘크리트구조,643.19,643.19,1,20020809,203.92,499.6
146.52,0,0,59.8,10200,선경하이츠,,0318,0,20190530,,0,0,,0,다세대주택,(철근)콘크리트,철근콘크리트구조,0,0,,4,10.6,8,0,157.5,5,0,0,0,,0060,,0,주건축물,02000,공동주택,11470-100192425,10201,16.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 16,23,2,0,0,245,0,서울특별시 양천구 목동 318-60번지,20101130,1101,신축허가,3140136,건축과,2010,2,집합,3,표제부,0,728,10,(철근)콘크리트,,1,11470,,20101202,21,철근콘크리트구조,644.75,644.75,1,20110412,198.88,487.25
62.07,0,0,0,10200,,,0318,0,20201012,,0,0,,0,다가구주택,스라브,연와조,5,0,,2,0,0,0,0,0,0,0,0,,0061,,0,주건축물,01000,단독주택,11470-11005,10201,14.0,114704142132,0.0,0,서울특별시 양천구 목동중앙남로16길 14,0,0,0,0,0,0,서울특별시 양천구 목동 318-61번지,19900719,,,,,,1,일반,2,일반건축물,0,729,10,(철근)콘크리트,,0,11470,,,11,벽돌구조,182.76,182.76,1,19901026,0,120.69
93.59,0,0,0,10200,,,0318,0,20170304,,0,0,,0,주택,세멘와즙,세멘벽돌조,1,0,,1,0,0,0,0,0,0,0,0,,0063,,0,주건축물,01000,단독주택,11470-4797,10201,42.0,114704142129,0.0,0,서울특별시 양천구 목동중앙남로14가길 42,0,0,0,0,0,0,서울특별시 양천구 목동 318-63번지,,,,,,,1,일반,2,일반건축물,0,730,20,기와,,,11470,,,11,벽돌구조,116.6,116.6,1,19760629,0,93.59
145.74,0,0,59.49,10200,,,0318,0,20190530,,0,0,,0,다세대주택,(철근)콘크리트,철근콘크리트구조,0,0,,5,14.15,7,0,0,0,0,0,0,,0064,,0,주건축물,02000,공동주택,11470-100206105,10201,40.0,114704142129,0.0,0,서울특별시 양천구 목동중앙남로14가길 40,135,6,0,0,245,0,서울특별시 양천구 목동 318-64번지,20130510,1101,신축허가,3140160,건축과,2013,2,집합,3,표제부,0,731,10,(철근)콘크리트,,1,11470,,20130530,21,철근콘크리트구조,421.98,421.98,0,20131021,172.24,421.98
121.32,0,0,49.52,10200,,,0318,0,20170304,,0,0,,0,다가구주택,평슬라브,철근콘크리트조,8,0,,3,0,0,0,0,0,0,0,0,,0065,,0,주건축물,01000,단독주택,11470-6788,10201,73.0,114704142178,20.0,0,서울특별시 양천구 목동중앙본로7가길 73-20,0,0,0,0,245,0,서울특별시 양천구 목동 318-65번지,19910306,,,,,,1,일반,2,일반건축물,0,732,10,(철근)콘크리트,,,11470,,,21,철근콘크리트구조,482.76,482.76,1,19920417,145.91,357.48
146.88,0,0,59.95,10200,동원벨라지오,,0318,0,20180914,,0,0,,0,다세대주택,평스라브,철근콘크리트구조,0,0,,5,14.6,10,0,69,6,0,0,0,,0066,,0,주건축물,02000,공동주택,11470-100226868,10201,81.0,114704142178,19.0,0,서울특별시 양천구 목동중앙본로7가길 81-19,23,2,0,0,245,0,서울특별시 양천구 목동 318-66번지,20170803,1101,신축허가,3140176,건축과,2017,2,집합,3,표제부,0,733,10,(철근)콘크리트,,1,11470,,20170831,21,철근콘크리트구조,489.9,489.9,0,20180201,199.96,489.9
144.29,0,0,59.84,10200,동원벨라지오Ⅱ,,0318,0,20200804,,0,0,,0,도시형생활주택(단지형 다세대주택 10세대),평지붕,철근콘크리트구조,0,0,,5,16.09,10,0,49.32,4,0,0,0,,0067,,0,주건축물,02000,공동주택,11470-100239728,10201,81.0,114704142178,15.0,0,서울특별시 양천구 목동중앙본로7가길 81-15,50,4,0,0,241.14,0,서울특별시 양천구 목동 318-67번지,20200218,1101,신축허가,3140231,건축과,2020,2,집합,3,표제부,0,734,10,(철근)콘크리트,Ⅶ,1,11470,,20200309,21,철근콘크리트구조,519.9,519.9,0,20200728,199.73,481.62
137.52,0,0,56.1,10200,,,0318,0,20170304,,0,0,,0,다세대주택,평슬라브,조적조,0,0,,3,10.15,8,0,0,0,0,0,0,,0068,,0,주건축물,02000,공동주택,11470-8763,10201,73.0,114704142178,16.0,0,서울특별시 양천구 목동중앙본로7가길 73-16,0,4,0,0,245,0,서울특별시 양천구 목동 318-68번지,19930220,,,,,,2,집합,3,표제부,0,735,10,(철근)콘크리트,,,11470,,19930324,11,벽돌구조,479.16,479.16,1,19930908,146.2,358.2
123.57,0,0,51.92,10200,,,0318,0,20170304,,0,0,,0,다가구주택,모임슬라브,연와조,3,0,,2,7.9,0,0,21.92,1,0,0,0,,0069,,0,주건축물,01000,단독주택,11470-7080,10201,73.0,114704142178,12.0,0,서울특별시 양천구 목동중앙본로7가길 73-12,11.5,1,0,0,238,0,서울특별시 양천구 목동 318-69번지,19920724,,,,,,1,일반,2,일반건축물,0,736,10,(철근)콘크리트,,,11470,,19920814,11,벽돌구조,282.48,282.48,1,19930331,67.91,161.64
137.14,0,0,58.69,10200,목동펠리스,,0318,0,20190530,,0,0,,0,공동주택(다세대주택),평지붕,철근콘크리트구조,0,0,,4,11.2,11,0,69,6,0,0,0,,0070,,0,주건축물,02000,공동주택,11470-100220707,10201,81.0,114704142178,11.0,0,서울특별시 양천구 목동중앙본로7가길 81-11,23,2,0,0,233.68,0,서울특별시 양천구 목동 318-70번지,20151020,1101,신축허가,3140176,건축과,2015,2,집합,3,표제부,0,737,10,(철근)콘크리트,,1,11470,,20151112,21,철근콘크리트구조,597.93,597.93,1,20160913,199.8,466.89
140.11,0,0,58.87,10200,힐링하임,,0318,0,20201203,,0,0,,0,공동주택(다세대주택),(철근)콘크리트,철근콘크리트구조,0,0,,5,15.1,8,0,0,6,0,0,0,,0071,,0,주건축물,02000,공동주택,11470-100240608,10201,81.0,114704142178,9.0,0,서울특별시 양천구 목동중앙본로7가길 81-9,0,0,0,0,238,0,서울특별시 양천구 목동 318-71번지,20200519,1101,신축허가,3140231,건축과,2020,2,집합,3,표제부,1,738,10,(철근)콘크리트,0.1999g,1,11470,,20200608,21,철근콘크리트구조,475.17,475.17,0,20201201,199.65,475.17
142.19,0,0,59.74,10200,골든빌,,0318,0,20190530,,0,0,,0,다세대주택,평스라브,철근콘크리트구조,0,0,,4,13.35,8,0,136.25,6,0,0,0,,0072,,0,주건축물,02000,공동주택,11470-100198914,10201,73.0,114704142178,8.0,0,서울특별시 양천구 목동중앙본로7가길 73-8,0,0,0,0,238,0,서울특별시 양천구 목동 318-72번지,20110519,1101,신축허가,3140136,건축과,2011,2,집합,3,표제부,0,739,10,(철근)콘크리트,,1,11470,,20110705,21,철근콘크리트구조,631.11,607.34,1,20111228,202.02521,480.82
142.68,0,0,59.95,10200,미광팰리스,,0318,0,20190530,,0,0,,0,다세대주택,경사스라브,철근콘크리트구조,0,0,,4,11.9,7,0,133.4,5,0,0,0,,0073,,0,주건축물,02000,공동주택,11470-100187914,10201,73.0,114704142178,6.0,0,서울특별시 양천구 목동중앙본로7가길 73-6,23,2,0,0,238,0,서울특별시 양천구 목동 318-73번지,20080627,1101,신축허가,3140136,건축과,2008,2,집합,3,표제부,0,740,10,(철근)콘크리트,,1,11470,,20090507,21,철근콘크리트구조,623,623,1,20100118,199.87,475.68
139.38,0,0,59.15,10200,,,0318,0,20200427,,0,0,,0,공동주택(다세대주택),평스라브,철근콘크리트구조,0,0,,4,12.45,8,8,130.86,8,0,0,0,,0074,,0,주건축물,02000,공동주택,11470-14276,10201,81.0,114704142178,5.0,0,서울특별시 양천구 목동중앙본로7가길 81-5,0,0,0,0,235.63,0,서울특별시 양천구 목동 318-74번지,20040304,1101,신축허가,3140081,건축과,2004,2,집합,3,표제부,0,741,10,(철근)콘크리트,,0,11470,,20040307,21,철근콘크리트구조,634.38,0,1,20040604,209.3112,493.2
138.39,0,0,58.15,10200,럭키그린빌,,0318,0,20200427,,0,0,,0,다세대주택,평슬라브,철근콘크리트조,0,0,,4,12.9,9,0,52.52,4,0,0,0,,0075,,0,주건축물,02000,공동주택,11470-14983,10201,81.0,114704142178,0.0,0,서울특별시 양천구 목동중앙본로7가길 81,0,3,0,0,238,0,서울특별시 양천구 목동 318-75번지,19970728,,,,,,2,집합,3,표제부,0,742,10,(철근)콘크리트,,0,11470,,19970823,21,철근콘크리트구조,610.97,610.97,1,19980105,202.61,482.22
119.17,0,0,50.07,10200,,,0318,0,20170126,,0,0,,0,다세대주택,스라브,철근콘크리트구조,0,0,,4,11.2,9,0,0,0,0,0,0,,0076,,0,주건축물,02000,공동주택,11470-20822,10201,73.0,114704142178,4.0,0,서울특별시 양천구 목동중앙본로7가길 73-4,46,4,0,0,238,0,서울특별시 양천구 목동 318-76번지,19930628,,,,,,2,집합,3,표제부,0,743,10,(철근)콘크리트,,,11470,,19930817,21,철근콘크리트구조,543.5,543.5,1,19940502,180.56,429.75
400.68,0,0,59.99,10200,시티-빌,,0318,0,20200427,,0,0,,0,공동주택(연립주택),경사 슬라브,철근콘크리트벽식조,0,0,,4,15.78,12,0,0,16,0,0,0,,0077,,0,주건축물,02000,공동주택,11470-16668,10201,80.0,114704142178,0.0,0,서울특별시 양천구 목동중앙본로7가길 80,0,2,0,0,667.9,0,서울특별시 양천구 목동 318-77번지,19970602,,,,,,2,집합,3,표제부,1,744,10,(철근)콘크리트,,0,11470,,19970607,21,철근콘크리트구조,1910.75,1910.75,1,19971219,221.89,1481.99
129.24,0,0,59.05,10200,,,0318,0,20190530,,0,0,,0,공동주택(다세대주택),(철근)콘크리트,철근콘크리트구조,0,0,,3,10.9,6,0,55.08,4,0,0,0,,0081,,0,주건축물,02000,공동주택,11470-11854,10201,74.0,114704142178,7.0,0,서울특별시 양천구 목동중앙본로7가길 74-7,0,2,0,0,218.88,0,서울특별시 양천구 목동 318-81번지,20061201,1101,신축허가,3140081,건축과,2006,2,집합,3,표제부,0,745,10,(철근)콘크리트,,1,11470,,20070305,21,철근콘크리트구조,433.7,433.7,1,20070704,147.09,321.94
133.77,0,0,59.67,10200,목동베스트빌,,0318,0,20200427,비동,0,0,,0,다세대주택,평스라브,철근콘크리트구조,0,0,,4,13.05,9,0,56.32,4,0,0,0,,0082,,0,주건축물,02000,공동주택,11470-16699,10201,82.0,114704142178,10.0,0,서울특별시 양천구 목동중앙본로7가길 82-10,0,2,0,0,224.2,0,서울특별시 양천구 목동 318-82번지,20020910,1101,신축허가,3140081,건축과,2002,2,집합,3,표제부,0,746,10,(철근)콘크리트,,0,11470,,20021022,21,철근콘크리트구조,627.35,627.35,1,20030426,225.14,504.77
143.75,0,0,57.09,10200,목동베스트빌,,0318,1,20170201,에이동,0,0,,0,다세대주택,평스라브,철근콘크리트구조,0,0,,4,13.05,9,0,41.5,4,0,0,0,,0083,,0,주건축물,02000,공동주택,11470-20947,10201,82.0,114704142178,12.0,0,서울특별시 양천구 목동중앙본로7가길 82-12,0,2,0,0,251.8,0,서울특별시 양천구 목동 318-83번지,20020910,1101,신축허가,3140081,건축과,2002,2,집합,3,표제부,0,747,10,(철근)콘크리트,,,11470,,20021022,21,철근콘크리트구조,658.42,658.42,1,20030501,218,548.92
66.28,0,0,0,10200,,,0318,0,20200427,,0,0,,0,주택,스라브위세멘와즙,연와조,1,0,,1,0,0,0,0,0,0,0,0,,0084,,0,주건축물,01000,단독주택,11470-12671,10201,74.0,114704142178,11.0,0,서울특별시 양천구 목동중앙본로7가길 74-11,0,0,0,0,0,0,서울특별시 양천구 목동 318-84번지,,,,,,,1,일반,2,일반건축물,0,748,10,(철근)콘크리트,,0,11470,,,11,벽돌구조,132.56,132.56,1,19821230,0,66.28
