archArea,atchBldArea,atchBldCnt,bcRat,bjdongCd,bldNm,block,bun,bylotCnt,crtnDay,engrEpi,engrGrade,engrRat,etcPurps,fmlyCnt,gnBldCert,gnBldGrade,hhldCnt,hoCnt,indrAutoArea,indrAutoUtcnt,indrMechArea,indrMechUtcnt,itgBldCert,itgBldGrade,ji,lot,mainBldCnt,mainPurpsCd,mainPurpsCdNm,mgmBldrgstPk,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,newOldRegstrGbCd,newOldRegstrGbCdNm,newPlatPlc,oudrAutoArea,oudrAutoUtcnt,oudrMechArea,oudrMechUtcnt,platArea,platGbCd,platPlc,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,rnum,sigunguCd,splotNm,stcnsDay,totArea,totPkngCnt,useAprDay,vlRat,vlRatEstmTotArea
1394.1694,0,0,38.28,10200,목동길성그랑프리텔,,0739,6,20090512,0,,0,아파트,0,0,,121,0,1623.6726,85,0,0,0,,0005,,2,02000,공동주택,11470-418,10201,37.0,114704142179,20.0,0,1,신대장,서울특별시 양천구 목동중앙본로7길 37-20,0,19,0,0,3641.8,0,서울특별시 양천구 목동 739-5번지,20000318,,,,,,2,집합,1,총괄표제부,117,11470,,20001023,12860.9207,104,20030111,278.48,10141.8369
171.98,0,0,0,10200,,,0743,0,20111021,0,,0,다세대주택,0,0,,14,0,0,0,0,0,0,,0016,,2,02000,공동주택,11470-725,10201,86.0,114704142151,0.0,0,1,신대장,서울특별시 양천구 목동중앙로3길 86,0,0,0,0,0,0,서울특별시 양천구 목동 743-16번지,,,,,,,2,집합,1,총괄표제부,118,11470,,,597.9,0,,0,424.72
263.88,0,0,55.552,10200,,,0744,1,20180620,0,,0,도시형생활주택(단지형다세대주택),0,0,,18,0,103.5,9,0,0,0,,0009,,2,02000,공동주택,11470-100228028,10201,46.0,114704142177,0.0,0,1,신대장,서울특별시 양천구 목동중앙본로5길 46,57.5,5,0,0,475,0,서울특별시 양천구 목동 744-9번지,20170811,1101,신축허가,3140176,건축과,2017,2,집합,1,총괄표제부,119,11470,,20171031,944.57,14,20180619,198.86,944.57
186.15,0,0,0,10200,,,0746,0,20111021,0,,0,단독주택,3,0,,0,0,0,0,0,0,0,,0027,,3,01000,단독주택,11470-98,10201,8.0,114704142163,11.0,0,1,신대장,서울특별시 양천구 목동중앙본로1길 8-11,0,0,0,0,0,0,서울특별시 양천구 목동 746-27번지,,,,,,,1,일반,1,총괄표제부,120,11470,,,498.55,0,,0,415.02
150.64,0,0,0,10200,,,0748,0,20111021,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0011,,2,01000,단독주택,11470-99,10201,20.0,114704142176,0.0,0,1,신대장,서울특별시 양천구 목동중앙본로3길 20,0,0,0,0,0,0,서울특별시 양천구 목동 748-11번지,,,,,,,1,일반,1,총괄표제부,121,11470,,,330.03,0,,0,299.11
1868.47,637.98,3,30.16,10200,극동늘푸른아파트,,0752,5,20171118,0,,0,"공동주택(아파트), 부대시설",0,0,,206,0,1932,168,0,0,0,,0001,,5,02000,공동주택,11470-667,10201,10.0,114703114006,0.0,0,0,구대장,서울특별시 양천구 목동중앙본로 10,506,44,0,0,6193.8,0,서울특별시 양천구 목동 752-1번지,,,,,,,2,집합,1,총괄표제부,122,11470,,,28282.32,212,,344.67,21348.51
3649.38,48,2,24.03,10200,서울정목초등학교,,0757,7,20220519,0,,0,교육연구및복지시설,0,0,,0,0,3356,100,0,0,0,,0001,,3,10000,교육연구시설,11470-296,10201,30.0,114704142151,10.0,0,1,신대장,서울특별시 양천구 목동중앙로3길 30-10,495,43,0,0,15184.4,0,서울특별시 양천구 목동 757-1번지,,,,,,,1,일반,1,총괄표제부,123,11470,,,15800.47,143,20050718,71.68,10884.05
164.34,0,0,0,10200,,,0762,0,20171118,0,,0,다세대주택,0,0,,16,0,0,0,0,0,0,,0005,,2,02000,공동주택,11470-726,10201,75.0,114703114005,0.0,0,1,신대장,서울특별시 양천구 목동중앙로 75,0,0,0,0,0,0,서울특별시 양천구 목동 762-5번지,,,,,,,2,집합,1,총괄표제부,124,11470,,,657.36,0,,0,493.02
163.86,0,0,0,10200,,,0762,0,20111021,0,,0,다세대주택,0,0,,16,0,0,0,0,0,0,,0009,,2,02000,공동주택,11470-727,10201,73.0,114703114005,1.0,0,1,신대장,서울특별시 양천구 목동중앙로 73-1,0,0,0,0,0,0,서울특별시 양천구 목동 762-9번지,,,,,,,2,집합,1,총괄표제부,125,11470,,,655.44,0,,0,491.58
1481.57,67.5,1,32.56,10200,목동성원아파트,,0763,2,20111021,0,,0,"공동주택, 근린생활시설",0,0,,155,0,6575.66,164,0,0,0,,0001,,3,02000,공동주택,11470-668,10201,67.0,114703114005,0.0,0,0,구대장,서울특별시 양천구 목동중앙로 67,207,18,0,0,4549,0,서울특별시 양천구 목동 763-1번지,,,,,,,2,집합,1,총괄표제부,126,11470,,,22552.92,182,,335.14,15245.92
955.95,0,3,26.24,10200,금호아파트,,0768,0,20171205,0,,0,"아파트, 상가",0,0,,103,0,759,66,0,0,0,,0005,,1,02000,공동주택,11470-669,10201,11.0,114704142140,0.0,0,0,구대장,서울특별시 양천구 목동중앙남로3길 11,230,20,0,0,3643.2,0,서울특별시 양천구 목동 768-5번지,,,,,,,2,집합,1,총괄표제부,127,11470,,,12680.93,86,,261.74,9535.85
230.09,0,0,50.0958,10200,,,0771,0,20130319,0,,0,"다세대주택, 근린생활시설",0,0,,16,2,0,0,0,0,0,,0026,,2,02000,공동주택,11470-100203725,,0.0,,0.0,0,1,신대장,,126.5,11,0,0,459.3,0,서울특별시 양천구 목동 771-26번지,20120416,1101,신축허가,3140160,건축과,2012,2,집합,1,총괄표제부,128,11470,,20120507,681.75,11,20130102,148.4324,681.75
160,0,0,0,10200,,,0772,0,20111021,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0003,,2,01000,단독주택,11470-81,10201,7.0,114703114004,2.0,0,1,신대장,서울특별시 양천구 목동중앙남로 7-2,0,0,0,0,0,0,서울특별시 양천구 목동 772-3번지,,,,,,,1,일반,1,총괄표제부,129,11470,,,308.76,0,,0,262.48
438.79,0,0,51.3,10200,다인빌,,0779,0,20200520,0,,0,공동주택(단지형다세대주택),0,0,,28,0,181.2,15,0,0,0,,0002,,2,02000,공동주택,11470-100235708,,0.0,,0.0,0,1,신대장,,98.7,8,0,0,855.4,0,서울특별시 양천구 목동 779-2번지,20190620,1101,신축허가,3140231,건축과,2019,2,집합,1,총괄표제부,130,11470,,20190718,1319.36,23,20200519,154.24,1319.36
291.66,0,0,52.01,10200,주원베르빌,,0779,0,20140520,0,,0,도시형생활주택-단지형다세대,0,0,,20,0,0,12,0,0,0,,0014,,2,02000,공동주택,11470-100202985,,0.0,,0.0,0,1,신대장,,0,4,0,0,560.8,0,서울특별시 양천구 목동 779-14번지,20120607,1101,신축허가,3140160,건축과,2012,2,집합,1,총괄표제부,131,11470,,20120704,1168.46,16,20121127,208.36,1168.46
190.91,0,0,0,10200,,,0779,0,20111021,0,,0,단독주택,3,0,,0,0,0,0,0,0,0,,0019,,3,01000,단독주택,11470-82,10201,49.0,114704142205,10.0,0,1,신대장,서울특별시 양천구 목동중앙서로11길 49-10,0,0,0,0,0,0,서울특별시 양천구 목동 779-19번지,,,,,,,1,일반,1,총괄표제부,132,11470,,,328.1,0,,0,190.91
122.08,0,0,0,10200,,,0779,0,20111021,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0036,,2,01000,단독주택,11470-100,10201,55.0,114704142205,0.0,0,1,신대장,서울특별시 양천구 목동중앙서로11길 55,0,0,0,0,0,0,서울특별시 양천구 목동 779-36번지,,,,,,,1,일반,1,총괄표제부,133,11470,,,397.87,0,,0,234.46
135.61,0,0,0,10200,,,0780,0,20111021,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0010,,2,01000,단독주택,11470-709,10201,72.0,114704142205,5.0,0,1,신대장,서울특별시 양천구 목동중앙서로11길 72-5,0,0,0,0,0,0,서울특별시 양천구 목동 780-10번지,,,,,,,1,일반,1,총괄표제부,134,11470,,,340.88,0,,0,205.27
331.83,0,0,59.97,10200,아인펠리체 2차,,0780,0,20171013,0,,0,공동주택(도시형생활주택-단지형다세대),0,0,,23,0,0,0,0,0,0,,0022,,2,02000,공동주택,11470-100219167,,0.0,,0.0,0,1,신대장,,184,16,0,0,553.3,0,서울특별시 양천구 목동 780-22번지,20151222,1101,신축허가,3140176,건축과,2015,2,집합,1,총괄표제부,135,11470,,20160128,1088.19,16,20160711,196.67,1088.19
112.85,0,0,0,10200,,,0781,0,20210112,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0020,,2,01000,단독주택,11470-313,10201,39.0,114704142212,0.0,0,1,신대장,서울특별시 양천구 목동중앙서로7길 39,0,0,0,0,0,0,서울특별시 양천구 목동 781-20번지,,,,,,,1,일반,1,총괄표제부,136,11470,,,276.32,0,,0,225.7
171.24,0,0,0,10200,,,0782,0,20111021,0,,0,근린생활시설,0,0,,0,0,0,0,0,0,0,,0001,,2,04000,제2종근린생활시설,11470-84,10201,62.0,114703005064,0.0,0,1,신대장,서울특별시 양천구 등촌로 62,0,0,0,0,0,0,서울특별시 양천구 목동 782-1번지,,,,,,,1,일반,1,총괄표제부,137,11470,,,697.85,0,,0,534.87
491.44,0,0,27.8,10200,대흥교회,,0784,4,20211027,0,,0,교회,0,0,,0,0,0,0,0,0,0,,0030,,2,05000,문화및집회시설,11470-100243249,10201,30.0,114704142213,0.0,0,1,신대장,서울특별시 양천구 목동중앙서로7나길 30,149.5,13,0,0,1768,0,서울특별시 양천구 목동 784-30번지,,,,,,,1,일반,1,총괄표제부,138,11470,,,1402.92,13,19771020,45.39,802.46
450.24,0,0,0,10200,,,0784,0,20111021,0,,0,단독주택,6,0,,0,0,0,0,0,0,0,,0031,,6,01000,단독주택,11470-101,10201,12.0,114704142213,69.0,0,1,신대장,서울특별시 양천구 목동중앙서로7나길 12-69,0,0,0,0,0,0,서울특별시 양천구 목동 784-31번지,,,,,,,1,일반,1,총괄표제부,139,11470,,,900.48,0,,0,450.24
343.72,0,0,48.62,10200,목동솔리스타,,0793,0,20210604,0,,0,"업무시설(오피스텔 및 공동주택,근린생활시설)",0,0,,18,61,0,2,0,38,0,,0006,,2,14000,업무시설,11470-100242088,10201,20.0,114703005064,0.0,0,1,신대장,서울특별시 양천구 등촌로 20,0,0,0,0,707,0,서울특별시 양천구 목동 793-6번지,20200219,1101,신축허가,3140231,건축과,2020,2,집합,1,총괄표제부,140,11470,,20200422,3641.52,40,20210603,459.92,3251.65
443.16,0,0,0,10200,,,0795,0,20111021,0,,0,근린생활시설,0,0,,0,0,0,0,0,0,0,,0014,,2,04000,제2종근린생활시설,11470-102,10201,5.0,114704142209,0.0,0,1,신대장,서울특별시 양천구 목동중앙서로4길 5,0,0,0,0,0,0,서울특별시 양천구 목동 795-14번지,,,,,,,1,일반,1,총괄표제부,141,11470,,,1113.48,0,,0,690.12
167.05,0,0,49.99,10200,,,0799,0,20090320,0,,0,제1종근린생활시설,0,0,,0,0,0,0,0,0,0,,0001,,2,03000,제1종근린생활시설,11470-555,10201,42.0,114703114008,0.0,0,1,신대장,서울특별시 양천구 목동중앙서로 42,0,0,0,0,334.2,0,서울특별시 양천구 목동 799-1번지,,,,,,,1,일반,1,총괄표제부,142,11470,,,331.37,2,,88.7,296.45
635.84,0,0,0,10200,,,0804,0,20111021,0,,0,다세대주택,0,0,,19,0,0,0,0,0,0,,0034,,2,02000,공동주택,11470-106,10201,43.0,114704142210,0.0,0,1,신대장,서울특별시 양천구 목동중앙서로6길 43,0,0,0,0,0,0,서울특별시 양천구 목동 804-34번지,19921230,,,,,,2,집합,1,총괄표제부,143,11470,,,1315.51,0,19930603,0,1049.84
605.36,0,0,0,10200,,,0804,0,20111021,0,,0,다세대주택,0,0,,19,0,0,0,0,0,0,,0052,,2,02000,공동주택,11470-315,10201,45.0,114704142210,0.0,0,1,신대장,서울특별시 양천구 목동중앙서로6길 45,0,0,0,0,0,0,서울특별시 양천구 목동 804-52번지,,,,,,,2,집합,1,총괄표제부,144,11470,,,1312.66,0,,0,1047
133.22,0,0,0,10200,,,0805,0,20111021,0,,0,단독주택,2,0,,0,0,0,0,0,0,0,,0031,,2,01000,단독주택,11470-104,10201,30.0,114704142215,0.0,0,1,신대장,서울특별시 양천구 목동중앙서로8가길 30,0,0,0,0,0,0,서울특별시 양천구 목동 805-31번지,,,,,,,1,일반,1,총괄표제부,145,11470,,,160.8,0,,0,133.22
9958.67,0,0,18.66,10200,열병합설비,,0900,0,20181205,0,,0,열병합발전소,0,0,,0,0,0,0,0,0,0,,0000,,9,25000,발전시설,11470-100220515,10202,20.0,114703114003,0.0,0,1,신대장,서울특별시 양천구 목동서로 20,0,162,0,0,53344.3,0,서울특별시 양천구 목동 900번지,,,,,,,1,일반,1,총괄표제부,146,11470,,,21562.29,162,,34.25,18272.91
1752.13,0,0,19.53,10200,서울지방식품의약품안전청,,0900,1,20161105,0,,0,공공업무시설,0,0,,0,0,3643.41,120,0,0,0,,0002,,2,14000,업무시설,11470-100197706,,0.0,,0.0,0,1,신대장,,0,0,0,0,8970,0,서울특별시 양천구 목동 900-2번지,20031124,,,,,,1,일반,1,총괄표제부,147,11470,,20031230,11336.3,120,20051207,72.9,6539.23
6512,0,0,38.5,10200,양천자원회수시설,,0900,0,20160915,0,,0,자원순환관련시설,0,0,,0,0,0,0,0,0,0,,0021,,5,30000,자원순환관련시설,11470-100220532,,0.0,,0.0,0,1,신대장,,0,42,0,0,16914.1,0,서울특별시 양천구 목동 900-21번지,,,,,,,1,일반,1,총괄표제부,148,11470,,,14407.9,42,,76.47,12934.18
27010.33,108,1,0,10200,목동신시가지아파트,,0901,0,20220503,0,,0,"아파트, 근린생활시설",0,0,,1882,55,0,0,0,0,0,,0000,,38,02000,공동주택,11470-671,10202,38.0,114703114003,0.0,0,0,구대장,서울특별시 양천구 목동서로 38,0,1104,0,0,0,0,서울특별시 양천구 목동 901번지,,,,,,,2,집합,1,총괄표제부,149,11470,,,219757.75,1104,,0,201619.59
3053.16,36,1,25.3,10200,서울월촌초등학교,,0901,0,20180914,0,,0,,0,0,,0,0,0,0,0,0,0,,0001,,2,,,11470-100226091,10201,132.0,114703114005,0.0,0,1,신대장,서울특별시 양천구 목동중앙로 132,0,32,0,0,12067.7,0,서울특별시 양천구 목동 901-1번지,,,,,,,1,일반,1,총괄표제부,150,11470,,,9550.19,32,,76.83,9271.19
25931.68,2924.45,2,0,10200,목동신시가지아파트,,0902,0,20171205,0,,0,"아파트, 근린생활시설",0,0,,1640,53,0,0,0,0,0,,0000,,40,02000,공동주택,11470-672,10202,70.0,114703114003,0.0,0,0,구대장,서울특별시 양천구 목동서로 70,0,1306,0,0,0,0,서울특별시 양천구 목동 902번지,,,,,,,2,집합,1,총괄표제부,151,11470,,,208958.02,1306,,0,192809.51
24014.77,133.12,1,0,10200,목동신시가지아파트,,0903,0,20171205,0,,0,"아파트, 근린생활시설",0,0,,1588,47,0,0,0,0,0,,0000,,33,02000,공동주택,11470-673,10202,100.0,114703114003,0.0,0,0,구대장,서울특별시 양천구 목동서로 100,0,1199,0,0,0,0,서울특별시 양천구 목동 903번지,,,,,,,2,집합,1,총괄표제부,152,11470,,,193732.32,1199,,0,178877.01
2945.18,0,0,23.36,10200,서울영도초등학교,,0903,0,20200521,0,,0,교육연구및복지시설,0,0,,0,0,0,0,0,0,0,,0001,,2,10000,교육연구시설,11470-100233748,10201,70.0,114703114005,0.0,0,1,신대장,서울특별시 양천구 목동중앙로 70,0,0,0,0,12605.6,0,서울특별시 양천구 목동 903-1번지,,,,,,,1,일반,1,총괄표제부,153,11470,,,10888.28,0,,85.55,10784.24
13589.98,54,1,0,10200,목동신시가지아파트,,0904,0,20171205,0,,0,"아파트, 근린생활시설",0,0,,1382,43,0,0,0,0,0,,0000,,19,02000,공동주택,11470-674,10202,130.0,114703114003,0.0,0,0,구대장,서울특별시 양천구 목동서로 130,0,757,0,0,0,0,서울특별시 양천구 목동 904번지,,,,,,,2,집합,1,총괄표제부,154,11470,,,137771.25,757,,0,126616.32
394.08,0,0,0,10200,,,0904,0,20171205,0,,0,제1종근린생활시설,0,0,,0,0,0,0,0,0,0,,0019,,2,03000,제1종근린생활시설,11470-86,10201,23.0,114703114005,0.0,0,1,신대장,서울특별시 양천구 목동중앙로 23,0,0,0,0,0,0,서울특별시 양천구 목동 904-19번지,,,,,,,1,일반,1,총괄표제부,155,11470,,,1431.78,0,,0,1411.28
477.5,0,0,0,10200,,,0906,0,20111021,0,,0,,0,0,,0,0,0,0,0,0,0,,0000,,2,05000,문화및집회시설,11470-713,10202,363.0,114703114001,0.0,0,1,신대장,서울특별시 양천구 목동동로 363,0,0,0,0,0,0,서울특별시 양천구 목동 906번지,,,,,,,1,일반,1,총괄표제부,156,11470,,,549.5,0,,0,477.5
686.95,0,0,37.37,10200,,,0907,0,20100513,0,,0,종교시설,0,0,,0,0,0,0,0,0,0,,0002,,2,06000,종교시설,11470-107,10202,371.0,114703114001,0.0,0,1,신대장,서울특별시 양천구 목동동로 371,177.5,15,0,0,1838.2,0,서울특별시 양천구 목동 907-2번지,,,,,,,1,일반,1,총괄표제부,157,11470,,,2353.88,15,,93.15,1712.28
10938.3,1669.98,1,0,10200,목동신시가지아파트,,0911,0,20211216,0,,0,"아파트, 근린생활시설",0,0,,1368,41,0,0,0,0,0,,0000,,17,02000,공동주택,11470-675,10202,430.0,114703114001,0.0,0,0,구대장,서울특별시 양천구 목동동로 430,0,783,0,0,0,0,서울특별시 양천구 목동 911번지,,,,,,,2,집합,1,총괄표제부,158,11470,,,142543.9,783,,0,131615.62
10004.7,37.2,2,35.98,10200,이대목동병원,,0911,0,20210629,0,,0,종합병원,0,0,,0,0,0,0,0,396,0,,0001,,4,09000,의료시설,11470-100186127,10202,1071.0,114703000010,0.0,0,1,신대장,서울특별시 양천구 안양천로 1071,0,329,0,0,27805.4,0,서울특별시 양천구 목동 911-1번지,,,,,,,1,일반,1,총괄표제부,159,11470,,,71532.39,725,,199.94,55594.76
9159.33,218,4,23.037297,10200,양정고등학교,,0911,1,20180914,0,,0,교육연구시설,0,0,,0,0,0,0,0,0,0,,0002,,9,10000,교육연구시설,11470-100191184,10202,1039.0,114703000010,0.0,0,1,신대장,서울특별시 양천구 안양천로 1039,1598.5,139,0,0,39758.7,0,서울특별시 양천구 목동 911-2번지,,,,,,,1,일반,1,총괄표제부,160,11470,,,27837.26,139,,64.110169,25489.37
2672.09,55.68,1,23.18,10200,서울경인초등학교,,0911,0,20210112,0,,0,교육연구및복지시설,0,0,,0,0,449.8,37,0,0,0,,0004,,2,10000,교육연구시설,11470-289,10202,1009.0,114703000010,0.0,0,1,신대장,서울특별시 양천구 안양천로 1009,0,0,0,0,11525.8,0,서울특별시 양천구 목동 911-4번지,,,,,,,1,일반,1,총괄표제부,161,11470,,,8599.16,0,19960403,71.77,8271.95
26043.89,1752.36,2,0,10200,목동신시가지아파트,,0912,1,20190925,0,,0,"아파트, 근린생활시설",0,0,,1848,50,0,0,0,0,0,,0000,,41,02000,공동주택,11470-676,10202,350.0,114703114001,0.0,0,0,구대장,서울특별시 양천구 목동동로 350,0,1444,0,0,0,0,서울특별시 양천구 목동 912번지,,,,,,,2,집합,1,총괄표제부,162,11470,,,229059.97,1444,,0,209298.37
29851.43,0,0,0,10200,,,0914,0,20171118,0,,0,문화및집회시설,0,0,,0,0,0,0,0,0,0,,0000,,3,05000,문화및집회시설,11470-88,10202,939.0,114703000010,0.0,0,1,신대장,서울특별시 양천구 안양천로 939,0,0,0,0,0,0,서울특별시 양천구 목동 914번지,,,,,,,1,일반,1,총괄표제부,163,11470,,,55939.58,0,,0,51712.16
6142.74,413.2,1,6.09,10200,,,0915,0,20210319,0,,0,양수장,0,0,,0,0,0,0,0,0,0,,0000,,6,03000,제1종근린생활시설,11470-299,10202,298.0,114703114001,0.0,0,1,신대장,서울특별시 양천구 목동동로 298,0,0,0,0,100824.3,0,서울특별시 양천구 목동 915번지,,,,,,,1,일반,1,총괄표제부,164,11470,,,10132.1,0,,8.84,8911.5
331.13,0,0,0,10200,,,0919,0,20200207,0,,0,,0,0,,0,0,0,0,0,0,0,,0003,,2,03000,제1종근린생활시설,11470-89,10202,192.0,114703114003,0.0,0,1,신대장,서울특별시 양천구 목동서로 192,0,0,0,0,0,0,서울특별시 양천구 목동 919-3번지,,,,,,,1,일반,1,총괄표제부,165,11470,,,1008.4,0,,0,832.9
21750.75,2180.9,3,0,10200,목동신시가지아파트,,0925,4,20211124,0,,0,"아파트, 근린생활시설",0,0,,2550,52,0,0,0,0,0,,0000,,37,02000,공동주택,11470-677,10202,186.0,114703114002,0.0,0,1,신대장,서울특별시 양천구 목동로 186,0,1285,0,0,0,0,서울특별시 양천구 목동 925번지,,,,,,,2,집합,1,총괄표제부,166,11470,,,241844.22,1285,,0,228964.05
774.76,0,0,0,10200,,,0926,0,20171205,0,,0,아파트,0,0,,94,0,0,31,0,0,0,,0007,,2,02000,공동주택,11470-729,10202,236.0,114703114003,0.0,0,1,신대장,서울특별시 양천구 목동서로 236,0,27,0,0,0,0,서울특별시 양천구 목동 926-7번지,,,,,,,2,집합,1,총괄표제부,167,11470,,,9150.63,58,,0,9049.54
1864.56,0,0,0,10200,,,0926,0,20171118,0,,0,아파트,0,0,,200,0,0,0,0,0,0,,0008,,3,02000,공동주택,11470-4,10202,234.0,114703114003,0.0,0,1,신대장,서울특별시 양천구 목동서로 234,0,0,0,0,0,0,서울특별시 양천구 목동 926-8번지,,,,,,,2,집합,1,총괄표제부,168,11470,,,24522.86,0,,0,18968.46
2976.6,72,2,23.7,10200,서정초등학교,,0927,0,20171118,0,,0,교육연구시설,0,0,,0,0,0,0,0,0,0,,0005,,2,10000,교육연구시설,11470-100191014,10201,19.0,114704142118,0.0,0,0,구대장,서울특별시 양천구 목동로8길 19,0,50,0,0,12556.4,0,서울특별시 양천구 목동 927-5번지,,,,,,,1,일반,1,총괄표제부,169,11470,,,10002.59,50,,78.09,9805.79
5732.24,1851.94,1,28.9,10200,진명여고,,0927,0,20191209,0,,0,교육연구시설,0,0,,0,0,0,0,0,0,0,,0006,,2,10000,교육연구시설,11470-662,10202,170.0,114703114002,0.0,0,1,신대장,서울특별시 양천구 목동로 170,872.5,75,0,0,19834.9,0,서울특별시 양천구 목동 927-6번지,,,,,,,1,일반,1,총괄표제부,170,11470,,,16781.99,75,,79.88,15843.94
3232.31,4386,1,28.18,10200,건영아파트,,0928,0,20111021,0,,0,"아파트, 부대시설",0,0,,299,0,0,102,0,0,0,,0000,,4,02000,공동주택,11470-678,10201,63.0,114704142165,0.0,0,0,구대장,서울특별시 양천구 목동중앙본로22길 63,0,106,0,0,11468.9,0,서울특별시 양천구 목동 928번지,,,,,,,2,집합,1,총괄표제부,171,11470,,,35081.05,0,,256.83,29455.57
13645.57,24067.64,6,21.07,10200,"목동청구아파트,목동한신아파트",,0929,0,20171205,0,,0,"아파트, 생활편익시설",0,0,,1512,0,0,648,0,0,0,,0000,,17,02000,공동주택,11470-679,10201,22.0,114704142122,0.0,0,0,구대장,서울특별시 양천구 목동서로2길 22,0,711,0,0,64759.8,0,서울특별시 양천구 목동 929번지,,,,,,,2,집합,1,총괄표제부,172,11470,,,186225.75,1359,,233.95,151506.1
1910.94,45.62,2,0,10200,,,0930,0,20111021,0,,0,아파트,0,0,,209,0,0,0,0,0,0,,0000,,2,02000,공동주택,11470-730,10202,202.0,114703114001,0.0,0,1,신대장,서울특별시 양천구 목동동로 202,0,0,0,0,0,0,서울특별시 양천구 목동 930번지,,,,,,,2,집합,1,총괄표제부,173,11470,,,25219.58,0,,0,20148.19
2212.16,5984.86,5,0,10200,목동현대아파트,,0931,0,20210614,0,,0,아파트,0,0,,540,0,0,168,0,0,0,,0000,,3,02000,공동주택,11470-731,10202,59.0,114704142097,0.0,0,1,신대장,서울특별시 양천구 목동동로12길 59,0,25,0,0,0,0,서울특별시 양천구 목동 931번지,,,,,,,2,집합,1,총괄표제부,174,11470,,,29668.34,193,,0,24127.92
1425.11,4657.7,1,26.45,10200,목동현대1차아파트,,0932,1,20191211,0,,0,"아파트, 상가",0,0,,242,0,0,402,0,0,0,,0000,,3,02000,공동주택,11470-680,10202,240.0,114703114001,0.0,0,0,구대장,서울특별시 양천구 목동동로 240,0,192,0,0,5387.2,0,서울특별시 양천구 목동 932번지,19940927,,,,,,2,집합,1,총괄표제부,175,11470,,,26145.25,594,19971206,484.38,26094.69
3288.64,360.63,2,40.2,10200,목동삼익아파트,,0933,0,20180209,0,,0,아파트,0,0,,277,0,0,327,0,0,0,,0000,,3,02000,공동주택,11470-681,10202,45.0,114704142097,0.0,0,0,구대장,서울특별시 양천구 목동동로12길 45,0,22,0,0,8181.5,0,서울특별시 양천구 목동 933번지,,,,,,,2,집합,1,총괄표제부,176,11470,,,48913.14,349,,383.41,31368.83
1622.8,234.18,3,24.74,10200,목동금호1차아파트,,0934,0,20220504,0,,0,"아파트, 경비실, 노인정 및 관리사무소, 생활편의시설, 전기기계실, 주차장",0,0,,225,0,0,185,0,0,0,,0000,,2,02000,공동주택,11470-682,10202,258.0,114703114001,0.0,0,0,구대장,서울특별시 양천구 목동동로 258,0,54,0,0,6558.9,0,서울특별시 양천구 목동 934번지,,,,,,,2,집합,1,총괄표제부,177,11470,,,28280.45,0,,349.03,22892.68
1448.57,27.5,2,29.51,10200,진도아파트,,0935,0,20111021,0,,0,공동주택,0,0,,188,0,0,0,0,0,0,,0000,,4,02000,공동주택,11470-732,10202,264.0,114703114003,0.0,0,1,신대장,서울특별시 양천구 목동서로 264,0,0,0,0,4908.1,0,서울특별시 양천구 목동 935번지,,,,,,,2,집합,1,총괄표제부,178,11470,,,26218.95,212,,368.69,18096.03
1535.53,5253.18,3,25.98,10200,목동아이파크,,0940,0,20111021,0,,0,"아파트,근린생활시설",0,0,,171,0,4907.92,155,0,0,0,,0000,,5,02000,공동주택,11470-187,10202,230.0,114703114002,0.0,0,1,신대장,서울특별시 양천구 목동로 230,0,41,0,0,5910.6,0,서울특별시 양천구 목동 940번지,20000719,,,,,,2,집합,1,총괄표제부,179,11470,,20010315,22813.19,196,20030628,299.17,17683.13
3914.57,80.01,4,25.47,10200,목동 대원 칸타빌 2단지아파트,,0941,2,20171118,0,,0,아파트,0,0,,387,0,16269.69,459,0,0,0,,0000,,6,02000,공동주택,11470-194,10201,11.0,114703114005,0.0,0,1,신대장,서울특별시 양천구 목동중앙로 11,0,64,0,0,15367.6,0,서울특별시 양천구 목동 941번지,20001024,,,,,,2,집합,1,총괄표제부,180,11470,,20010417,63574.64,523,20030628,299.97,46099.14
1202.92,3361.2,2,30.17,10200,목동3차 월드메르디앙,,0947,0,20171118,0,,0,공동주택(아파트),0,0,,108,0,2945.59,87,0,0,0,,0000,,2,02000,공동주택,11470-201,10202,270.0,114703114001,0.0,0,1,신대장,서울특별시 양천구 목동동로 270,562,48,0,0,3987,0,서울특별시 양천구 목동 947번지,20010428,,,,,,2,집합,1,총괄표제부,181,11470,,20011114,14970.31,135,20031024,291.49,11621.71
