갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2001,,,2019,신정동,"28,000",푸른마을2,12,0,1,59.85,,,1281,11470,9
,1999,,,2019,신정동,"15,000",신트리1,12,0,1,59.73,,,1259,11470,10
,1987,,,2019,신정동,"84,000",목동신시가지9,12,0,2,126.02,,,312,11470,2
,2001,,,2019,신정동,"36,000",목동2삼성래미안,12,0,2,59.92,,,1295,11470,11
,1988,,,2019,신정동,"48,000",목동신시가지14,12,0,2,71.4,,,329,11470,13
,1987,,,2019,신정동,"20,000",목동신시가지13,12,60,2,70.73,,,327,11470,7
,1988,,,2019,신정동,"44,000",목동신시가지12,12,0,2,71.64,,,326,11470,5
,2013,,,2019,신정동,"17,500",성재세인트,12,0,2,35.76,,,976-3,11470,8
,2003,,,2019,신정동,"40,000",명지해드는터,12,90,2,84.97,,,1300,11470,15
,2001,,,2019,신정동,"28,000",푸른마을3,12,0,2,59.85,,,1283,11470,6
,1992,,,2019,신정동,"50,000",쌍용,12,0,2,84.65,,,334,11470,15
,1992,,,2019,신정동,"50,000",쌍용,12,0,2,84.65,,,334,11470,15
,2001,,,2019,신정동,"5,478",푸른마을1단지,12,0,3,49.16,,,1282,11470,10
,2000,,,2019,신정동,"26,000",신트리4,12,0,3,59.73,,,1277,11470,4
,1988,,,2019,신정동,"48,000",목동신시가지14,12,0,3,71.4,,,329,11470,4
,2016,,,2019,신정동,"40,000",신정숲속마을,12,0,3,84.99,,,1324,11470,8
,2019,,,2019,신정동,"77,000",목동파크자이(101동~108동),12,0,3,84.993,,,1325,11470,12
,2016,,,2019,신정동,"30,000",목동힐스테이트,12,150,3,84.98,,,1323,11470,8
,1987,,,2019,신정동,"20,000",목동신시가지10,12,40,3,53.82,,,311,11470,2
,1988,,,2019,신정동,"46,000",목동신시가지12,12,0,3,72.75,,,326,11470,3
,1988,,,2019,신정동,"32,000",목동신시가지12,12,0,3,53.46,,,326,11470,8
,2000,,,2019,신정동,"26,000",신트리4,12,0,3,59.73,,,1277,11470,4
,1992,,,2019,신정동,"40,000",쌍용,12,0,3,84.63,,,334,11470,1
,1988,,,2019,신정동,"46,000",목동신시가지12,12,0,3,72.75,,,326,11470,3
,1987,,,2019,신정동,"65,000",목동신시가지13,12,0,3,124.55,,,327,11470,4
,2000,,,2019,신정동,"26,000",신트리4,12,0,3,59.73,,,1277,11470,4
,2000,,,2019,신정동,"26,000",신트리4,12,0,3,59.73,,,1277,11470,4
,1987,,,2019,신정동,"73,000",목동신시가지14,12,0,3,108.28,,,329,11470,6
,2000,,,2019,신정동,"38,000",목동우성2,12,0,4,84.96,,,337,11470,1
,1997,,,2019,신정동,"55,000",목동현대3차,12,0,4,84.77,,,1279,11470,7
,1999,,,2019,신정동,"5,000",신트리1,12,60,4,49.95,,,1259,11470,5
,1999,,,2019,신정동,"11,000",신트리1,12,60,4,59.73,,,1259,11470,13
,2000,,,2019,신정동,"21,000",학마을1단지,12,0,4,49.99,,,1293,11470,2
,2002,,,2019,신정동,"25,000",동원데쟈뷰,12,0,4,58.89,,,938-7,11470,5
,2002,,,2019,신정동,"35,000",푸른마을4,12,0,4,84.99,,,1285,11470,8
,2004,,,2019,신정동,"72,000",롯데캐슬,12,0,4,84.73,,,1309,11470,9
,1987,,,2019,신정동,"35,000",목동신시가지10,12,0,4,53.82,,,311,11470,5
,1988,,,2019,신정동,"50,000",목동신시가지10,12,0,4,70.2,,,311,11470,12
,1987,,,2019,신정동,"72,000",목동신시가지10,12,0,4,127.21,,,311,11470,3
,1988,,,2019,신정동,"24,000",목동신시가지11,12,0,4,51.48,,,325,11470,14
,1988,,,2019,신정동,"20,000",목동신시가지12,12,45,4,71.64,,,326,11470,13
,1988,,,2019,신정동,"27,000",목동신시가지12,12,0,4,53.46,,,326,11470,15
,1987,,,2019,신정동,"80,000",목동신시가지13,12,0,4,151.76,,,327,11470,13
,1987,,,2019,신정동,"63,000",목동신시가지13,12,0,4,98.63,,,327,11470,2
,1987,,,2019,신정동,"64,000",목동신시가지14,12,20,4,108.28,,,329,11470,2
,1987,,,2019,신정동,"74,000",목동신시가지14,12,0,4,108.28,,,329,11470,8
,1987,,,2019,신정동,"36,000",목동신시가지8,12,0,4,54.94,,,314,11470,15
,1987,,,2019,신정동,"38,800",목동신시가지9,12,0,5,71.37,,,312,11470,9
,1987,,,2019,신정동,"50,000",목동신시가지9,12,0,5,71.37,,,312,11470,2
,2000,,,2019,신정동,"21,000",학마을1단지,12,0,5,49.99,,,1293,11470,10
,1995,,,2019,신정동,"40,000",현대,12,30,5,84.84,,,1252,11470,11
,2011,,,2019,신정동,"33,000",이펜하우스4단지,12,0,5,59.93,,,1317,11470,7
,1988,,,2019,신정동,"45,000",목동신시가지10,12,0,5,70.2,,,311,11470,6
,1987,,,2019,신정동,"49,000",목동신시가지8,12,0,5,71.77,,,314,11470,12
,1988,,,2019,신정동,"10,000",목동신시가지12,12,60,5,56.76,,,326,11470,2
,1988,,,2019,신정동,"29,000",목동신시가지12,12,0,5,53.46,,,326,11470,15
,1987,,,2019,신정동,"66,000",목동신시가지13,12,0,5,98.63,,,327,11470,7
,1987,,,2019,신정동,"10,000",목동신시가지14,12,65,5,55.02,,,329,11470,13
,1987,,,2019,신정동,"39,000",목동신시가지8,12,0,5,54.94,,,314,11470,5
,1987,,,2019,신정동,"39,000",목동신시가지8,12,0,5,54.94,,,314,11470,5
,1988,,,2019,신정동,"36,000",목동신시가지10,12,60,5,79.55,,,311,11470,13
,1987,,,2019,신정동,"25,000",목동신시가지9,12,70,6,71.37,,,312,11470,8
,1987,,,2019,신정동,"73,000",목동신시가지9,12,0,6,106.93,,,312,11470,15
,2000,,,2019,신정동,"40,000",목동우성2,12,0,6,84.96,,,337,11470,15
,2002,,,2019,신정동,"35,000",푸른마을4,12,0,6,84.81,,,1285,11470,11
,2004,,,2019,신정동,"39,500",대림e-편한세상,12,0,6,84.985,,,1303,11470,5
,1987,,,2019,신정동,"76,000",목동신시가지14,12,0,6,108.28,,,329,11470,8
,2011,,,2019,신정동,"3,000",이펜하우스2단지,12,100,6,84.51,,,1322,11470,5
,2011,,,2019,신정동,"40,000",이펜하우스3단지,12,0,6,84.51,,,1316,11470,8
,2011,,,2019,신정동,"40,000",이펜하우스3단지,12,0,6,84.51,,,1316,11470,8
,1987,,,2019,신정동,"48,000",목동신시가지14,12,0,6,71.4,,,329,11470,10
,2003,,,2019,신정동,"38,000",동국화이트빌B동,12,0,6,84.65,,,879-5,11470,5
,1987,,,2019,신정동,"72,000",목동신시가지9,12,0,7,106.93,,,312,11470,2
,1987,,,2019,신정동,"37,500",목동신시가지8,12,0,7,54.94,,,314,11470,10
,1996,,,2019,신정동,"62,000",목동삼성,12,0,7,114.93,,,1278,11470,20
,2000,,,2019,신정동,"2,000",신트리4,12,75,7,48.96,,,1277,11470,1
,2000,,,2019,신정동,"27,500",신트리4,12,0,7,59.73,,,1277,11470,3
,2002,,,2019,신정동,"103,000",아이파크,12,0,7,114.756,,,1296,11470,8
,2003,,,2019,신정동,"53,000",삼성쉐르빌,12,0,7,78.45,,,318-10,11470,3
,1992,,,2019,신정동,"48,500",대림,12,0,7,84.89,,,333,11470,3
,1987,,,2019,신정동,"20,000",목동신시가지10,12,40,7,53.82,,,311,11470,9
,1988,,,2019,신정동,"43,000",목동신시가지10,12,0,7,70.2,,,311,11470,6
,1987,,,2019,신정동,"68,000",목동신시가지10,12,0,7,106.06,,,311,11470,2
,1987,,,2019,신정동,"66,000",목동신시가지10,12,0,7,105.58,,,311,11470,4
,1988,,,2019,신정동,"29,000",목동신시가지10,12,0,7,53.82,,,311,11470,10
,1988,,,2019,신정동,"5,000",목동신시가지10,12,70,7,53.82,,,311,11470,12
,1987,,,2019,신정동,"68,000",목동신시가지10,12,0,7,105.58,,,311,11470,4
,1988,,,2019,신정동,"30,000",목동신시가지10,12,0,7,53.82,,,311,11470,4
,1988,,,2019,신정동,"40,000",목동신시가지10,12,0,7,53.82,,,311,11470,3
,1988,,,2019,신정동,"37,000",목동신시가지11,12,0,7,66.24,,,325,11470,3
,1988,,,2019,신정동,"26,000",목동신시가지11,12,0,7,51.48,,,325,11470,6
,1988,,,2019,신정동,"25,500",목동신시가지11,12,0,7,51.48,,,325,11470,15
,1988,,,2019,신정동,"26,000",목동신시가지11,12,0,7,51.48,,,325,11470,6
,1988,,,2019,신정동,"30,000",목동신시가지12,12,0,7,56.76,,,326,11470,1
,1988,,,2019,신정동,"33,000",목동신시가지12,12,0,7,53.46,,,326,11470,7
,1987,,,2019,신정동,"36,000",목동신시가지13,12,0,7,53.9,,,327,11470,6
,1987,,,2019,신정동,"30,000",목동신시가지13,12,60,7,70.73,,,327,11470,3
,1987,,,2019,신정동,"30,000",목동신시가지13,12,60,7,70.73,,,327,11470,3
