갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1988,,,2019,신정동,"38,000",목동신시가지10,7,0,1,70.2,,,311,11470,12
,1987,,,2019,신정동,"62,000",목동신시가지10,7,0,1,127.21,,,311,11470,12
,2000,,,2019,신정동,"45,000",신트리3,7,0,1,84.6,,,1276,11470,8
,2011,,,2019,신정동,"13,157",이펜하우스5단지,7,0,1,59.88,,,1318,11470,11
,2001,,,2019,신정동,"23,000",푸른마을2,7,0,1,59.99,,,1281,11470,9
,2011,,,2019,신정동,"24,114",이펜하우스2단지,7,0,1,114.98,,,1322,11470,3
,2003,,,2019,신정동,"25,000",보람쉬움,7,0,1,54.821,,,921-11,11470,2
,2003,,,2019,신정동,"25,000",보람쉬움,7,0,1,54.821,,,921-11,11470,2
,2016,,,2019,신정동,"20,000",목동힐스테이트,7,155,1,84.98,,,1323,11470,13
,1992,,,2019,신정동,"42,500",쌍용,7,0,1,84.63,,,334,11470,7
,1987,,,2019,신정동,"30,000",목동신시가지13,7,0,1,53.9,,,327,11470,11
,1992,,,2019,신정동,"40,000",청구,7,0,1,84.95,,,336,11470,7
,1987,,,2019,신정동,"25,000",목동신시가지13,7,0,1,53.9,,,327,11470,13
,1988,,,2019,신정동,"22,000",목동신시가지11,7,0,1,51.48,,,325,11470,2
,2004,,,2019,신정동,"60,000",경남아너스빌,7,0,2,84.99,,,1307,11470,11
,1987,,,2019,신정동,"43,000",목동신시가지9,7,0,2,71.37,,,312,11470,1
,2019,,,2019,신정동,"20,000",목동파크자이(101동~108동),7,130,2,84.926,,,1325,11470,4
,2019,,,2019,신정동,"65,000",목동파크자이(101동~108동),7,0,2,84.977,,,1325,11470,11
,2001,,,2019,신정동,"5,478",푸른마을1단지,7,0,2,49.16,,,1282,11470,1
,1988,,,2019,신정동,"50,000",목동신시가지14,7,0,2,83.89,,,329,11470,12
,2017,,,2019,신정동,500,경동미르웰,7,60,3,14.02,,,972-2,11470,15
,2004,,,2019,신정동,"25,000",대성유니드1차,7,0,3,59.87,,,1198-23,11470,9
,1992,,,2019,신정동,"42,000",쌍용,7,0,3,84.63,,,334,11470,3
,2011,,,2019,신정동,"24,114",이펜하우스2단지,7,0,3,114.98,,,1322,11470,3
,1987,,,2019,신정동,"3,000",목동신시가지13,7,70,3,53.9,,,327,11470,2
,2000,,,2019,신정동,"45,000",목동우성2,7,0,3,113.91,,,337,11470,2
,1987,,,2019,신정동,"65,000",목동신시가지14,7,0,3,108.28,,,329,11470,15
,2019,,,2019,신정동,"72,000",목동파크자이(101동~108동),7,0,3,84.993,,,1325,11470,12
,1987,,,2019,신정동,"58,000",목동신시가지9,7,0,4,106.93,,,312,11470,14
,2001,,,2019,신정동,"23,000",제이월드,7,0,4,48.9912,,,1020-3,11470,8
,1992,,,2019,신정동,"41,000",대림,7,0,4,84.89,,,333,11470,14
,2000,,,2019,신정동,"25,000",신정6현대,7,0,4,59.4,,,743-2,11470,14
,1987,,,2019,신정동,"65,000",목동신시가지8,7,0,4,105.35,,,314,11470,6
,1988,,,2019,신정동,"42,000",목동신시가지14,7,0,4,71.37,,,329,11470,9
,1987,,,2019,신정동,"58,000",목동신시가지9,7,0,4,106.93,,,312,11470,14
,1988,,,2019,신정동,"23,000",목동신시가지11,7,0,5,51.48,,,325,11470,3
,1999,,,2019,신정동,"27,000",신트리1,7,0,5,59.73,,,1259,11470,3
,1988,,,2019,신정동,"39,500",목동신시가지14,7,0,5,71.37,,,329,11470,14
,2011,,,2019,신정동,"38,000",이펜하우스2단지,7,0,5,84.51,,,1322,11470,3
,2003,,,2019,신정동,"78,000",굿모닝탑,7,0,5,146.12,,,324-10,11470,3
,2002,,,2019,신정동,"35,000",길훈로즈빌,7,50,5,84.95,,,1297,11470,15
,1999,,,2019,신정동,"15,700",신트리1,7,35,5,59.73,,,1259,11470,7
,1987,,,2019,신정동,"52,000",목동신시가지13,7,0,5,98.63,,,327,11470,1
,1988,,,2019,신정동,"10,000",목동신시가지10,7,110,5,70.2,,,311,11470,8
,1987,,,2019,신정동,"41,000",목동신시가지9,7,0,5,71.37,,,312,11470,13
,1988,,,2019,신정동,"29,000",목동신시가지14,7,0,5,55.02,,,329,11470,11
,1987,,,2019,신정동,"64,000",목동신시가지14,7,0,5,108.28,,,329,11470,4
,1988,,,2019,신정동,"10,000",목동신시가지11,7,48,5,51.48,,,325,11470,9
,1988,,,2019,신정동,"33,000",목동신시가지12,7,0,5,71.64,,,326,11470,8
,1988,,,2019,신정동,"25,000",목동신시가지11,7,0,6,51.48,,,325,11470,12
,1987,,,2019,신정동,"70,000",목동신시가지14,7,0,6,129.33,,,329,11470,6
,1988,,,2019,신정동,"37,000",목동신시가지12,7,0,6,71.64,,,326,11470,6
,1987,,,2019,신정동,"42,000",목동신시가지9,7,0,6,71.37,,,312,11470,12
,1987,,,2019,신정동,"50,000",목동신시가지13,7,0,6,98.63,,,327,11470,3
,1987,,,2019,신정동,"50,000",목동신시가지13,7,0,6,70.73,,,327,11470,8
,1988,,,2019,신정동,"29,000",목동신시가지12,7,0,6,53.46,,,326,11470,6
,1987,,,2019,신정동,"31,500",목동신시가지8,7,0,6,54.94,,,314,11470,8
,1988,,,2019,신정동,"25,000",목동신시가지10,7,0,6,53.82,,,311,11470,1
,1988,,,2019,신정동,"39,000",목동신시가지10,7,0,6,70.2,,,311,11470,4
,1988,,,2019,신정동,"35,000",목동신시가지11,7,0,6,66.24,,,325,11470,5
,1992,,,2019,신정동,"40,400",쌍용,7,0,6,84.65,,,334,11470,1
