갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1988,갱신,22.02~24.02,2022,신정동,"75,000",목동신시가지14,2,0,1,83.31,"55,000",0,329,11470,8
사용,1996,갱신,22.02~24.02,2022,신정동,"24,000",장미,2,0,2,74.03,"23,000",0,917-10,11470,1
,1987,신규,22.03~24.03,2022,신정동,"90,000",목동신시가지10,2,0,3,106.06,0,0,311,11470,3
,1999,갱신,,2022,신정동,"56,000",신정현대5,2,0,3,114.24,"50,000",0,1273,11470,17
,2020,신규,,2022,신정동,"9,942",파크샤인,2,13,3,26.5,0,0,163-36,11470,5
,2021,,,2022,신정동,"7,611",래미안목동아델리체(1326-1),2,9,3,49.22,,,1326,11470,10
,2004,신규,22.03~24.03,2022,신정동,"54,000",정은스카이빌3차,2,0,3,84.88,0,0,1192-1,11470,5
,2005,신규,22.02~24.02,2022,신정동,"20,000",신정동경남아너스빌2차,2,180,3,111.96,0,0,294-70,11470,3
,2007,신규,22.02~26.02,2022,신정동,"20,000",이연에버리치,2,53,3,82.18,0,0,888-8,11470,5
,2010,갱신,22.03~22.04,2022,신정동,"56,000",중앙하이츠,2,0,3,104.62,"56,000",0,1314,11470,8
,2000,신규,22.02~24.02,2022,신정동,"3,000",신트리4,2,100,3,48.96,0,0,1277,11470,8
,1990,갱신,,2022,신정동,"60,000",유원목동,2,0,3,84.96,"57,000",0,87-39,11470,10
,2000,신규,22.03~24.03,2022,신정동,"43,000",학마을1단지,2,0,3,59.98,0,0,1293,11470,10
사용,2000,갱신,22.03~24.03,2022,신정동,"39,900",목동우성2,2,0,3,84.96,"38,000",0,337,11470,3
,2000,신규,22.04~24.04,2022,신정동,"49,000",목동우성2,2,0,3,84.96,0,0,337,11470,17
사용,1997,갱신,22.02~24.02,2022,신정동,"63,000",목동현대3차,2,0,3,84.77,"60,000",0,1279,11470,16
,2000,신규,22.03~24.03,2022,신정동,"38,000",신정6현대,2,0,3,59.4,0,0,743-2,11470,18
,2020,신규,,2022,신정동,"7,412",파크샤인,2,25,3,26.5,0,0,163-36,11470,5
사용,1987,갱신,,2022,신정동,"35,700",목동신시가지8,2,0,4,54.94,"34,000",0,314,11470,6
사용,1999,갱신,22.05~24.05,2022,신정동,"26,200",신트리1,2,0,4,49.95,"25,000",0,1259,11470,3
,1987,갱신,22.02~24.02,2022,신정동,"68,000",목동신시가지13,2,0,4,98.63,"63,000",0,327,11470,15
사용,1987,갱신,22.02~24.02,2022,신정동,"20,000",목동신시가지13,2,66,4,70.73,"20,000",60,327,11470,7
,1987,갱신,22.02~24.02,2022,신정동,"24,178",목동신시가지14,2,30,4,55.02,"22,500",30,329,11470,8
,1988,갱신,22.02~24.02,2022,신정동,"24,000",목동신시가지11,2,3,4,51.48,"24,000",0,325,11470,14
,1988,,22.02~24.02,2022,신정동,"46,200",목동신시가지12,2,0,4,71.64,,,326,11470,5
,2004,신규,22.02~24.02,2022,신정동,"25,000",자성,2,0,4,56.1,0,0,1210-1,11470,5
사용,1992,갱신,22.02~24.02,2022,신정동,"46,200",쌍용,2,0,4,84.63,"44,000",0,334,11470,5
,1992,,,2022,신정동,"51,500",쌍용,2,0,4,84.65,,,334,11470,14
,1992,갱신,22.02~24.02,2022,신정동,"51,500",쌍용,2,0,4,84.65,"41,500",0,334,11470,14
사용,1987,갱신,22.02~24.02,2022,신정동,"32,550",목동신시가지9,2,0,4,53.82,"31,000",0,312,11470,8
사용,1987,갱신,22.03~24.03,2022,신정동,"98,700",목동신시가지9,2,0,4,156.84,"94,000",0,312,11470,14
사용,2000,갱신,22.02~24.02,2022,신정동,"39,900",목동우성2,2,0,4,84.96,"38,000",0,337,11470,8
사용,1988,갱신,22.02~24.02,2022,신정동,"42,000",목동신시가지12,2,0,4,71.64,"40,000",0,326,11470,8
사용,1987,갱신,22.06~24.06,2022,신정동,"34,650",목동신시가지8,2,0,5,54.94,"33,000",0,314,11470,17
,1997,,,2022,신정동,"60,900",목동현대3차,2,0,5,84.77,,,1279,11470,6
사용,1988,갱신,,2022,신정동,"43,000",목동신시가지12,2,0,5,71.64,"41,000",0,326,11470,2
사용,1988,갱신,22.03~26.03,2022,신정동,"31,500",목동신시가지12,2,0,5,53.46,"30,000",0,326,11470,6
사용,1988,갱신,22.02~24.02,2022,신정동,"45,670",목동신시가지12,2,0,5,71.64,"43,500",0,326,11470,2
