갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1987,,,2022,신정동,"33,100",목동신시가지10,9,120,1,105.58,,,311,11470,13
,2016,,,2022,신정동,"53,200",목동힐스테이트,9,0,1,59.95,,,1323,11470,4
,1995,,,2022,신정동,"2,325",양천,9,2,1,33.62,,,276,11470,15
,2004,,,2022,신정동,"60,000",대림e-편한세상,9,0,1,84.985,,,1303,11470,22
,2002,,,2022,신정동,"110,250",아이파크,9,0,1,114.756,,,1296,11470,4
,2000,,,2022,신정동,"22,000",학마을1단지,9,0,1,49.98,,,1293,11470,6
,1988,,,2022,신정동,"10,000",목동신시가지12,9,107,1,71.64,,,326,11470,8
,1988,,,2022,신정동,"38,750",목동신시가지11,9,0,1,66.24,,,325,11470,12
,1988,,,2022,신정동,"37,800",목동신시가지11,9,0,1,66.24,,,325,11470,7
,1988,,,2022,신정동,"38,000",목동신시가지11,9,0,1,51.48,,,325,11470,6
,1988,,,2022,신정동,"49,000",목동신시가지11,9,0,2,66.24,,,325,11470,8
,1988,,,2022,신정동,"61,000",목동신시가지14,9,0,2,71.4,,,329,11470,5
,1987,,,2022,신정동,"30,000",목동신시가지9,9,100,2,71.37,,,312,11470,10
,2000,,,2022,신정동,"5,086",학마을2,9,5,2,49.99,,,1294,11470,4
,2000,,,2022,신정동,"40,000",신트리3,9,0,2,84.97,,,1276,11470,13
,1987,,,2022,신정동,"20,000",목동신시가지8,9,87,3,71.77,,,314,11470,8
,1988,,,2022,신정동,"57,750",목동신시가지12,9,0,3,71.64,,,326,11470,10
,1988,,,2022,신정동,"44,100",목동신시가지12,9,0,3,71.64,,,326,11470,14
,2021,,,2022,신정동,"95,000",래미안목동아델리체(1326),9,0,3,84.95,,,1326,11470,15
,2004,,,2022,신정동,"28,350",대성유니드1차,9,0,3,59.87,,,1198-23,11470,10
,2001,,,2022,신정동,"60,000",목동2삼성래미안,9,50,3,84.65,,,1295,11470,10
,1988,,,2022,신정동,"36,750",목동신시가지11,9,0,3,66.24,,,325,11470,2
,1988,,,2022,신정동,"29,400",목동신시가지11,9,0,3,51.48,,,325,11470,8
,2000,,,2022,신정동,"44,100",목동우성2,9,0,3,84.96,,,337,11470,7
,1987,,,2022,신정동,"47,250",목동신시가지9,9,0,4,71.37,,,312,11470,7
,2001,,,2022,신정동,"26,000",푸른마을2,9,0,5,49.16,,,1281,11470,10
,1987,,,2022,신정동,"48,800",목동신시가지10,9,0,5,70.2,,,311,11470,2
,1988,,,2022,신정동,"35,000",목동신시가지11,9,0,5,51.48,,,325,11470,2
,1995,,,2022,신정동,"35,000",마이홈,9,0,5,84.87,,,1194-5,11470,2
,1995,,,2022,신정동,"49,500",현대,9,0,5,84.84,,,1252,11470,3
,1988,,,2022,신정동,"30,000",목동신시가지10,9,50,6,53.82,,,311,11470,9
,1990,,,2022,신정동,"70,000",유원목동,9,20,6,84.96,,,87-39,11470,11
,2001,,,2022,신정동,"35,000",푸른마을3,9,0,6,59.91,,,1283,11470,6
,1988,,,2022,신정동,"47,000",목동신시가지12,9,0,7,71.64,,,326,11470,8
,2000,,,2022,신정동,"55,000",목동우성2,9,0,7,113.91,,,337,11470,17
,1999,,,2022,신정동,"60,000",신정현대5,9,0,8,114.24,,,1273,11470,3
