갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2005,,,2021,신정동,"5,000",동일하이빌2단지,2,150,1,84.955,,,1311,11470,1
,1988,,,2021,신정동,"24,000",목동신시가지12,2,34,1,71.64,,,326,11470,4
,1988,,,2021,신정동,"52,000",목동신시가지14,2,0,1,84.87,,,329,11470,6
,1996,,,2021,신정동,"60,900",목동삼성,2,0,1,84.77,,,1278,11470,10
,1988,,,2021,신정동,"15,000",목동신시가지14,2,38,1,55.02,,,329,11470,6
,1987,,,2021,신정동,"55,650",목동신시가지14,2,0,1,83.89,,,329,11470,4
,1997,,,2021,신정동,"61,950",목동현대3차,2,0,1,84.77,,,1279,11470,17
,1987,,,2021,신정동,"33,600",목동신시가지14,2,0,1,55.02,,,329,11470,8
,2001,,,2021,신정동,"30,000",푸른마을2,2,0,2,49.16,,,1281,11470,9
,2001,,,2021,신정동,"3,000",푸른마을2,2,100,2,59.91,,,1281,11470,7
,2021,,,2021,신정동,"85,000",래미안목동아델리체(1326),2,0,2,84.9,,,1326,11470,16
,1987,,,2021,신정동,"37,000",목동신시가지13,2,0,2,53.9,,,327,11470,3
,1996,,,2021,신정동,"55,000",목동삼성,2,0,2,84.77,,,1278,11470,14
,1988,,,2021,신정동,"9,000",목동신시가지14,2,98,2,71.4,,,329,11470,9
,1987,,,2021,신정동,"34,650",목동신시가지8,2,0,2,54.94,,,314,11470,11
,1987,,,2021,신정동,"90,000",목동신시가지9,2,0,2,126.53,,,312,11470,14
,1997,,,2021,신정동,"105,000",목동현대3차,2,0,2,114.93,,,1279,11470,16
,1987,,,2021,신정동,"56,500",목동신시가지14,2,58,2,129.33,,,329,11470,4
,2000,,,2021,신정동,"39,800",신정6현대,2,0,3,114.8,,,743-2,11470,8
,1999,,,2021,신정동,"10,000",신트리1,2,42,3,49.8,,,1259,11470,7
,2000,,,2021,신정동,"36,500",신트리4,2,0,3,48.96,,,1277,11470,5
,2000,,,2021,신정동,"23,000",학마을1단지,2,0,3,49.99,,,1293,11470,10
,1988,,,2021,신정동,"45,500",목동신시가지12,2,0,3,64.65,,,326,11470,1
,2016,,,2021,신정동,"63,000",목동힐스테이트,2,0,3,59.95,,,1323,11470,8
,2019,,,2021,신정동,"1,000",선영에비앙,2,79,3,18.54,,,1029-14,11470,13
,2021,,,2021,신정동,"40,000",래미안목동아델리체(1326),2,0,3,84.95,,,1326,11470,15
,1987,,,2021,신정동,"44,000",목동신시가지10,2,0,3,70.2,,,311,11470,4
,2011,,,2021,신정동,"56,000",이펜하우스2단지,2,0,3,84.51,,,1322,11470,2
,2011,,,2021,신정동,"40,950",이펜하우스4단지,2,0,4,84.51,,,1317,11470,5
,2019,,,2021,신정동,"40,000",목동파크자이(101동~108동),2,0,4,84.993,,,1325,11470,8
