갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2002,갱신,22.10~23.12,2022,신정동,"62,500",블레스빌,7,0,1,77.65,"52,500",0,340,11470,12
사용,1987,갱신,22.07~24.07,2022,신정동,"33,000",목동신시가지9,7,0,1,53.82,"32,000",0,312,11470,13
,1999,신규,22.08~24.08,2022,신정동,"10,000",신트리1,7,100,1,49.95,0,0,1259,11470,12
,2002,,,2022,신정동,"50,000",푸른마을4,7,0,1,84.99,,,1285,11470,9
사용,2002,갱신,22.07~24.07,2022,신정동,"7,000",푸른마을4,7,100,1,84.99,"7,000",95,1285,11470,9
,2002,,22.07~24.07,2022,신정동,"50,000",푸른마을4,7,0,1,84.99,,,1285,11470,9
,2004,신규,22.07~24.07,2022,신정동,"30,000",신일해피트리,7,0,1,84.98,0,0,1219-1,11470,3
,2003,,,2022,신정동,"50,000",삼성쉐르빌,7,330,1,163.08,,,318-10,11470,19
,2016,갱신,22.07~24.07,2022,신정동,"50,000",목동힐스테이트,7,130,1,84.98,"10,000",130,1323,11470,9
,1988,신규,22.08~24.08,2022,신정동,"50,000",목동신시가지11,7,0,1,66.24,0,0,325,11470,1
,1988,,,2022,신정동,"20,000",목동신시가지12,7,33,1,53.46,,,326,11470,10
,1988,신규,22.08~24.08,2022,신정동,"38,000",목동신시가지12,7,0,1,56.76,0,0,326,11470,4
사용,1988,갱신,22.07~24.07,2022,신정동,"45,000",목동신시가지12,7,0,1,72.75,"43,000",0,326,11470,3
,1988,신규,22.09~24.09,2022,신정동,"30,000",목동신시가지12,7,100,1,71.64,0,0,326,11470,15
,1988,갱신,22.09~24.09,2022,신정동,"30,000",목동신시가지14,7,25,1,55.02,"30,000",0,329,11470,7
,1987,신규,22.07~24.07,2022,신정동,"10,000",목동신시가지14,7,180,1,74.19,0,0,329,11470,13
,1987,,,2022,신정동,"50,000",목동신시가지14,7,18,1,71.4,,,329,11470,13
,1999,,,2022,신정동,"24,150",신트리1,7,0,1,49.8,,,1259,11470,1
사용,1996,갱신,22.07~24.07,2022,신정동,"42,000",보성주상복합,7,0,2,84.93,"40,000",0,992-1,11470,7
,1987,갱신,22.08~24.02,2022,신정동,"99,300",목동신시가지9,7,0,2,156.84,"90,300",0,312,11470,3
,1999,갱신,22.08~24.08,2022,신정동,"55,000",신정현대5,7,0,2,89.36,"50,000",0,1273,11470,8
,2001,신규,22.09~24.09,2022,신정동,"32,000",푸른마을2,7,0,2,49.16,0,0,1281,11470,4
,2004,신규,22.08~24.08,2022,신정동,"42,000",신일해피트리,7,0,2,84.98,0,0,1219-1,11470,9
,2004,갱신,22.08~24.08,2022,신정동,"2,000",대성유니드2차,7,100,2,84.7,"2,000",90,1198-3,11470,11
사용,2006,갱신,22.07~24.07,2022,신정동,"35,000",세양청마루,7,53,2,84.98,"35,000",45,1306,11470,14
사용,1987,갱신,22.07~24.07,2022,신정동,"53,000",목동신시가지10,7,0,2,70.2,"50,500",0,311,11470,14
,1988,신규,22.10~24.10,2022,신정동,"46,000",목동신시가지10,7,0,2,53.82,0,0,311,11470,10
,1988,갱신,22.08~24.07,2022,신정동,"34,000",목동신시가지11,7,0,2,66.24,"32,000",0,325,11470,4
사용,1988,갱신,22.07~24.07,2022,신정동,"34,650",목동신시가지11,7,0,2,66.24,"33,000",0,325,11470,2
,1988,신규,22.08~24.08,2022,신정동,"41,000",목동신시가지11,7,0,2,51.48,0,0,325,11470,15
,1988,갱신,22.08~24.02,2022,신정동,"43,000",목동신시가지11,7,30,2,66.24,"33,000",0,325,11470,6
,1988,신규,22.07~24.07,2022,신정동,"23,000",목동신시가지11,7,0,2,51.48,0,0,325,11470,2
,1988,갱신,22.07~24.07,2022,신정동,"42,000",목동신시가지12,7,7,2,71.64,"42,000",0,326,11470,9
,1988,,,2022,신정동,"42,400",목동신시가지12,7,0,2,71.64,,,326,11470,8
,1987,갱신,22.07~24.07,2022,신정동,"33,000",목동신시가지13,7,32,2,70.73,"30,000",35,327,11470,14
사용,1987,갱신,22.08~24.08,2022,신정동,"75,600",목동신시가지14,7,0,2,108.28,"72,000",0,329,11470,6
,1987,갱신,22.08~24.08,2022,신정동,"75,000",목동신시가지14,7,0,2,108.28,"68,000",0,329,11470,13
사용,1987,갱신,22.08~24.08,2022,신정동,"29,400",목동신시가지8,7,0,2,54.94,"28,000",0,314,11470,9
,2000,갱신,22.07~24.07,2022,신정동,"25,200",신정6현대,7,0,2,59.4,"24,000",0,743-2,11470,8
,2000,갱신,22.07~24.07,2022,신정동,"40,000",신트리4,7,0,3,59.73,"32,000",0,1277,11470,7
사용,2002,갱신,22.09~24.09,2022,신정동,"33,600",팰리스필,7,0,3,80.11,"32,000",0,872-6,11470,7
,1988,갱신,22.07~24.07,2022,신정동,"49,300",목동신시가지14,7,0,3,83.31,"47,000",0,329,11470,6
,1988,,,2022,신정동,"49,300",목동신시가지14,7,0,3,83.31,,,329,11470,6
,2004,신규,22.08~24.08,2022,신정동,"40,000",롯데캐슬,7,200,3,84.73,0,0,1309,11470,9
,2000,갱신,22.08~24.08,2022,신정동,"38,850",목동우성2,7,0,4,84.96,"37,000",0,337,11470,2
,2001,신규,22.09~24.09,2022,신정동,"39,000",푸른마을3,7,0,4,59.85,0,0,1283,11470,1
,2000,갱신,22.07~24.07,2022,신정동,"35,000",학마을1단지,7,0,4,49.99,"21,000",0,1293,11470,4
,2001,,,2022,신정동,"3,894",푸른마을1단지,7,9,4,49.16,,,1282,11470,14
사용,1988,갱신,22.07~24.07,2022,신정동,"45,000",목동신시가지10,7,0,4,70.2,"43,000",0,311,11470,14
사용,1987,갱신,22.07~24.07,2022,신정동,"29,400",목동신시가지8,7,6,4,54.94,"28,000",6,314,11470,7
,1988,신규,22.09~24.09,2022,신정동,"12,000",목동신시가지14,7,95,4,55.02,0,0,329,11470,5
사용,1988,갱신,22.07~24.07,2022,신정동,"65,000",목동신시가지14,7,0,4,84.87,"62,000",0,329,11470,10
,1987,신규,22.09~24.09,2022,신정동,"63,000",목동신시가지14,7,0,4,74.19,0,0,329,11470,3
,1987,신규,22.09~24.09,2022,신정동,"105,000",목동신시가지8,7,0,4,105.35,0,0,314,11470,4
,1988,,,2022,신정동,"53,000",목동신시가지12,7,0,4,71.64,,,326,11470,2
,2000,갱신,,2022,신정동,"35,500",목동우성2,7,0,5,84.96,"35,500",0,337,11470,7
