갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1988,,,2020,신정동,"24,000",목동신시가지11,5,0,1,51.48,,,325,11470,7
,1988,,,2020,신정동,"4,000",목동신시가지12,5,125,1,71.64,,,326,11470,6
,1988,,,2020,신정동,"42,000",목동신시가지10,5,0,1,70.2,,,311,11470,6
,1987,,,2020,신정동,"71,000",목동신시가지10,5,0,1,105.58,,,311,11470,10
,1988,,,2020,신정동,"15,000",목동신시가지14,5,60,1,55.02,,,329,11470,12
,1987,,,2020,신정동,"29,500",목동신시가지14,5,0,1,55.02,,,329,11470,8
,2004,,,2020,신정동,"24,000",신정그랑프리,5,0,1,73.35,,,1147-5,11470,5
,2003,,,2020,신정동,"110,000",삼성쉐르빌,5,60,1,189.61,,,318-10,11470,10
,1987,,,2020,신정동,"43,000",목동신시가지14,5,0,1,71.4,,,329,11470,9
,1988,,,2020,신정동,"30,000",목동신시가지12,5,40,1,71.64,,,326,11470,15
,1987,,,2020,신정동,"34,000",목동신시가지13,5,0,2,53.9,,,327,11470,14
,2002,,,2020,신정동,"60,000",아이파크,5,120,2,114.756,,,1296,11470,11
,1988,,,2020,신정동,"10,000",목동신시가지14,5,75,2,55.02,,,329,11470,14
,2004,,,2020,신정동,"67,000",롯데캐슬,5,0,2,84.73,,,1309,11470,2
,2000,,,2020,신정동,"21,000",학마을1단지,5,0,2,49.98,,,1293,11470,4
,2000,,,2020,신정동,"38,000",신정6현대,5,0,2,84.6,,,743-2,11470,7
,2004,,,2020,신정동,"19,000",신정그랑프리,5,0,3,125.48,,,1147-5,11470,5
,1998,,,2020,신정동,"32,000",뉴타운,5,0,4,81.12,,,952-1,11470,2
,1996,,,2020,신정동,"29,000",보성주상복합,5,0,4,59.73,,,992-1,11470,9
,2001,,,2020,신정동,"25,000",푸른마을2,5,0,4,59.91,,,1281,11470,3
,1999,,,2020,신정동,"29,000",신트리1,5,0,4,59.73,,,1259,11470,7
,1987,,,2020,신정동,"16,000",수정,5,0,4,51.3,,,733-31,11470,1
,2000,,,2020,신정동,"36,000",목동우성2,5,0,4,84.96,,,337,11470,8
,1987,,,2020,신정동,"70,000",목동신시가지14,5,0,4,108.28,,,329,11470,11
,1987,,,2020,신정동,"67,500",목동신시가지10,5,0,4,105.58,,,311,11470,12
,2001,,,2020,신정동,"38,000",목동2삼성래미안,5,0,4,59.92,,,1295,11470,2
,2005,,,2020,신정동,"45,500",동일하이빌2단지,5,0,5,84.955,,,1311,11470,12
,1987,,,2020,신정동,"26,000",목동신시가지8,5,30,5,54.94,,,314,11470,4
,2017,,,2020,신정동,"1,000",경동미르웰,5,55,5,14.02,,,972-2,11470,15
,1988,,,2020,신정동,"39,000",목동신시가지10,5,0,6,70.2,,,311,11470,4
,1988,,,2020,신정동,"7,000",목동신시가지12,5,100,6,71.64,,,326,11470,9
,2011,,,2020,신정동,"33,000",이펜하우스4단지,5,0,6,84.86,,,1317,11470,7
,1987,,,2020,신정동,"15,000",수정,5,0,6,47.16,,,733-31,11470,2
,1999,,,2020,신정동,"25,000",신트리1,5,0,6,49.8,,,1259,11470,12
,1999,,,2020,신정동,"29,000",신트리1,5,0,6,59.42,,,1259,11470,15
,1999,,,2020,신정동,"28,300",신트리1,5,0,6,59.42,,,1259,11470,15
,1988,,,2020,신정동,"32,000",목동신시가지14,5,0,6,55.02,,,329,11470,3
,1987,,,2020,신정동,"45,000",목동신시가지10,5,0,6,70.2,,,311,11470,11
,2001,,,2020,신정동,"37,000",파인빌,5,0,7,73.138,,,339,11470,2
,1987,,,2020,신정동,"14,000",수정,5,0,7,48.87,,,733-31,11470,3
,2002,,,2020,신정동,"40,000",아이파크,5,110,7,84.88,,,1296,11470,10
,1999,,,2020,신정동,"25,000",신트리1,5,0,7,49.95,,,1259,11470,8
,1987,,,2020,신정동,"14,000",수정,5,0,7,48.87,,,733-31,11470,3
,2004,,,2020,신정동,"19,000",예지보금자리(101동),5,0,7,84.53,,,927-9,11470,4
,1988,,,2020,신정동,"49,000",목동신시가지14,5,0,7,71.37,,,329,11470,6
,1987,,,2020,신정동,"14,000",수정,5,0,7,48.87,,,733-31,11470,3
,1997,,,2020,신정동,"25,000",삼천리,5,0,7,84.75,,,997-6,11470,2
,2004,,,2020,신정동,"38,500",정은스카이빌3차,5,0,7,84.88,,,1192-1,11470,5
,1987,,,2020,신정동,"20,000",목동신시가지13,5,80,7,70.73,,,327,11470,4
,1988,,,2020,신정동,"32,000",목동신시가지14,5,0,7,55.02,,,329,11470,9
