갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2002,,,2019,신정동,"32,000",푸른마을4,6,0,1,84.81,,,1285,11470,1
,1987,,,2019,신정동,"25,000",목동신시가지10,6,95,1,105.58,,,311,11470,4
,2002,,,2019,신정동,"20,000",길훈로즈빌,6,100,1,84.95,,,1297,11470,11
,1988,,,2019,신정동,"38,000",목동신시가지12,6,0,1,71.64,,,326,11470,11
,2001,,,2019,신정동,"10,000",푸른마을2,6,30,1,49.16,,,1281,11470,10
,1988,,,2019,신정동,"10,000",목동신시가지12,6,70,1,64.65,,,326,11470,1
,1988,,,2019,신정동,"38,000",목동신시가지12,6,0,1,72.75,,,326,11470,3
,1987,,,2019,신정동,"45,000",목동신시가지13,6,0,1,70.73,,,327,11470,11
,1997,,,2019,신정동,"52,000",목동현대3차,6,0,1,84.77,,,1279,11470,10
,2000,,,2019,신정동,"46,000",목동우성2,6,0,1,113.91,,,337,11470,4
,2000,,,2019,신정동,"46,000",목동우성2,6,0,1,113.91,,,337,11470,4
,1988,,,2019,신정동,"33,000",목동신시가지11,6,0,1,66.24,,,325,11470,10
,1987,,,2019,신정동,"50,000",목동신시가지13,6,0,1,98.63,,,327,11470,1
,1988,,,2019,신정동,"38,000",목동신시가지14,6,0,1,71.37,,,329,11470,3
,1987,,,2019,신정동,"32,000",목동신시가지8,6,0,1,54.94,,,314,11470,20
,2004,,,2019,신정동,"30,000",대성유니드2차,6,0,1,84.67,,,1198-3,11470,5
,1987,,,2019,신정동,"38,000",목동신시가지9,6,0,1,71.37,,,312,11470,14
,1988,,,2019,신정동,"33,000",목동신시가지11,6,0,2,66.24,,,325,11470,10
,2003,,,2019,신정동,"57,000",대림아크로빌,6,0,3,113.1,,,324-7,11470,18
,2001,,,2019,신정동,"24,500",푸른마을3,6,0,3,59.99,,,1283,11470,4
,2001,,,2019,신정동,"35,000",파인빌,6,0,3,63.4288,,,339,11470,8
,2000,,,2019,신정동,"22,200",신정6현대,6,0,3,59.4,,,743-2,11470,7
,2000,,,2019,신정동,"23,000",신정6현대,6,0,3,59.4,,,743-2,11470,15
,1987,,,2019,신정동,"45,000",목동신시가지9,6,0,3,71.37,,,312,11470,13
,1987,,,2019,신정동,"50,000",목동신시가지9,6,0,3,106.39,,,312,11470,2
,1987,,,2019,신정동,"13,000",목동신시가지8,6,50,3,54.94,,,314,11470,1
,2016,,,2019,신정동,"35,000",신정숲속마을,6,0,3,84.99,,,1324,11470,7
,2011,,,2019,신정동,"4,362",이펜하우스1단지,6,32,3,59.93,,,1321,11470,12
,2005,,,2019,신정동,"5,000",동일하이빌1단지,6,120,3,84.955,,,1310,11470,13
,2001,,,2019,신정동,"35,000",목동2삼성래미안,6,0,3,59.54,,,1295,11470,7
,2004,,,2019,신정동,"70,000",경남아너스빌,6,0,3,96.17,,,1307,11470,14
,2011,,,2019,신정동,"37,000",이펜하우스2단지,6,0,4,84.51,,,1322,11470,6
,2019,,,2019,신정동,"65,000",목동파크자이(101동~108동),6,0,4,84.993,,,1325,11470,14
,1995,,,2019,신정동,"18,000",마이홈,6,0,4,58.92,,,1194-5,11470,8
,1987,,,2019,신정동,"63,000",목동신시가지10,6,0,4,156.87,,,311,11470,3
,1987,,,2019,신정동,"40,500",목동신시가지13,6,0,4,70.73,,,327,11470,5
,1988,,,2019,신정동,"53,000",목동신시가지14,6,0,4,83.31,,,329,11470,7
,1987,,,2019,신정동,"67,000",목동신시가지14,6,0,4,108.28,,,329,11470,1
,1987,,,2019,신정동,"50,000",목동신시가지14,6,0,4,83.89,,,329,11470,9
,1987,,,2019,신정동,"35,000",목동신시가지8,6,0,4,54.94,,,314,11470,12
,1987,,,2019,신정동,"80,000",목동신시가지9,6,0,4,126.53,,,312,11470,7
,1987,,,2019,신정동,"67,000",목동신시가지9,6,0,4,106.93,,,312,11470,9
,1987,,,2019,신정동,"53,000",목동신시가지9,6,0,4,84.99,,,312,11470,1
,2000,,,2019,신정동,"33,000",신정6현대,6,0,4,84.6,,,743-2,11470,21
,2000,,,2019,신정동,"35,000",신정6현대,6,0,4,84.6,,,743-2,11470,3
,2002,,,2019,신정동,"30,000",학마을3,6,0,4,84.79,,,1291,11470,1
,2003,,,2019,신정동,"60,000",명지해드는터,6,25,4,115.48,,,1300,11470,17
,2016,,,2019,신정동,"68,000",목동힐스테이트,6,0,5,84.98,,,1323,11470,7
,1988,,,2019,신정동,"27,000",목동신시가지12,6,0,5,53.46,,,326,11470,6
,2002,,,2019,신정동,"70,000",아이파크,6,0,5,84.88,,,1296,11470,4
,2011,,,2019,신정동,"8,339",이펜하우스3단지,6,14,5,59.94,,,1316,11470,14
,1987,,,2019,신정동,"26,000",목동신시가지13,6,0,5,53.9,,,327,11470,14
,1987,,,2019,신정동,"31,000",목동신시가지10,6,0,5,53.82,,,311,11470,14
,2019,,,2019,신정동,"30,000",목동파크자이(101동~108동),6,95,6,84.993,,,1325,11470,10
,2000,,,2019,신정동,"20,500",학마을1단지,6,0,6,49.99,,,1293,11470,12
,1988,,,2019,신정동,"40,000",목동신시가지14,6,0,6,71.37,,,329,11470,6
,1987,,,2019,신정동,"28,000",목동신시가지8,6,0,6,54.94,,,314,11470,5
,2000,,,2019,신정동,"43,000",목동우성2,6,0,6,113.91,,,337,11470,1
,1988,,,2019,신정동,"40,000",목동신시가지10,6,0,6,70.2,,,311,11470,14
,1988,,,2019,신정동,"5,000",목동신시가지11,6,100,7,66.24,,,325,11470,5
,2011,,,2019,신정동,"11,961",이펜하우스5단지,6,0,7,59.88,,,1318,11470,4
,2000,,,2019,신정동,"1,669",학마을2,6,24,7,49.99,,,1294,11470,10
,2002,,,2019,신정동,"36,000",푸른마을4,6,0,7,84.99,,,1285,11470,2
,2004,,,2019,신정동,"24,000",대성유니드2차,6,0,7,59.95,,,1198-3,11470,2
,2005,,,2019,신정동,"50,000",동일하이빌2단지,6,0,7,115.321,,,1311,11470,12
