갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2001,신규,22.01~24.01,2021,신정동,"5,000",푸른마을3,9,120,1,84.93,0,0,1283,11470,1
,1987,신규,21.11~23.11,2021,신정동,"68,000",목동신시가지13,9,0,1,70.73,,,327,11470,6
,2001,,21.09~23.11,2021,신정동,"3,883",푸른마을1단지,9,9,1,49,,,1282,11470,3
,2001,,21.09~23.11,2021,신정동,"1,516",푸른마을1단지,9,22,1,49,,,1282,11470,3
,1988,갱신,22.01~24.09,2021,신정동,"42,000",목동신시가지12,9,50,1,72.75,"42,000",0,326,11470,4
,1988,갱신,22.01~24.01,2021,신정동,"42,000",목동신시가지12,9,50,1,72.75,"42,000",0,326,11470,4
사용,1987,갱신,21.11~23.11,2021,신정동,"42,000",목동신시가지10,9,0,1,70.2,"40,000",0,311,11470,9
,1987,,21.12~23.12,2021,신정동,"37,400",목동신시가지13,9,30,1,70.73,,,327,11470,2
,2011,신규,,2021,신정동,"42,000",이펜하우스2단지,9,0,1,114.98,,,1322,11470,2
,1992,,21.09~23.09,2021,신정동,"50,000",대림,9,0,2,84.89,,,333,11470,12
,1988,신규,21.12~23.12,2021,신정동,"13,000",목동신시가지14,9,100,2,55.02,,,329,11470,10
,2000,신규,21.10~23.10,2021,신정동,"53,000",신정6현대,9,0,3,84.6,,,743-2,11470,13
,1995,,,2021,신정동,"1,950",양천,9,4,3,33.62,,,276,11470,4
,1995,,,2021,신정동,"1,950",양천,9,4,3,33.62,,,276,11470,15
,1987,,21.09~23.09,2021,신정동,"37,000",목동신시가지14,9,0,3,55.02,,,329,11470,2
사용,1987,갱신,21.10~23.10,2021,신정동,"29,400",목동신시가지14,9,0,3,55.02,"28,000",0,329,11470,12
,1987,갱신,21.09~23.09,2021,신정동,"37,000",목동신시가지14,9,0,3,55.02,"30,000",0,329,11470,2
,1988,신규,21.12~23.12,2021,신정동,"3,000",목동신시가지11,9,95,3,51.48,,,325,11470,5
,1987,신규,21.10~23.10,2021,신정동,"30,000",목동신시가지8,9,53,3,54.94,,,314,11470,19
,1987,신규,21.12~23.12,2021,신정동,"95,000",목동신시가지10,9,0,3,105.58,,,311,11470,8
,1988,신규,21.11~23.11,2021,신정동,"50,000",목동신시가지12,9,30,3,71.64,,,326,11470,10
