갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1987,,,2020,신정동,"5,000",목동신시가지9,7,0,1,100.33,,,312,11470,5
,2008,,,2020,신정동,"40,000",세양청마루2차주상복합,7,0,1,84.42,,,201-1,11470,15
,2016,,,2020,신정동,"73,000",목동힐스테이트,7,0,1,84.98,,,1323,11470,9
,1987,,,2020,신정동,"15,000",목동신시가지9,7,50,1,53.82,,,312,11470,14
,2016,,,2020,신정동,"15,000",목동힐스테이트,7,120,1,59.87,,,1323,11470,7
,1988,,,2020,신정동,"5,000",목동신시가지11,7,75,1,51.48,,,325,11470,11
,1987,,,2020,신정동,"33,000",목동신시가지13,7,0,1,53.9,,,327,11470,1
,2000,,,2020,신정동,"27,000",신트리4,7,0,1,59.73,,,1277,11470,6
,2000,,,2020,신정동,"24,000",신트리4,7,0,1,59.73,,,1277,11470,2
,1992,,,2020,신정동,"34,000",대림,7,40,1,84.89,,,333,11470,8
,1987,,,2020,신정동,"30,000",목동신시가지13,7,35,1,70.73,,,327,11470,14
,1987,,,2020,신정동,"88,000",목동신시가지10,7,0,1,156.24,,,311,11470,9
,2000,,,2020,신정동,"31,000",신트리4,7,0,1,59.73,,,1277,11470,3
,2000,,,2020,신정동,"10,000",학마을1단지,7,25,1,49.99,,,1293,11470,1
,2005,,,2020,신정동,"39,000",서일해오름102,7,0,1,84.63,,,1013-14,11470,2
,2005,,,2020,신정동,"39,000",서일해오름102,7,0,1,84.63,,,1013-14,11470,2
,1988,,,2020,신정동,"49,000",목동신시가지14,7,0,1,71.4,,,329,11470,20
,2000,,,2020,신정동,"36,000",목동우성2,7,0,1,84.96,,,337,11470,9
,1987,,,2020,신정동,"53,000",목동신시가지9,7,0,1,71.37,,,312,11470,5
,2000,,,2020,신정동,"14,000",학마을1단지,7,0,1,49.99,,,1293,11470,4
,1988,,,2020,신정동,"30,000",목동신시가지14,7,0,1,55.02,,,329,11470,6
,2000,,,2020,신정동,"1,155",신트리2단지,7,14,1,39.6,,,1258,11470,14
,1987,,,2020,신정동,"34,500",목동신시가지8,7,0,1,54.94,,,314,11470,3
,2016,,,2020,신정동,"95,000",목동힐스테이트,7,0,2,100.84,,,1323,11470,19
,2004,,,2020,신정동,"5,000",이지라이프,7,110,2,84.68,,,929-25,11470,2
,2000,,,2020,신정동,"25,000",신정6현대,7,0,2,59.4,,,743-2,11470,12
,1988,,,2020,신정동,"32,000",목동신시가지10,7,0,2,53.82,,,311,11470,6
,1987,,,2020,신정동,"15,000",목동신시가지14,7,55,2,55.02,,,329,11470,8
,2001,,,2020,신정동,"34,000",푸른마을3,7,0,2,84.93,,,1283,11470,6
,2000,,,2020,신정동,"4,000",신트리4,7,59,2,49.8,,,1277,11470,5
,2000,,,2020,신정동,"47,000",신트리3,7,0,2,84.25,,,1276,11470,12
,1999,,,2020,신정동,"27,000",신트리1,7,0,2,49.95,,,1259,11470,10
,1999,,,2020,신정동,"27,000",신트리1,7,0,2,49.95,,,1259,11470,10
,1987,,,2020,신정동,"13,500",수정,7,0,2,47.16,,,733-31,11470,3
,2002,,,2020,신정동,"37,000",동원데쟈뷰,7,0,2,102.39,,,938-7,11470,7
,1988,,,2020,신정동,"31,500",목동신시가지11,7,0,3,75.68,,,325,11470,5
,1988,,,2020,신정동,"28,000",목동신시가지12,7,0,3,53.46,,,326,11470,12
,1987,,,2020,신정동,"45,000",목동신시가지13,7,0,3,70.73,,,327,11470,11
,2000,,,2020,신정동,"24,000",신트리4,7,0,3,49.8,,,1277,11470,6
,2000,,,2020,신정동,"28,000",신트리4,7,0,3,59.44,,,1277,11470,9
,1988,,,2020,신정동,"41,000",목동신시가지12,7,0,3,71.64,,,326,11470,15
,1987,,,2020,신정동,"50,000",목동신시가지9,7,0,3,71.37,,,312,11470,12
,2003,,,2020,신정동,"80,000",삼성쉐르빌,7,100,3,197.65,,,318-10,11470,13
,1997,,,2020,신정동,"48,000",목동현대3차,7,0,3,71.16,,,1279,11470,4
,1999,,,2020,신정동,"10,000",신정현대5,7,140,3,114.24,,,1273,11470,13
,1988,,,2020,신정동,"43,000",목동신시가지12,7,0,3,71.64,,,326,11470,11
,2010,,,2020,신정동,"73,000",중앙하이츠,7,0,3,134.98,,,1314,11470,5
,1987,,,2020,신정동,"1,000",수정,7,50,3,48.87,,,733-31,11470,1
,2002,,,2020,신정동,"62,000",길훈로즈빌,7,0,4,84.95,,,1297,11470,3
,1987,,,2020,신정동,"43,000",목동신시가지13,7,0,4,70.73,,,327,11470,6
,1987,,,2020,신정동,"30,000",목동신시가지14,7,54,4,71.4,,,329,11470,16
,1987,,,2020,신정동,"72,000",목동신시가지14,7,0,4,108.28,,,329,11470,6
,1988,,,2020,신정동,"41,500",목동신시가지14,7,0,4,74.19,,,329,11470,2
,1987,,,2020,신정동,"34,000",목동신시가지8,7,0,4,54.94,,,314,11470,12
,1987,,,2020,신정동,"35,000",목동신시가지9,7,45,4,71.37,,,312,11470,8
,1987,,,2020,신정동,"80,000",목동신시가지13,7,0,4,151.76,,,327,11470,9
