갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2003,,,2019,신정동,"60,000",명지해드는터,9,0,1,84.98,,,1300,11470,6
,2001,,,2019,신정동,"25,000",푸른마을3,9,0,1,59.91,,,1283,11470,3
,2004,,,2019,신정동,"58,000",경남아너스빌,9,0,1,84.98,,,1307,11470,8
,1988,,,2019,신정동,"24,000",목동신시가지11,9,0,2,51.48,,,325,11470,2
,1988,,,2019,신정동,"28,000",목동신시가지11,9,0,2,51.48,,,325,11470,3
,1988,,,2019,신정동,"30,000",목동신시가지11,9,0,2,66.24,,,325,11470,12
,1992,,,2019,신정동,"45,000",대림,9,0,2,84.89,,,333,11470,6
,1992,,,2019,신정동,"45,000",대림,9,0,2,84.89,,,333,11470,6
,1987,,,2019,신정동,"42,000",목동신시가지9,9,0,2,71.37,,,312,11470,7
,2000,,,2019,신정동,"24,000",신트리4,9,0,2,49.8,,,1277,11470,10
,2000,,,2019,신정동,"22,000",신트리4,9,0,2,48.96,,,1277,11470,6
,1999,,,2019,신정동,"23,000",신트리1,9,0,2,49.95,,,1259,11470,4
,2011,,,2019,신정동,"15,042",이펜하우스3단지,9,0,2,59.93,,,1316,11470,14
,2011,,,2019,신정동,"3,769",이펜하우스3단지,9,30,2,49.52,,,1316,11470,6
,2011,,,2019,신정동,"12,534",이펜하우스5단지,9,0,2,59.88,,,1318,11470,10
,1997,,,2019,신정동,954,목동현대,9,11,2,32.76,,,1279-1,11470,16
,2004,,,2019,신정동,"34,000",경남아너스빌,9,0,2,84.95,,,1307,11470,14
,2011,,,2019,신정동,"4,145",이펜하우스3단지,9,33,2,49.52,,,1316,11470,7
,1988,,,2019,신정동,"10,000",목동신시가지14,9,100,2,71.4,,,329,11470,19
,1987,,,2019,신정동,"30,000",목동신시가지13,9,0,2,53.9,,,327,11470,2
,1988,,,2019,신정동,"17,000",목동신시가지14,9,40,3,55.02,,,329,11470,10
,2000,,,2019,신정동,"40,000",목동우성2,9,0,3,84.96,,,337,11470,14
