갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2010,,,2019,신정동,"59,000",중앙하이츠,8,0,1,134.98,,,1314,11470,2
,1987,,,2019,신정동,"7,000",목동신시가지8,8,70,1,54.94,,,314,11470,15
,2000,,,2019,신정동,"20,000",학마을1단지,8,0,1,49.99,,,1293,11470,12
,2001,,,2019,신정동,"32,000",목동2삼성래미안,8,0,3,59.54,,,1295,11470,1
,2016,,,2019,신정동,"73,000",목동힐스테이트,8,0,3,84.98,,,1323,11470,10
,2000,,,2019,신정동,"29,000",신트리4,8,0,3,59.73,,,1277,11470,5
,2004,,,2019,신정동,"37,500",대림e-편한세상,8,0,3,84.985,,,1303,11470,8
,2000,,,2019,신정동,"37,500",목동우성2,8,0,4,84.96,,,337,11470,17
,2016,,,2019,신정동,"4,370",목동힐스테이트,8,6,5,36.01,,,1323,11470,10
,2000,,,2019,신정동,"35,000",목동우성2,8,0,5,84.96,,,337,11470,11
,1987,,,2019,신정동,"35,000",목동신시가지9,8,0,5,53.82,,,312,11470,4
,1987,,,2019,신정동,"60,000",목동신시가지9,8,0,5,90.72,,,312,11470,1
,1988,,,2019,신정동,"25,000",목동신시가지14,8,70,5,84.87,,,329,11470,3
,1987,,,2019,신정동,"73,000",목동신시가지13,8,0,5,154.37,,,327,11470,1
,1987,,,2019,신정동,"33,500",목동신시가지10,8,0,5,53.82,,,311,11470,4
,1997,,,2019,신정동,"55,000",목동현대3차,8,0,5,84.77,,,1279,11470,11
,2016,,,2019,신정동,"58,000",목동힐스테이트,8,0,5,59.95,,,1323,11470,3
,1987,,,2019,신정동,"60,000",목동신시가지13,8,0,5,151.76,,,327,11470,2
,1987,,,2019,신정동,"42,000",목동신시가지13,8,0,6,70.73,,,327,11470,1
,1988,,,2019,신정동,"28,000",목동신시가지11,8,0,6,51.48,,,325,11470,3
,1988,,,2019,신정동,"34,500",목동신시가지11,8,0,6,66.24,,,325,11470,3
,2011,,,2019,신정동,"37,000",이펜하우스1단지,8,0,6,84.86,,,1321,11470,2
,2011,,,2019,신정동,"19,312",이펜하우스4단지,8,0,6,84.96,,,1317,11470,4
,1997,,,2019,신정동,"40,000",삼천리,8,0,6,114.75,,,997-6,11470,8
,1987,,,2019,신정동,"37,000",목동신시가지10,8,0,6,53.82,,,311,11470,6
,1997,,,2019,신정동,"40,000",삼천리,8,0,6,114.75,,,997-6,11470,8
,1988,,,2019,신정동,"28,000",목동신시가지14,8,0,6,55.02,,,329,11470,15
,1987,,,2019,신정동,"44,000",목동신시가지9,8,0,6,71.37,,,312,11470,14
,1988,,,2019,신정동,"5,000",목동신시가지10,8,70,6,70.2,,,311,11470,8
,2019,,,2019,신정동,"64,000",목동파크자이(101동~108동),8,0,7,84.977,,,1325,11470,1
,1987,,,2019,신정동,"30,000",목동신시가지10,8,0,7,53.82,,,311,11470,15
,1988,,,2019,신정동,"11,000",목동신시가지10,8,55,7,53.82,,,311,11470,8
