갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1987,갱신,22.04~24.04,2022,신정동,"31,500",목동신시가지13,4,0,1,53.9,"30,000",0,327,11470,12
,1987,신규,22.05~23.05,2022,신정동,"5,000",목동신시가지13,4,150,1,70.73,0,0,327,11470,2
,1988,신규,22.05~24.05,2022,신정동,"59,000",목동신시가지14,4,0,1,74.19,0,0,329,11470,2
,1987,신규,22.06~24.06,2022,신정동,"68,000",목동신시가지8,4,0,1,71.77,0,0,314,11470,14
,2000,신규,22.05~24.05,2022,신정동,"12,000",학마을1단지,4,95,1,59.98,0,0,1293,11470,14
,2000,신규,22.05~24.05,2022,신정동,"12,000",학마을1단지,4,95,1,59.98,0,0,1293,11470,14
,2019,신규,,2022,신정동,"7,176",이든채(101동~104동),4,28,1,44.28,0,0,1320-8,11470,1
사용,1988,갱신,22.04~24.04,2022,신정동,"55,000",목동신시가지14,4,0,2,83.89,"52,500",0,329,11470,7
,2000,신규,22.05~24.05,2022,신정동,"50,000",목동우성2,4,0,2,84.96,0,0,337,11470,3
,1987,갱신,22.08~24.08,2022,신정동,"6,500",목동신시가지14,4,85,2,55.02,"3,500",80,329,11470,9
사용,1987,갱신,22.05~24.05,2022,신정동,"47,250",목동신시가지14,4,0,2,74.19,"45,000",0,329,11470,14
,1988,신규,22.07~24.07,2022,신정동,"35,000",목동신시가지14,4,130,2,83.89,0,0,329,11470,5
,1987,갱신,22.04~24.04,2022,신정동,"40,000",목동신시가지10,4,190,2,127.21,"40,000",120,311,11470,9
,1987,갱신,22.05~24.05,2022,신정동,"46,200",목동신시가지10,4,0,2,70.2,"44,000",0,311,11470,4
사용,1988,갱신,22.04~24.04,2022,신정동,"26,000",목동신시가지11,4,35,2,66.24,"26,000",30,325,11470,5
사용,1988,갱신,22.04~24.04,2022,신정동,"42,000",목동신시가지12,4,0,2,71.64,"40,000",0,326,11470,12
,1988,,,2022,신정동,"28,350",목동신시가지12,4,0,2,53.46,,,326,11470,11
,1988,신규,22.04~24.04,2022,신정동,"28,350",목동신시가지12,4,0,2,53.46,0,0,326,11470,11
사용,1988,갱신,22.05~24.05,2022,신정동,"45,500",목동신시가지12,4,0,2,71.64,"43,500",0,326,11470,9
,1988,신규,22.05~24.05,2022,신정동,"5,000",목동신시가지12,4,128,2,56.76,0,0,326,11470,2
,1988,신규,22.04~24.04,2022,신정동,"28,350",목동신시가지12,4,0,2,53.46,0,0,326,11470,11
,2016,갱신,22.05~24.05,2022,신정동,"89,000",목동힐스테이트,4,0,2,113.62,"84,000",0,1323,11470,20
사용,2000,갱신,22.04~24.04,2022,신정동,"22,050",학마을1단지,4,0,2,49.99,"21,000",0,1293,11470,14
,2000,,22.05~24.05,2022,신정동,"32,000",학마을1단지,4,0,2,49.99,,,1293,11470,8
사용,2000,갱신,22.06~24.06,2022,신정동,"22,500",학마을1단지,4,0,2,49.99,"21,500",0,1293,11470,11
사용,2002,갱신,22.04~24.08,2022,신정동,"105,000",아이파크,4,0,2,114.756,"100,000",0,1296,11470,16
,2004,,,2022,신정동,"2,500",롯데캐슬,4,25,2,59.88,,,1309,11470,7
,1987,신규,22.05~24.05,2022,신정동,"1,000",수정,4,60,2,51.3,0,0,733-31,11470,2
,2000,신규,22.06~24.06,2022,신정동,"65,000",신정6현대,4,0,2,114.8,0,0,743-2,11470,8
,1992,신규,22.06~24.06,2022,신정동,"50,000",청구,4,63,2,84.99,0,0,336,11470,14
사용,1987,갱신,22.05~24.05,2022,신정동,"36,750",목동신시가지8,4,0,2,54.94,"35,000",0,314,11470,12
,1987,,,2022,신정동,"49,300",목동신시가지9,4,0,2,71.37,,,312,11470,11
사용,1987,갱신,22.04~24.04,2022,신정동,"77,250",목동신시가지9,4,0,2,106.93,"75,000",0,312,11470,14
사용,1987,갱신,22.04~24.04,2022,신정동,"37,000",목동신시가지9,4,0,2,53.82,"37,000",0,312,11470,8
사용,1987,갱신,22.05~24.05,2022,신정동,"49,300",목동신시가지9,4,0,2,71.37,"47,000",0,312,11470,11
,1987,신규,22.05~24.05,2022,신정동,"48,000",목동신시가지9,4,50,2,71.37,0,0,312,11470,13
,1987,신규,22.05~24.05,2022,신정동,"35,280",목동신시가지14,4,0,2,55.02,0,0,329,11470,5
