갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1988,,,2020,신정동,"20,000",목동신시가지12,2,60,1,71.64,,,326,11470,15
,1987,,,2020,신정동,"75,000",목동신시가지8,2,0,1,105.35,,,314,11470,5
,1987,,,2020,신정동,"46,000",목동신시가지13,2,0,1,70.73,,,327,11470,15
,1987,,,2020,신정동,"27,000",목동신시가지13,2,0,1,53.9,,,327,11470,12
,1987,,,2020,신정동,"50,000",목동신시가지13,2,0,1,70.73,,,327,11470,8
,1988,,,2020,신정동,"60,000",목동신시가지14,2,0,1,84.87,,,329,11470,8
,1988,,,2020,신정동,"46,000",목동신시가지10,2,0,1,70.2,,,311,11470,2
,1988,,,2020,신정동,"25,000",목동신시가지11,2,0,1,51.48,,,325,11470,11
,1988,,,2020,신정동,"22,000",목동신시가지11,2,0,1,51.48,,,325,11470,4
,1988,,,2020,신정동,"25,000",목동신시가지11,2,0,1,51.48,,,325,11470,15
,2016,,,2020,신정동,"82,000",목동힐스테이트,2,0,1,100.84,,,1323,11470,3
,2017,,,2020,신정동,"1,000",경동미르웰,2,55,1,14.02,,,972-2,11470,4
,2010,,,2020,신정동,"55,000",중앙하이츠,2,0,1,104.62,,,1314,11470,2
,2011,,,2020,신정동,"25,000",이펜하우스4단지,2,50,1,84.96,,,1317,11470,7
,1988,,,2020,신정동,"26,000",목동신시가지11,2,0,1,51.48,,,325,11470,14
,1987,,,2020,신정동,"41,000",목동신시가지14,2,0,1,71.4,,,329,11470,17
,2000,,,2020,신정동,"20,500",학마을1단지,2,0,1,49.99,,,1293,11470,15
,2000,,,2020,신정동,"22,000",학마을1단지,2,0,1,49.99,,,1293,11470,6
,2002,,,2020,신정동,"84,000",아이파크,2,0,1,114.756,,,1296,11470,1
,2004,,,2020,신정동,"110,000",목동삼성쉐르빌Ⅱ,2,0,1,178.94,,,318-12,11470,10
,1987,,,2020,신정동,"15,000",수정,2,0,1,51.3,,,733-31,11470,3
,1999,,,2020,신정동,"30,000",신트리1,2,0,1,59.73,,,1259,11470,5
,1999,,,2020,신정동,"23,000",신트리1,2,0,1,49.8,,,1259,11470,6
,2000,,,2020,신정동,"22,500",신트리4,2,0,1,48.96,,,1277,11470,15
,2000,,,2020,신정동,"22,500",신트리4,2,0,1,49.5,,,1277,11470,9
,1992,,,2020,신정동,"26,000",쌍용,2,75,1,84.65,,,334,11470,12
,1992,,,2020,신정동,"48,500",청구,2,0,1,84.99,,,336,11470,7
,1987,,,2020,신정동,"36,000",목동신시가지8,2,0,1,54.94,,,314,11470,9
,1988,,,2020,신정동,"45,000",목동신시가지12,2,0,1,71.64,,,326,11470,3
,1987,,,2020,신정동,"12,000",수정,2,0,2,48.87,,,733-31,11470,2
,2011,,,2020,신정동,"20,000",이펜하우스3단지,2,0,2,59.93,,,1316,11470,13
,1997,,,2020,신정동,"73,000",목동현대3차,2,0,3,114.93,,,1279,11470,16
,1987,,,2020,신정동,"90,000",목동신시가지13,2,0,3,122.3,,,327,11470,11
,1988,,,2020,신정동,"33,000",목동신시가지14,2,0,3,55.02,,,329,11470,4
,1988,,,2020,신정동,"27,000",목동신시가지11,2,0,3,51.48,,,325,11470,2
,2017,,,2020,신정동,500,경동미르웰,2,60,3,14.02,,,972-2,11470,11
,1999,,,2020,신정동,"29,000",신트리1,2,0,3,59.73,,,1259,11470,12
,2000,,,2020,신정동,"39,000",목동우성2,2,0,3,84.96,,,337,11470,11
,1987,,,2020,신정동,"40,000",목동신시가지14,2,90,3,108.28,,,329,11470,4
,1987,,,2020,신정동,"5,000",목동신시가지8,2,100,3,54.94,,,314,11470,5
,2003,,,2020,신정동,"99,000",삼성쉐르빌,2,0,3,216.29,,,318-10,11470,4
,2004,,,2020,신정동,"22,000",대성유니드2차,2,0,3,59.95,,,1198-3,11470,11
,1988,,,2020,신정동,"28,000",목동신시가지11,2,0,3,51.48,,,325,11470,6
,2000,,,2020,신정동,"42,000",목동우성2,2,0,4,84.96,,,337,11470,11
,1987,,,2020,신정동,"45,000",목동신시가지9,2,0,4,71.37,,,312,11470,6
,1987,,,2020,신정동,"55,000",목동신시가지14,2,50,4,108.28,,,329,11470,6
,1987,,,2020,신정동,"75,000",목동신시가지14,2,0,4,108.28,,,329,11470,15
,1987,,,2020,신정동,"71,000",목동신시가지10,2,0,4,105.58,,,311,11470,10
,1987,,,2020,신정동,"61,000",목동신시가지10,2,50,4,105.58,,,311,11470,10
,1988,,,2020,신정동,"6,000",목동신시가지11,2,65,4,51.48,,,325,11470,5
,2011,,,2020,신정동,"41,000",이펜하우스3단지,2,0,4,84.51,,,1316,11470,3
,2004,,,2020,신정동,"53,000",목동삼성쉐르빌Ⅱ,2,140,4,125.89,,,318-12,11470,4
,2000,,,2020,신정동,"24,000",신트리4,2,0,4,59.73,,,1277,11470,1
,1992,,,2020,신정동,"39,000",쌍용,2,0,4,84.63,,,334,11470,3
,1987,,,2020,신정동,"36,000",목동신시가지8,2,0,4,54.94,,,314,11470,4
,1987,,,2020,신정동,"33,000",목동신시가지8,2,0,4,54.94,,,314,11470,16
,1987,,,2020,신정동,"36,000",목동신시가지8,2,0,4,54.94,,,314,11470,4
,1987,,,2020,신정동,"94,000",목동신시가지9,2,0,4,156.84,,,312,11470,14
,1999,,,2020,신정동,"28,000",목동우성3,2,0,4,59.69,,,338,11470,4
,1988,,,2020,신정동,"39,370",목동신시가지12,2,0,5,71.64,,,326,11470,9
,1988,,,2020,신정동,"30,000",목동신시가지12,2,0,5,56.76,,,326,11470,5
,1987,,,2020,신정동,"44,000",목동신시가지13,2,0,5,70.73,,,327,11470,15
,1988,,,2020,신정동,"34,000",목동신시가지14,2,0,5,55.02,,,329,11470,12
,1988,,,2020,신정동,"54,000",목동신시가지14,2,0,5,83.89,,,329,11470,16
,1987,,,2020,신정동,"75,000",목동신시가지14,2,0,5,108.28,,,329,11470,6
,1987,,,2020,신정동,"90,000",목동신시가지9,2,0,5,126.53,,,312,11470,5
,1988,,,2020,신정동,"26,000",목동신시가지11,2,20,5,66.24,,,325,11470,3
,1988,,,2020,신정동,"30,000",목동신시가지11,2,0,5,66.24,,,325,11470,6
,2011,,,2020,신정동,"39,000",이펜하우스4단지,2,0,5,84.96,,,1317,11470,1
,1999,,,2020,신정동,"24,000",신트리1,2,0,5,49.95,,,1259,11470,3
,2000,,,2020,신정동,"25,000",신트리4,2,0,5,59.73,,,1277,11470,6
,1992,,,2020,신정동,"50,000",청구,2,0,5,84.99,,,336,11470,2
,1996,,,2020,신정동,"9,000",건영,2,60,5,59.67,,,890-13,11470,2
,1988,,,2020,신정동,"33,000",목동신시가지14,2,0,6,55.02,,,329,11470,14
,1988,,,2020,신정동,"26,000",목동신시가지14,2,0,6,55.02,,,329,11470,9
,1992,,,2020,신정동,"44,000",쌍용,2,0,6,84.63,,,334,11470,5
,1988,,,2020,신정동,"35,000",목동신시가지11,2,0,6,66.24,,,325,11470,9
,1992,,,2020,신정동,"44,000",쌍용,2,0,6,84.63,,,334,11470,5
,1988,,,2020,신정동,"58,000",목동신시가지14,2,0,6,83.89,,,329,11470,7
,1987,,,2020,신정동,"65,000",목동신시가지13,2,0,7,98.63,,,327,11470,2
,1988,,,2020,신정동,"32,000",목동신시가지14,2,0,7,55.02,,,329,11470,7
,1988,,,2020,신정동,"37,000",목동신시가지11,2,0,7,66.24,,,325,11470,9
,2017,,,2020,신정동,"3,000",경동미르웰,2,45,7,14.02,,,972-2,11470,8
