갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1988,신규,21.12~23.12,2021,신정동,"30,000",목동신시가지11,12,0,1,51.48,0,0,325,11470,11
사용,1988,갱신,22.02~24.02,2021,신정동,"30,450",목동신시가지11,12,0,1,59.29,"29,000",0,325,11470,4
,1987,,,2021,신정동,"72,400",목동신시가지10,12,0,1,105.58,,,311,11470,12
,1987,갱신,22.01~24.01,2021,신정동,"81,000",목동신시가지10,12,0,1,105.58,"69,000",0,311,11470,12
사용,1987,갱신,21.12~23.12,2021,신정동,"49,350",목동신시가지8,12,0,1,71.77,"47,000",0,314,11470,10
사용,2000,갱신,21.12~23.12,2021,신정동,"31,500",신트리4,12,0,1,59.73,"30,000",0,1277,11470,11
,2020,,,2021,신정동,"7,848",파크샤인,12,27,1,26.5,,,163-36,11470,4
,2000,,,2021,신정동,"2,081",목동2차우성,12,5,1,32.76,,,337-2,11470,4
,2000,,,2021,신정동,"5,139",학마을2,12,0,1,39.95,,,1294,11470,9
,1987,신규,22.02~24.02,2021,신정동,"60,000",목동신시가지14,12,30,1,71.4,0,0,329,11470,14
사용,1988,갱신,22.02~24.02,2021,신정동,"42,000",목동신시가지14,12,0,1,71.37,"40,000",0,329,11470,12
사용,1988,갱신,21.12~23.11,2021,신정동,"33,600",목동신시가지14,12,0,1,55.02,"32,000",0,329,11470,7
사용,1988,갱신,21.12~23.12,2021,신정동,"60,900",목동신시가지14,12,0,1,84.87,"58,000",0,329,11470,11
,1999,신규,22.01~24.01,2021,신정동,"39,000",신트리1,12,0,1,49.8,0,0,1259,11470,7
,1987,,,2021,신정동,"35,700",목동신시가지8,12,0,2,54.94,,,314,11470,5
,1987,갱신,22.01~24.01,2021,신정동,"35,700",목동신시가지8,12,0,2,54.94,"34,000",0,314,11470,5
,1987,신규,22.01~24.01,2021,신정동,"30,000",목동신시가지8,12,35,2,71.77,0,0,314,11470,5
사용,1999,갱신,22.02~24.02,2021,신정동,"60,300",신정현대5,12,0,2,114.24,"57,500",0,1273,11470,17
,1987,신규,22.02~24.02,2021,신정동,"110,000",목동신시가지8,12,0,2,105.35,0,0,314,11470,2
사용,1992,갱신,21.12~23.12,2021,신정동,"47,200",청구,12,0,2,84.99,"45,000",0,336,11470,7
사용,1992,갱신,21.12~23.12,2021,신정동,"48,300",청구,12,0,2,84.99,"46,000",0,336,11470,3
,2001,신규,22.02~24.02,2021,신정동,"41,000",양천시장주상복합,12,0,2,84.34,0,0,883,11470,4
,1999,신규,22.02~24.01,2021,신정동,"30,000",신트리1,12,25,2,49.8,0,0,1259,11470,6
,2000,,,2021,신정동,"3,640",학마을2,12,8,2,39.95,,,1294,11470,9
,2005,갱신,21.12~23.12,2021,신정동,"49,000",동일하이빌2단지,12,0,2,84.955,"43,000",0,1311,11470,1
사용,2016,갱신,21.12~23.12,2021,신정동,"80,850",목동힐스테이트,12,0,2,84.98,"77,000",0,1323,11470,16
,2020,,,2021,신정동,"7,848",파크샤인,12,27,2,26.5,,,163-36,11470,6
,2020,신규,,2021,신정동,"7,848",파크샤인,12,27,2,26.5,0,0,163-36,11470,5
,1988,신규,23.02~24.02,2021,신정동,"68,000",목동신시가지12,12,0,3,71.64,0,0,326,11470,2
,2001,,,2021,신정동,"3,894",푸른마을1단지,12,9,3,49.16,,,1282,11470,12
,1987,신규,22.02~24.02,2021,신정동,"85,000",목동신시가지13,12,0,3,98.63,0,0,327,11470,1
