갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2019,,,2021,신정동,"1,000",선영에비앙,1,79,1,20.9,,,1029-14,11470,11
,2000,,,2021,신정동,"40,000",학마을1단지,1,0,1,59.98,,,1293,11470,14
,2021,,,2021,신정동,"5,000",래미안목동아델리체(1326),1,190,1,59.82,,,1326,11470,8
,2011,,,2021,신정동,"55,000",이펜하우스4단지,1,0,2,84.86,,,1317,11470,5
,1988,,,2021,신정동,"23,000",목동신시가지11,1,35,2,51.48,,,325,11470,9
,2021,,,2021,신정동,"30,000",래미안목동아델리체(1326),1,150,2,84.95,,,1326,11470,22
,1987,,,2021,신정동,"72,000",목동신시가지14,1,0,2,108.28,,,329,11470,9
,2016,,,2021,신정동,"85,000",목동힐스테이트,1,0,2,84.93,,,1323,11470,4
,1988,,,2021,신정동,"38,500",목동신시가지14,1,50,3,83.89,,,329,11470,20
,1988,,,2021,신정동,"50,000",목동신시가지12,1,0,3,71.64,,,326,11470,9
,2002,,,2021,신정동,"47,000",학마을3,1,0,4,84.79,,,1291,11470,11
,2011,,,2021,신정동,"27,600",이펜하우스2단지,1,0,4,84.51,,,1322,11470,2
,1987,,,2021,신정동,"35,000",목동신시가지10,1,30,4,53.82,,,311,11470,8
,1987,,,2021,신정동,"80,000",목동신시가지10,1,0,4,106.06,,,311,11470,4
,2003,,,2021,신정동,"19,000",성은,1,0,4,67.33,,,872-8,11470,6
,2005,,,2021,신정동,"62,000",동일하이빌2단지,1,0,4,84.955,,,1311,11470,13
,1988,,,2021,신정동,"28,350",목동신시가지11,1,0,4,51.48,,,325,11470,12
,2000,,,2021,신정동,"21,000",신트리4,1,0,4,48.96,,,1277,11470,8
,2011,,,2021,신정동,"27,600",이펜하우스4단지,1,0,4,84.96,,,1317,11470,4
,2011,,,2021,신정동,"4,573",이펜하우스3단지,1,35,5,59.94,,,1316,11470,6
,1987,,,2021,신정동,"51,900",목동신시가지13,1,21,5,98.63,,,327,11470,15
,1992,,,2021,신정동,"52,000",쌍용,1,0,5,84.63,,,334,11470,4
,2021,,,2021,신정동,"80,000",래미안목동아델리체(1326),1,0,5,84.72,,,1326,11470,22
,2021,,,2021,신정동,"80,000",래미안목동아델리체(1326),1,0,5,84.72,,,1326,11470,22
,1987,,,2021,신정동,"80,000",목동신시가지13,1,0,5,98.63,,,327,11470,14
,1988,,,2021,신정동,"36,700",목동신시가지11,1,0,5,66.24,,,325,11470,3
,2002,,,2021,신정동,"88,000",아이파크,1,0,6,84.88,,,1296,11470,10
,2000,,,2021,신정동,"30,000",목동우성2,1,0,6,84.96,,,337,11470,9
,1987,,,2021,신정동,"40,000",목동신시가지9,1,120,6,106.93,,,312,11470,15
,1987,,,2021,신정동,"47,000",목동신시가지9,1,0,6,71.37,,,312,11470,6
,1987,,,2021,신정동,"51,900",목동신시가지13,1,21,6,98.63,,,327,11470,15
,1992,,,2021,신정동,"58,500",청구,1,0,6,84.99,,,336,11470,14
,2006,,,2021,신정동,"65,000",세양청마루,1,0,7,84.98,,,1306,11470,10
,2005,,,2021,신정동,"48,300",동일하이빌2단지,1,0,7,84.955,,,1311,11470,5
,2002,,,2021,신정동,"65,000",아이파크,1,0,7,59.82,,,1296,11470,6
,2000,,,2021,신정동,"41,000",신트리4,1,0,7,59.73,,,1277,11470,14
,1987,,,2021,신정동,"17,000",목동신시가지9,1,0,7,53.82,,,312,11470,14
,1987,,,2021,신정동,"31,000",목동신시가지8,1,3,7,54.94,,,314,11470,6
,1987,,,2021,신정동,"30,000",목동신시가지14,1,40,7,55.02,,,329,11470,11
,1988,,,2021,신정동,"45,000",목동신시가지12,1,0,7,56.76,,,326,11470,5
,1988,,,2021,신정동,"43,000",목동신시가지10,1,50,7,70.2,,,311,11470,4
,2021,,,2021,신정동,"70,000",래미안목동아델리체(1326),1,0,7,59.98,,,1326,11470,9
,2011,,,2021,신정동,"8,339",이펜하우스3단지,1,14,7,59.88,,,1316,11470,13
,2011,,,2021,신정동,"50,000",이펜하우스1단지,1,0,8,114.98,,,1321,11470,1
,1988,,,2021,신정동,"47,200",목동신시가지12,1,0,8,71.64,,,326,11470,11
,1988,,,2021,신정동,"27,300",목동신시가지12,1,0,8,56.76,,,326,11470,4
,1987,,,2021,신정동,"34,650",목동신시가지8,1,0,8,54.94,,,314,11470,5
,1987,,,2021,신정동,"46,000",목동신시가지8,1,70,8,105.35,,,314,11470,12
,1996,,,2021,신정동,"39,000",보성주상복합,1,0,8,59.73,,,992-1,11470,9
,1992,,,2021,신정동,"45,720",쌍용,1,0,8,84.63,,,334,11470,11
,2002,,,2021,신정동,"67,000",아이파크,1,0,8,59.82,,,1296,11470,19
,2002,,,2021,신정동,"55,000",아이파크,1,0,8,59.82,,,1296,11470,16
,2016,,,2021,신정동,"94,000",목동힐스테이트,1,0,9,113.62,,,1323,11470,16
,2005,,,2021,신정동,"52,000",동일하이빌2단지,1,0,9,115.321,,,1311,11470,9
,2016,,,2021,신정동,"78,700",목동힐스테이트,1,0,9,84.98,,,1323,11470,17
,2016,,,2021,신정동,"60,000",목동힐스테이트,1,90,9,84.98,,,1323,11470,17
,2021,,,2021,신정동,"30,000",래미안목동아델리체(1326),1,120,9,59.82,,,1326,11470,19
,1988,,,2021,신정동,"30,450",목동신시가지10,1,0,9,53.82,,,311,11470,11
,1987,,,2021,신정동,"31,500",목동신시가지10,1,0,9,53.82,,,311,11470,3
,1988,,,2021,신정동,"36,000",목동신시가지11,1,0,9,51.48,,,325,11470,12
,1988,,,2021,신정동,"30,000",목동신시가지11,1,24,9,66.24,,,325,11470,11
,1988,,,2021,신정동,"42,000",목동신시가지12,1,0,9,71.64,,,326,11470,5
,1988,,,2021,신정동,"29,300",목동신시가지12,1,0,9,56.76,,,326,11470,5
,1987,,,2021,신정동,"66,150",목동신시가지13,1,0,9,84.41,,,327,11470,1
,1987,,,2021,신정동,"33,000",목동신시가지13,1,0,9,70.73,,,327,11470,1
,1987,,,2021,신정동,"57,750",목동신시가지14,1,0,9,83.89,,,329,11470,6
,1987,,,2021,신정동,"71,000",목동신시가지14,1,0,9,129.33,,,329,11470,3
,1988,,,2021,신정동,"44,000",목동신시가지14,1,0,9,55.02,,,329,11470,15
,1988,,,2021,신정동,"50,000",목동신시가지14,1,0,9,74.19,,,329,11470,12
,1987,,,2021,신정동,"38,000",목동신시가지14,1,0,9,55.02,,,329,11470,12
,1987,,,2021,신정동,"38,500",목동신시가지8,1,0,9,54.94,,,314,11470,5
,1987,,,2021,신정동,"90,000",목동신시가지9,1,0,9,126.53,,,312,11470,10
,1987,,,2021,신정동,"73,500",목동신시가지9,1,0,9,106.39,,,312,11470,4
,1987,,,2021,신정동,"95,000",목동신시가지9,1,0,9,106.93,,,312,11470,13
,2000,,,2021,신정동,"35,000",신정6현대,1,0,9,84.6,,,743-2,11470,17
,1999,,,2021,신정동,"39,000",신트리1,1,0,9,49.8,,,1259,11470,5
,2000,,,2021,신정동,"33,600",신트리3,1,0,9,84.8,,,1276,11470,13
,1995,,,2021,신정동,"52,500",현대,1,0,9,84.84,,,1252,11470,12
,2001,,,2021,신정동,"78,000",목동2삼성래미안,1,0,9,84.65,,,1295,11470,9
,1996,,,2021,신정동,"70,000",목동삼성,1,80,9,114.93,,,1278,11470,17
,2016,,,2021,신정동,"20,000",목동힐스테이트,1,150,9,84.98,,,1323,11470,11
,1988,,,2021,신정동,"46,000",목동신시가지10,1,0,10,70.2,,,311,11470,9
