갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2004,,,2021,신정동,"40,000",정은스카이빌3차,4,0,1,84.88,,,1192-1,11470,10
,2001,,,2021,신정동,"35,000",푸른마을3,4,0,1,84.9,,,1283,11470,10
,2019,,,2021,신정동,"4,851",이든채(101동~104동),4,29,1,39.48,,,1320-8,11470,13
,1988,,,2021,신정동,"40,000",목동신시가지11,4,0,1,51.48,,,325,11470,14
,1987,,21.06~23.06,2021,신정동,"34,650",목동신시가지8,4,0,1,54.94,,,314,11470,17
,1987,,,2021,신정동,"5,000",목동신시가지10,4,110,2,53.82,,,311,11470,8
,1999,,,2021,신정동,"65,000",신정현대5,4,0,2,114.24,,,1273,11470,8
,2000,,,2021,신정동,"37,000",신정6현대,4,0,2,59.4,,,743-2,11470,6
,1987,,,2021,신정동,"33,500",목동신시가지9,4,0,2,53.82,,,312,11470,2
,1987,,,2021,신정동,"39,900",목동신시가지13,4,0,2,70.73,,,327,11470,10
,2019,,,2021,신정동,"56,700",목동파크자이(101동~108동),4,0,2,84.977,,,1325,11470,5
,2005,,,2021,신정동,"49,000",동일하이빌2단지,4,0,2,84.955,,,1311,11470,11
,1987,,21.07~23.07,2021,신정동,"50,000",목동신시가지10,4,0,2,70.2,,,311,11470,3
,2001,,,2021,신정동,"29,400",푸른마을3,4,0,2,59.85,,,1283,11470,2
,1988,,,2021,신정동,"38,850",목동신시가지12,4,0,2,71.64,,,326,11470,10
,2019,,,2021,신정동,"25,000",목동파크자이(101동~108동),4,0,2,84.977,,,1325,11470,3
,1988,,,2021,신정동,"27,300",목동신시가지11,4,0,2,51.48,,,325,11470,5
,2019,,,2021,신정동,"89,000",목동파크자이(101동~108동),4,0,2,84.987,,,1325,11470,12
,2004,,,2021,신정동,"60,000",경남아너스빌,4,0,3,84.73,,,1307,11470,5
,2004,,,2021,신정동,"27,000",주건드림빌,4,60,3,79.19,,,1302,11470,13
,2002,,,2021,신정동,"30,000",아이파크,4,170,3,84.88,,,1296,11470,10
,2001,,,2021,신정동,"31,500",푸른마을3,4,0,3,84.9,,,1283,11470,5
,2001,,,2021,신정동,"23,000",푸른마을2,4,0,3,49.16,,,1281,11470,4
,2000,,,2021,신정동,"5,000",신트리4,4,70,3,48.96,,,1277,11470,3
,2000,,,2021,신정동,"30,000",신트리4,4,0,3,59.73,,,1277,11470,13
,1987,,,2021,신정동,"16,000",수정,4,0,3,48.87,,,733-31,11470,3
,1987,,,2021,신정동,"71,400",목동신시가지8,4,0,3,105.35,,,314,11470,11
,1988,,,2021,신정동,"85,000",목동신시가지14,4,0,3,83.89,,,329,11470,12
,1988,,,2021,신정동,"25,000",목동신시가지11,4,0,3,51.48,,,325,11470,14
,1988,,21.07~23.07,2021,신정동,"35,000",목동신시가지11,4,0,3,51.48,,,325,11470,3
,1988,,,2021,신정동,"25,200",목동신시가지11,4,0,3,51.48,,,325,11470,15
,1988,,,2021,신정동,"31,000",목동신시가지11,4,0,3,51.48,,,325,11470,11
,2021,,,2021,신정동,"80,000",래미안목동아델리체(1326),4,0,3,84.58,,,1326,11470,6
