갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2020,,21.06~23.05,2021,신정동,"7,660",파크샤인,6,9,1,26.5,,,163-36,11470,7
,1987,,21.06~23.06,2021,신정동,"65,100",목동신시가지10,6,0,1,105.58,,,311,11470,11
,1987,,21.06~23.06,2021,신정동,"50,000",목동신시가지9,6,0,1,53.82,,,312,11470,4
사용,1987,갱신,21.08~23.08,2021,신정동,"34,650",목동신시가지8,6,0,1,54.94,"33,000",0,314,11470,7
사용,1987,갱신,21.06~23.06,2021,신정동,"65,100",목동신시가지10,6,0,1,105.58,"62,000",0,311,11470,11
,2001,신규,21.08~23.08,2021,신정동,"9,000",푸른마을2,6,60,2,49.16,,,1281,11470,4
,2001,신규,21.08~23.08,2021,신정동,"15,000",푸른마을3,6,55,2,59.91,,,1283,11470,5
,2019,신규,21.08~23.02,2021,신정동,"90,000",목동파크자이(101동~108동),6,0,2,84.977,,,1325,11470,3
,1988,신규,21.08~23.08,2021,신정동,"53,000",목동신시가지11,6,0,2,66.24,,,325,11470,1
,1987,신규,21.06~21.08,2021,신정동,"79,000",목동신시가지14,6,0,2,55.02,,,329,11470,1
,2000,신규,21.09~23.08,2021,신정동,"40,000",신트리4,6,0,2,59.73,,,1277,11470,10
,1987,신규,21.08~22.08,2021,신정동,"20,000",목동신시가지9,6,130,2,71.37,,,312,11470,13
,2000,,21.06~24.02,2021,신정동,"43,000",목동우성2,6,0,2,84.96,,,337,11470,15
,2000,갱신,21.06~24.02,2021,신정동,"43,000",목동우성2,6,0,2,84.96,"35,000",0,337,11470,15
사용,2000,갱신,21.09~23.09,2021,신정동,"25,200",신정6현대,6,0,2,59.4,"24,000",0,743-2,11470,8
,2000,신규,21.09~23.08,2021,신정동,"40,000",신트리4,6,0,2,59.73,,,1277,11470,10
,1987,,21.08~22.08,2021,신정동,"20,000",목동신시가지9,6,130,2,71.37,,,312,11470,13
,2004,신규,21.09~24.09,2021,신정동,"85,000",이스타팰리스,6,0,3,114.42,,,1007-11,11470,12
,1987,신규,21.08~23.08,2021,신정동,"14,000",수정,6,0,3,48.87,0,0,733-31,11470,5
,1987,,21.08~23.08,2021,신정동,"14,000",수정,6,0,3,48.87,,,733-31,11470,5
,1988,신규,,2021,신정동,"63,500",목동신시가지12,6,0,3,71.64,,,326,11470,1
,2005,신규,21.09~23.09,2021,신정동,"58,000",동일하이빌1단지,6,0,4,84.955,,,1310,11470,6
,2005,신규,21.09~23.09,2021,신정동,"58,000",동일하이빌1단지,6,0,4,84.955,0,0,1310,11470,6
,2005,,21.09~23.09,2021,신정동,"58,000",동일하이빌1단지,6,0,4,84.955,,,1310,11470,6
,2021,신규,21.08~23.08,2021,신정동,"80,000",래미안목동아델리체(1326),6,0,4,84.9,,,1326,11470,12
,1992,,21.07~23.07,2021,신정동,"44,000",쌍용,6,0,4,84.63,,,334,11470,10
,1987,신규,21.07~23.07,2021,신정동,"98,000",목동신시가지13,6,0,4,122.3,,,327,11470,2
,2000,신규,21.09~23.09,2021,신정동,"27,300",신트리4,6,0,4,59.73,,,1277,11470,4
,2000,,21.09~23.09,2021,신정동,"27,300",신트리4,6,0,4,59.73,,,1277,11470,4
,2000,신규,21.09~23.09,2021,신정동,"27,300",신트리4,6,0,4,59.73,,,1277,11470,4
,1987,신규,21.07~23.07,2021,신정동,"98,000",목동신시가지13,6,0,4,122.3,,,327,11470,2
,2001,신규,21.08~23.08,2021,신정동,"30,000",푸른마을2,6,0,5,59.91,,,1281,11470,2
,1992,,21.08~23.08,2021,신정동,"48,300",청구,6,0,5,84.95,,,336,11470,14
,2004,신규,21.10~23.10,2021,신정동,"95,000",목동삼성쉐르빌Ⅱ,6,120,5,161.36,0,0,318-12,11470,5
,2004,신규,21.07~23.07,2021,신정동,"83,000",롯데캐슬,6,0,5,84.73,,,1309,11470,11
,2007,,21.07~23.07,2021,신정동,"23,000",지오프레저102동,6,60,5,81.1,,,958-12,11470,5
,2007,,21.07~23.07,2021,신정동,"23,000",지오프레저102동,6,60,5,81.1,,,958-12,11470,5
사용,2016,갱신,21.06~23.06,2021,신정동,"49,000",목동힐스테이트,6,68,5,84.88,"49,000",60,1323,11470,7
,2016,,21.06~23.06,2021,신정동,"49,000",목동힐스테이트,6,68,5,84.88,,,1323,11470,7
