갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1999,,,2019,신정동,"26,000",신트리1,4,0,1,59.73,,,1259,11470,1
,2000,,,2019,신정동,"41,500",신트리3,4,0,1,84.8,,,1276,11470,5
,1988,,,2019,신정동,"28,500",목동신시가지14,4,0,1,55.02,,,329,11470,7
,1988,,,2019,신정동,"33,000",목동신시가지11,4,0,1,66.24,,,325,11470,3
,1987,,,2019,신정동,"26,000",목동신시가지9,4,0,1,53.82,,,312,11470,13
,2004,,,2019,신정동,"2,000",롯데캐슬,4,30,1,59.88,,,1309,11470,7
,2019,,,2019,신정동,"60,000",목동파크자이(101동~108동),4,0,1,84.993,,,1325,11470,6
,2019,,,2019,신정동,"2,708",이든채(101동~104동),4,22,1,26.94,,,1320-8,11470,11
,1987,,,2019,신정동,"32,000",목동신시가지14,4,0,2,55.02,,,329,11470,8
,1987,,,2019,신정동,"10,000",목동신시가지8,4,75,2,54.94,,,314,11470,8
,1987,,,2019,신정동,"29,000",목동신시가지13,4,0,2,70.73,,,327,11470,3
,1987,,,2019,신정동,"41,000",목동신시가지9,4,0,2,71.37,,,312,11470,11
,2000,,,2019,신정동,"1,000",목동우성2,4,60,2,113.91,,,337,11470,12
,1987,,,2019,신정동,"67,000",목동신시가지9,4,0,2,126.02,,,312,11470,4
,2000,,,2019,신정동,"38,000",목동우성2,4,0,2,84.96,,,337,11470,9
,2016,,,2019,신정동,"40,000",목동힐스테이트,4,0,2,59.95,,,1323,11470,14
,2019,,,2019,신정동,"5,828",이든채(101동~104동),4,24,2,39.48,,,1320-8,11470,1
,2000,,,2019,신정동,"20,000",현대힐타운,4,0,3,69.15,,,963-1,11470,3
,2004,,,2019,신정동,"68,000",롯데캐슬,4,0,3,114.96,,,1309,11470,9
,1987,,,2019,신정동,"73,000",목동신시가지9,4,0,3,126.02,,,312,11470,4
,2001,,,2019,신정동,"19,000",푸른마을2,4,0,3,49.16,,,1281,11470,10
,2019,,,2019,신정동,"54,000",목동파크자이(101동~108동),4,0,3,84.977,,,1325,11470,1
,2019,,,2019,신정동,"50,000",1325,4,0,3,84.98,,,1325,11470,5
,2019,,,2019,신정동,"6,906",이든채(101동~104동),4,30,3,44.28,,,1320-8,11470,5
,2019,,,2019,신정동,"52,000",목동파크자이(101동~108동),4,0,4,84.993,,,1325,11470,10
,1988,,,2019,신정동,"25,500",목동신시가지12,4,15,4,53.46,,,326,11470,9
,2000,,,2019,신정동,"7,000",목동우성2,4,90,4,84.96,,,337,11470,10
