갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,1988,,21.07~23.07,2021,신정동,"30,000",목동신시가지12,5,50,1,60,,,326,11470,3
,1988,,21.05~23.05,2021,신정동,"26,000",목동신시가지11,5,0,1,51.48,,,325,11470,11
,2021,,,2021,신정동,"75,000",래미안목동아델리체(1326),5,0,1,84.9,,,1326,11470,10
,2021,,21.07~23.07,2021,신정동,"74,000",래미안목동아델리체(1326),5,0,1,84.72,,,1326,11470,4
,2021,,,2021,신정동,"65,000",래미안목동아델리체(1326),5,30,1,84.95,,,1326,11470,3
,2021,,21.06~23.06,2021,신정동,"74,000",래미안목동아델리체(1326),5,0,1,84.94,,,1326,11470,3
,2021,,21.07~23.07,2021,신정동,"10,000",래미안목동아델리체(1326),5,170,1,59.82,,,1326,11470,25
,2021,,21.07~23.07,2021,신정동,"75,000",래미안목동아델리체(1326),5,0,1,84.72,,,1326,11470,8
,1988,,21.06~23.06,2021,신정동,"30,000",목동신시가지12,5,0,1,53.46,,,326,11470,14
,1988,,21.06~23.06,2021,신정동,"10,000",목동신시가지11,5,110,1,66.24,,,325,11470,12
,2016,,,2021,신정동,"20,000",목동신세계아파트,5,54,1,67.2,,,119-175,11470,4
,2019,,,2021,신정동,"77,000",목동파크자이(101동~108동),5,0,1,84.993,,,1325,11470,8
,2019,,21.06~23.06,2021,신정동,"82,000",목동파크자이(101동~108동),5,0,1,84.926,,,1325,11470,8
,2000,,,2021,신정동,"25,000",학마을1단지,5,0,1,49.98,,,1293,11470,1
,1987,,,2021,신정동,"66,150",목동신시가지9,5,0,1,106.93,,,312,11470,9
,1987,,,2021,신정동,"47,250",목동신시가지9,5,0,1,71.37,,,312,11470,4
,1987,,,2021,신정동,"37,800",목동신시가지13,5,0,1,70.73,,,327,11470,12
,1987,,,2021,신정동,"63,000",목동신시가지13,5,0,1,70.73,,,327,11470,10
,1987,,,2021,신정동,"56,000",목동신시가지13,5,0,1,98.63,,,327,11470,11
,1987,,21.06~22.02,2021,신정동,"10,000",목동신시가지14,5,80,1,55.02,,,329,11470,14
,1987,,,2021,신정동,"28,000",목동신시가지14,5,7,1,55.02,,,329,11470,14
,1988,,,2021,신정동,"40,000",목동신시가지14,5,0,1,55.02,,,329,11470,1
,1988,,21.06~23.06,2021,신정동,"78,000",목동신시가지14,5,0,1,84.87,,,329,11470,8
,1987,,21.06~23.06,2021,신정동,"62,000",목동신시가지14,5,0,1,108.28,,,329,11470,12
,1987,,21.06~23.06,2021,신정동,"70,000",목동신시가지14,5,50,1,108.28,,,329,11470,7
,1987,,,2021,신정동,"70,000",목동신시가지14,5,0,1,108.28,,,329,11470,7
,1988,,,2021,신정동,"60,000",목동신시가지11,5,0,1,75.68,,,325,11470,5
,2019,,21.07~23.07,2021,신정동,"85,000",목동파크자이(101동~108동),5,0,2,84.993,,,1325,11470,10
,2021,,21.07~23.07,2021,신정동,"60,000",래미안목동아델리체(1326),5,75,2,84.58,,,1326,11470,11
,1988,,21.06~23.06,2021,신정동,"38,000",목동신시가지11,5,0,3,51.48,,,325,11470,8
,1988,,21.06~23.06,2021,신정동,"35,000",목동신시가지12,5,0,3,72.75,,,326,11470,2
,2000,,,2021,신정동,"36,000",신정6현대,5,0,3,59.4,,,743-2,11470,11
,1987,,,2021,신정동,"61,950",목동신시가지14,5,0,3,108.28,,,329,11470,6
,1988,,,2021,신정동,"43,000",목동신시가지14,5,0,3,55.02,,,329,11470,14
,2021,,21.06~23.06,2021,신정동,"30,000",래미안목동아델리체(1326),5,170,4,84.95,,,1326,11470,25
,2000,,,2021,신정동,"20,000",신정6현대,5,25,4,84.6,,,743-2,11470,14
,1988,,21.06~23.06,2021,신정동,"48,000",목동신시가지11,5,0,4,66.24,,,325,11470,3
,2011,,,2021,신정동,"29,000",이펜하우스3단지,5,25,4,59.93,,,1316,11470,1
,2000,,,2021,신정동,"30,000",신트리4,5,0,4,49.8,,,1277,11470,13
,2020,,,2021,신정동,"3,000",MJ스위츠,5,120,5,49.92,,,88-27,11470,6
,2019,,21.05~23.05,2021,신정동,"56,100",목동파크자이(101동~108동),5,0,5,84.993,,,1325,11470,14
,2019,,21.08~23.08,2021,신정동,"90,000",목동파크자이(101동~108동),5,0,5,84.993,,,1325,11470,4
,2021,,21.07~23.07,2021,신정동,"40,000",래미안목동아델리체(1326),5,125,5,84.95,,,1326,11470,21
,1988,,21.06~23.06,2021,신정동,"28,000",목동신시가지12,5,40,5,53.46,,,326,11470,6
,2005,,21.06~23.06,2021,신정동,"4,000",동일하이빌1단지,5,150,5,84.955,,,1310,11470,17
,2003,,,2021,신정동,"63,000",명지해드는터,5,0,6,84.98,,,1300,11470,6
,1992,,21.06~23.06,2021,신정동,"44,000",쌍용,5,0,6,84.63,,,334,11470,9
,2016,,,2021,신정동,"95,000",목동힐스테이트,5,0,6,84.98,,,1323,11470,10
