갱신요구권사용,건축년도,계약구분,계약기간,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,종전계약보증금,종전계약월세,지번,지역코드,층
,2004,,,2020,신정동,"44,000",대림e-편한세상,9,0,1,84.985,,,1303,11470,22
,2000,,,2020,신정동,"50,000",신트리3,9,0,1,84.8,,,1276,11470,4
,2011,,,2020,신정동,"27,375",이펜하우스3단지,9,0,1,84.86,,,1316,11470,12
,2011,,,2020,신정동,"9,258",이펜하우스2단지,9,14,1,59.94,,,1322,11470,1
,2000,,,2020,신정동,"28,000",신트리4,9,0,1,59.73,,,1277,11470,6
,1987,,,2020,신정동,"45,000",목동신시가지13,9,0,1,70.73,,,327,11470,4
,1988,,,2020,신정동,"42,000",목동신시가지12,9,0,1,71.64,,,326,11470,14
,2007,,,2020,신정동,"40,000",이연에버리치,9,0,1,82.23,,,888-8,11470,5
,2011,,,2020,신정동,"5,376",이펜하우스2단지,9,36,1,59.94,,,1322,11470,1
,1997,,,2020,신정동,"64,000",목동현대3차,9,0,2,84.77,,,1279,11470,9
,1987,,,2020,신정동,"64,000",목동신시가지9,9,0,2,106.93,,,312,11470,9
,1987,,,2020,신정동,"30,000",목동신시가지8,9,45,2,71.77,,,314,11470,16
,1987,,,2020,신정동,"37,000",목동신시가지14,9,0,2,55.02,,,329,11470,15
,1987,,,2020,신정동,"77,000",목동신시가지13,9,0,2,98.63,,,327,11470,11
,1988,,,2020,신정동,"40,000",목동신시가지11,9,0,2,66.24,,,325,11470,14
,1988,,,2020,신정동,"40,000",목동신시가지11,9,0,2,66.24,,,325,11470,14
,1987,,,2020,신정동,"46,500",목동신시가지10,9,0,2,70.2,,,311,11470,2
,1987,,,2020,신정동,"25,000",목동신시가지10,9,130,2,105.58,,,311,11470,4
,2004,,,2020,신정동,"68,000",롯데캐슬,9,0,2,114.96,,,1309,11470,5
,2001,,,2020,신정동,"40,000",제이월드,9,0,2,75.0676,,,1020-3,11470,6
,2000,,,2020,신정동,"24,000",신트리4,9,0,3,49.8,,,1277,11470,6
,2011,,,2020,신정동,"40,000",이펜하우스1단지,9,0,3,84.86,,,1321,11470,2
,2016,,,2020,신정동,"30,000",목동힐스테이트,9,150,3,84.98,,,1323,11470,8
,2016,,,2020,신정동,"110,000",목동힐스테이트,9,0,3,113.68,,,1323,11470,5
,2016,,,2020,신정동,"30,000",목동힐스테이트,9,150,3,84.98,,,1323,11470,8
,1988,,,2020,신정동,"33,000",목동신시가지10,9,0,3,53.82,,,311,11470,13
,1988,,,2020,신정동,"45,000",목동신시가지11,9,0,3,66.24,,,325,11470,2
,1988,,,2020,신정동,"21,000",목동신시가지11,9,18,3,51.48,,,325,11470,14
,1988,,,2020,신정동,"26,000",목동신시가지12,9,0,3,56.76,,,326,11470,1
,1987,,,2020,신정동,"34,000",목동신시가지8,9,47,3,71.77,,,314,11470,9
,1997,,,2020,신정동,"75,000",목동현대3차,9,0,3,84.77,,,1279,11470,9
,2000,,,2020,신정동,"40,000",신트리3,9,0,3,84.97,,,1276,11470,13
,2000,,,2020,신정동,"33,000",신트리3,9,50,4,84.25,,,1276,11470,12
,2000,,20.10~22.10,2020,신정동,"33,000",신트리3,9,50,4,84.25,,,1276,11470,12
,2010,,,2020,신정동,"80,000",중앙하이츠,9,0,4,134.98,,,1314,11470,14
