"시도별","시점","15세이상인구[천명]","경제활동인구[천명]","취업자[천명]","실업자[천명]","비경제활동인구[천명]","경제활동참가율[%]","실업률[%]","고용률[%]","15-64세 고용률[%]",
"서울특별시","2022.02 월","8502.8","5305.4","5075.4","230","3197.4","62.4","4.3","59.7","67.6",
"서울특별시","2022.03 월","8489.3","5295.2","5077.5","217.7","3194.1","62.4","4.1","59.8","67.6",
"서울특별시","2022.04 월","8476.8","5326.1","5119.7","206.3","3150.7","62.8","3.9","60.4","68.4",
"서울특별시","2022.05 월","8463.9","5331.4","5145.1","186.2","3132.6","63","3.5","60.8","68.9",
"서울특별시","2022.06 월","8449.9","5320.4","5137","183.3","3129.5","63","3.4","60.8","68.8",
"서울특별시","2022.07 월","8448.6","5316.3","5142","174.3","3132.3","62.9","3.3","60.9","68.9",
"서울특별시","2022.08 월","8447.9","5249.6","5126.7","122.8","3198.3","62.1","2.3","60.7","68.7",
"서울특별시","2022.09 월","8447.3","5279.7","5129.8","149.9","3167.5","62.5","2.8","60.7","68.7",
"부산광역시","1999.06 월","2946","1738","1556","182","1209","59","10.5","52.8","55.5",
"부산광역시","1999.07 월","2947","1745","1566","180","1202","59.2","10.3","53.1","55.8",
"부산광역시","1999.08 월","2947","1734","1573","160","1214","58.8","9.2","53.4","56.1",
"부산광역시","1999.09 월","2947","1751","1613","138","1196","59.4","7.9","54.7","57.6",
"부산광역시","1999.10 월","2947","1754","1619","135","1193","59.5","7.7","54.9","57.7",
"부산광역시","1999.11 월","2947","1755","1637","118","1192","59.6","6.7","55.5","58.5",
"부산광역시","1999.12 월","2947","1766","1640","126","1182","59.9","7.1","55.6","58.5",
"부산광역시","2000.01 월","2947.5","1761.4","1619.4","142","1186.1","59.8","8.1","54.9","57.9",
"부산광역시","2000.02 월","2947.4","1768.9","1625.3","143.6","1178.5","60","8.1","55.1","58.1",
"부산광역시","2000.03 월","2947.3","1776.7","1641.8","134.9","1170.5","60.3","7.6","55.7","58.7",
"부산광역시","2000.04 월","2947.5","1749.4","1630.2","119.2","1198","59.4","6.8","55.3","58.4",
"부산광역시","2000.05 월","2948.4","1756.9","1639.2","117.6","1191.6","59.6","6.7","55.6","58.6",
"부산광역시","2000.06 월","2949","1749.3","1635.5","113.8","1199.7","59.3","6.5","55.5","58.5",
"부산광역시","2000.07 월","2949.2","1765.7","1637.8","127.8","1183.5","59.9","7.2","55.5","58.6",
"부산광역시","2000.08 월","2949.9","1749.2","1624.9","124.3","1200.7","59.3","7.1","55.1","58.1",
"부산광역시","2000.09 월","2950.4","1745.9","1621.8","124.2","1204.5","59.2","7.1","55","58",
"부산광역시","2000.10 월","2950.6","1758.6","1640.1","118.5","1192","59.6","6.7","55.6","58.6",
"부산광역시","2000.11 월","2950.5","1750.8","1639.5","111.2","1199.7","59.3","6.4","55.6","58.7",
"부산광역시","2000.12 월","2951","1758.3","1638.8","119.6","1192.7","59.6","6.8","55.5","58.8",
"부산광역시","2001.01 월","2950","1755.6","1628.2","127.4","1194.3","59.5","7.3","55.2","58.4",
"부산광역시","2001.02 월","2949.5","1744.7","1617","127.8","1204.7","59.2","7.3","54.8","58.1",
"부산광역시","2001.03 월","2949","1732.1","1604.7","127.4","1216.9","58.7","7.4","54.4","57.6",
"부산광역시","2001.04 월","2948.3","1743.6","1638.5","105.1","1204.7","59.1","6","55.6","58.9",
"부산광역시","2001.05 월","2948.2","1751.1","1660.6","90.4","1197.1","59.4","5.2","56.3","59.7",
"부산광역시","2001.06 월","2948.4","1754.8","1663.3","91.5","1193.7","59.5","5.2","56.4","59.8",
"부산광역시","2001.07 월","2948.5","1751.8","1657.8","94.1","1196.7","59.4","5.4","56.2","59.6",
"부산광역시","2001.08 월","2948.1","1724.2","1634.6","89.6","1224","58.5","5.2","55.4","58.9",
"부산광역시","2001.09 월","2947.1","1723.3","1644","79.3","1223.8","58.5","4.6","55.8","59.2",
"부산광역시","2001.10 월","2946.4","1741.5","1660.7","80.8","1204.9","59.1","4.6","56.4","59.9",
"부산광역시","2001.11 월","2945.9","1762.8","1679.2","83.5","1183.1","59.8","4.7","57","60.6",
"부산광역시","2001.12 월","2944.9","1774.8","1685.7","89.1","1170.1","60.3","5","57.2","60.8",
"부산광역시","2002.01 월","2944.8","1793.3","1705.4","87.9","1151.5","60.9","4.9","57.9","61.5",
"부산광역시","2002.02 월","2944.2","1797.8","1715.5","82.3","1146.4","61.1","4.6","58.3","61.8",
"부산광역시","2002.03 월","2943.3","1772.3","1688.1","84.2","1171","60.2","4.8","57.4","60.9",
"부산광역시","2002.04 월","2942.3","1790.9","1712.2","78.7","1151.4","60.9","4.4","58.2","61.6",
"부산광역시","2002.05 월","2941.2","1795.8","1720.4","75.4","1145.4","61.1","4.2","58.5","61.9",
"부산광역시","2002.06 월","2940.5","1782.6","1717.1","65.5","1157.9","60.6","3.7","58.4","61.9",
"부산광역시","2002.07 월","2939.8","1801.9","1730","71.9","1137.9","61.3","4","58.8","62.4",
"부산광역시","2002.08 월","2938.7","1779.5","1715.8","63.6","1159.3","60.6","3.6","58.4","62",
"부산광역시","2002.09 월","2937.4","1779.2","1728.2","51","1158.1","60.6","2.9","58.8","62.4",
"부산광역시","2002.10 월","2936.8","1768.5","1715.3","53.3","1168.2","60.2","3","58.4","62",
"부산광역시","2002.11 월","2935.1","1747.5","1688.2","59.3","1187.7","59.5","3.4","57.5","61",
"부산광역시","2002.12 월","2934.1","1748","1682.9","65.1","1186.1","59.6","3.7","57.4","60.9",
"부산광역시","2003.01 월","2933.6","1732.3","1661.5","70.8","1201.3","59.1","4.1","56.6","60.6",
"부산광역시","2003.02 월","2932.7","1705.8","1638.1","67.7","1226.9","58.2","4","55.9","59.8",
"부산광역시","2003.03 월","2931.7","1705.8","1633.9","72","1225.9","58.2","4.2","55.7","59.6",
"부산광역시","2003.04 월","2931.1","1701.1","1639.2","61.9","1229.9","58","3.6","55.9","59.9",
"부산광역시","2003.05 월","2930.5","1702.4","1632.3","70.1","1228.1","58.1","4.1","55.7","59.5",
"부산광역시","2003.06 월","2929.2","1683.1","1613.5","69.6","1246.1","57.5","4.1","55.1","59",
"부산광역시","2003.07 월","2929","1673.4","1604.6","68.7","1255.7","57.1","4.1","54.8","58.6",
"부산광역시","2003.08 월","2928.4","1653.4","1588.1","65.3","1275","56.5","3.9","54.2","58.1",
"부산광역시","2003.09 월","2928","1657","1588.8","68.2","1271.1","56.6","4.1","54.3","58.2",
"부산광역시","2003.10 월","2927.8","1674.5","1604.4","70.1","1253.3","57.2","4.2","54.8","58.7",
"부산광역시","2003.11 월","2927.3","1678","1608.6","69.4","1249.4","57.3","4.1","55","58.9",
"부산광역시","2003.12 월","2927.1","1692.2","1614.1","78.1","1234.9","57.8","4.6","55.1","59.1",
"부산광역시","2004.01 월","2927.6","1680.6","1599.8","80.8","1247.1","57.4","4.8","54.6","58.7",
"부산광역시","2004.02 월","2927.3","1687.1","1602.7","84.4","1240.1","57.6","5","54.8","58.7",
"부산광역시","2004.03 월","2926.9","1695.9","1608.1","87.9","1230.9","57.9","5.2","54.9","58.8",
"부산광역시","2004.04 월","2926.4","1710","1622.8","87.2","1216.4","58.4","5.1","55.5","59.3",
"부산광역시","2004.05 월","2926","1707.3","1628","79.2","1218.7","58.3","4.6","55.6","59.6",
"부산광역시","2004.06 월","2926","1715","1655.1","59.9","1211.1","58.6","3.5","56.6","60.5",
"부산광역시","2004.07 월","2926.1","1725","1662.6","62.4","1201.1","59","3.6","56.8","60.8",
"부산광역시","2004.08 월","2925.6","1693.7","1626","67.7","1231.9","57.9","4","55.6","59.5",
"부산광역시","2004.09 월","2925","1708.6","1640.1","68.5","1216.4","58.4","4","56.1","60",
"부산광역시","2004.10 월","2924.3","1707.3","1633.3","74","1217","58.4","4.3","55.9","59.8",
"부산광역시","2004.11 월","2923.3","1694.6","1627.4","67.2","1228.8","58","4","55.7","59.8",
"부산광역시","2004.12 월","2922.2","1704.5","1626.7","77.8","1217.7","58.3","4.6","55.7","59.8",
"부산광역시","2005.01 월","2921.2","1700.3","1621.7","78.6","1221","58.2","4.6","55.5","59.8",
"부산광역시","2005.02 월","2920.9","1701.2","1625.1","76.1","1219.7","58.2","4.5","55.6","60.1",
"부산광역시","2005.03 월","2920.2","1689.8","1612.9","77","1230.3","57.9","4.6","55.2","59.5",
"부산광역시","2005.04 월","2919.4","1684.2","1601","83.2","1235.1","57.7","4.9","54.8","59",
"부산광역시","2005.05 월","2918.7","1709.8","1633","76.8","1208.9","58.6","4.5","55.9","60.1",
"부산광역시","2005.06 월","2918.2","1712.8","1637","75.8","1205.3","58.7","4.4","56.1","60.2",
"부산광역시","2005.07 월","2917.7","1724.9","1644.8","80.1","1192.9","59.1","4.6","56.4","60.5",
"부산광역시","2005.08 월","2917.6","1686.6","1618.1","68.5","1231","57.8","4.1","55.5","59.7",
"부산광역시","2005.09 월","2917.7","1716.3","1645.3","70.9","1201.4","58.8","4.1","56.4","60.6",
"부산광역시","2005.10 월","2917.6","1720.4","1641.2","79.2","1197.2","59","4.6","56.3","60.6",
"부산광역시","2005.11 월","2917.7","1717.3","1651.3","66","1200.3","58.9","3.8","56.6","61.1",
"부산광역시","2005.12 월","2917.2","1698.6","1629.4","69.2","1218.6","58.2","4.1","55.9","60.3",
"부산광역시","2006.01 월","2927","1694.5","1630.2","64.3","1232.5","57.9","3.8","55.7","60.1",
"부산광역시","2006.02 월","2926.9","1702.3","1630.4","71.9","1224.6","58.2","4.2","55.7","60.2",
"부산광역시","2006.03 월","2926.6","1708.5","1632","76.6","1218.1","58.4","4.5","55.8","60.2",
"부산광역시","2006.04 월","2926.9","1703","1625.3","77.7","1223.9","58.2","4.6","55.5","60",
"부산광역시","2006.05 월","2927.3","1723.7","1649.5","74.2","1203.6","58.9","4.3","56.3","60.7",
"부산광역시","2006.06 월","2927.8","1727.1","1644.1","83","1200.7","59","4.8","56.2","60.5",
"부산광역시","2006.07 월","2928.2","1733.7","1651.4","82.4","1194.5","59.2","4.8","56.4","60.8",
"부산광역시","2006.08 월","2928.8","1711.2","1638.8","72.5","1217.5","58.4","4.2","56","60.5",
"부산광역시","2006.09 월","2928.8","1722","1658.3","63.7","1206.8","58.8","3.7","56.6","61.1",
"부산광역시","2006.10 월","2929.1","1722.9","1659.3","63.5","1206.2","58.8","3.7","56.6","61.1",
"부산광역시","2006.11 월","2928.8","1717.7","1650.2","67.6","1211","58.6","3.9","56.3","60.9",
"부산광역시","2006.12 월","2928.7","1701.2","1631.5","69.8","1227.5","58.1","4.1","55.7","60.3",
"부산광역시","2007.01 월","2929.4","1692.8","1623","69.8","1236.6","57.8","4.1","55.4","59.8",
"부산광역시","2007.02 월","2929.3","1693.6","1621","72.6","1235.7","57.8","4.3","55.3","59.8",
"부산광역시","2007.03 월","2929.4","1707.6","1633.5","74.1","1221.8","58.3","4.3","55.8","60.4",
"부산광역시","2007.04 월","2929.4","1724.2","1649.9","74.3","1205.2","58.9","4.3","56.3","60.8",
"부산광역시","2007.05 월","2930","1733.8","1668.7","65.1","1196.2","59.2","3.8","57","61.5",
"부산광역시","2007.06 월","2930.8","1742.5","1674.1","68.4","1188.2","59.5","3.9","57.1","61.6",
"부산광역시","2007.07 월","2931","1733.5","1659.1","74.4","1197.5","59.1","4.3","56.6","61.1",
"부산광역시","2007.08 월","2931.2","1696.2","1629.7","66.5","1235","57.9","3.9","55.6","60.1",
"부산광역시","2007.09 월","2931.4","1716","1655.4","60.6","1215.4","58.5","3.5","56.5","61.1",
"부산광역시","2007.10 월","2932","1700","1642.6","57.4","1232","58","3.4","56","60.7",
"부산광역시","2007.11 월","2932.1","1715.1","1645.7","69.4","1217","58.5","4","56.1","60.9",
"부산광역시","2007.12 월","2932.2","1694.7","1627","67.7","1237.5","57.8","4","55.5","60.2",
"부산광역시","2008.01 월","2932.9","1677.8","1610.3","67.5","1255.1","57.2","4","54.9","59.8",
"부산광역시","2008.02 월","2933","1673.9","1604.8","69.1","1259.1","57.1","4.1","54.7","59.7",
"부산광역시","2008.03 월","2933","1703.2","1636.3","66.9","1229.8","58.1","3.9","55.8","60.8",
"부산광역시","2008.04 월","2932.9","1704.7","1638.1","66.6","1228.2","58.1","3.9","55.9","60.8",
"부산광역시","2008.05 월","2933","1710.8","1651.5","59.3","1222.2","58.3","3.5","56.3","61.3",
"부산광역시","2008.06 월","2933.2","1715.9","1648","67.9","1217.2","58.5","4","56.2","61.3",
"부산광역시","2008.07 월","2933.9","1696.1","1634","62.1","1237.7","57.8","3.7","55.7","60.8",
"부산광역시","2008.08 월","2934.3","1671.3","1609","62.3","1263","57","3.7","54.8","59.8",
"부산광역시","2008.09 월","2934.7","1671.7","1616.8","54.9","1263","57","3.3","55.1","60",
"부산광역시","2008.10 월","2935","1656.9","1593.1","63.8","1278.2","56.5","3.9","54.3","59.4",
"부산광역시","2008.11 월","2935.8","1672.2","1609.6","62.6","1263.6","57","3.7","54.8","60.1",
"부산광역시","2008.12 월","2936.3","1685","1619.5","65.4","1251.3","57.4","3.9","55.2","60.5",
"부산광역시","2009.01 월","2938.5","1673.1","1595.5","77.6","1265.4","56.9","4.6","54.3","59.7",
"부산광역시","2009.02 월","2938.6","1655.6","1580.2","75.4","1283","56.3","4.6","53.8","59.1",
"부산광역시","2009.03 월","2938.5","1659.2","1588.9","70.3","1279.3","56.5","4.2","54.1","59.1",
"부산광역시","2009.04 월","2938.7","1664.6","1591.7","73","1274","56.6","4.4","54.2","59.3",
"부산광역시","2009.05 월","2939.2","1672.6","1602.7","69.8","1266.6","56.9","4.2","54.5","59.7",
"부산광역시","2009.06 월","2939.7","1691.4","1615.4","76","1248.3","57.5","4.5","55","59.9",
"부산광역시","2009.07 월","2940.2","1673.9","1596.3","77.6","1266.3","56.9","4.6","54.3","59.2",
"부산광역시","2009.08 월","2940.5","1641.2","1577.9","63.3","1299.4","55.8","3.9","53.7","58.5",
"부산광역시","2009.09 월","2940.3","1648.2","1587.9","60.2","1292.2","56.1","3.7","54","58.8",
"부산광역시","2009.10 월","2940.2","1659.3","1584.3","75","1280.9","56.4","4.5","53.9","58.9",
"부산광역시","2009.11 월","2940.3","1668","1595.2","72.8","1272.3","56.7","4.4","54.3","59.3",
"부산광역시","2009.12 월","2940.2","1674.3","1600.8","73.5","1265.9","56.9","4.4","54.4","59.8",
"부산광역시","2010.01 월","2942.9","1674.7","1593.4","81.2","1268.3","56.9","4.8","54.1","59.7",
"부산광역시","2010.02 월","2942.6","1657.8","1584.8","73.1","1284.8","56.3","4.4","53.9","59.5",
"부산광역시","2010.03 월","2942.5","1662.2","1598.1","64.1","1280.3","56.5","3.9","54.3","59.6",
"부산광역시","2010.04 월","2942.2","1665.4","1603.6","61.8","1276.8","56.6","3.7","54.5","59.9",
"부산광역시","2010.05 월","2942.6","1684.4","1634.3","50","1258.3","57.2","3","55.5","61.1",
"부산광역시","2010.06 월","2942.7","1672.9","1618.1","54.8","1269.8","56.8","3.3","55","60.5",
"부산광역시","2010.07 월","2944","1679.6","1618.3","61.3","1264.4","57.1","3.6","55","60.3",
"부산광역시","2010.08 월","2945.4","1645.1","1593","52.1","1300.3","55.9","3.2","54.1","59.2",
"부산광역시","2010.09 월","2946.3","1641.3","1582.1","59.2","1305","55.7","3.6","53.7","58.8",
"부산광역시","2010.10 월","2947.5","1642.1","1586.4","55.7","1305.3","55.7","3.4","53.8","59.2",
"부산광역시","2010.11 월","2949.1","1644.3","1593.7","50.6","1304.7","55.8","3.1","54","59.6",
"부산광역시","2010.12 월","2951.2","1643.5","1587","56.5","1307.7","55.7","3.4","53.8","59.5",
"부산광역시","2011.01 월","2959","1630.1","1566.4","63.7","1328.8","55.1","3.9","52.9","58.7",
"부산광역시","2011.02 월","2960","1638.9","1566.2","72.7","1321.1","55.4","4.4","52.9","58.8",
"부산광역시","2011.03 월","2961.4","1655","1583.7","71.3","1306.4","55.9","4.3","53.5","59.2",
"부산광역시","2011.04 월","2962.4","1661.7","1592.9","68.8","1300.6","56.1","4.1","53.8","59.4",
"부산광역시","2011.05 월","2964.4","1667.2","1612.3","54.9","1297.2","56.2","3.3","54.4","59.9",
"부산광역시","2011.06 월","2965","1692.7","1631.1","61.5","1272.3","57.1","3.6","55","60.5",
"부산광역시","2011.07 월","2966","1706.2","1645","61.2","1259.7","57.5","3.6","55.5","61",
"부산광역시","2011.08 월","2966.1","1688.7","1633","55.6","1277.5","56.9","3.3","55.1","60.7",
"부산광역시","2011.09 월","2965.6","1655.3","1604.1","51.2","1310.3","55.8","3.1","54.1","59.6",
"부산광역시","2011.10 월","2965.5","1705.5","1650.4","55.1","1260","57.5","3.2","55.7","61.3",
"부산광역시","2011.11 월","2966.1","1704.3","1652.3","51.9","1261.8","57.5","3","55.7","61.5",
"부산광역시","2011.12 월","2968.5","1710.6","1645","65.6","1257.9","57.6","3.8","55.4","61.5",
"부산광역시","2012.01 월","2967.7","1703.9","1637.8","66.2","1263.8","57.4","3.9","55.2","61.4",
"부산광역시","2012.02 월","2968","1712.4","1633.5","78.9","1255.5","57.7","4.6","55","61.3",
"부산광역시","2012.03 월","2968","1721.9","1653.2","68.7","1246.1","58","4","55.7","61.7",
"부산광역시","2012.04 월","2967.7","1723.7","1654.2","69.5","1244","58.1","4","55.7","61.4",
"부산광역시","2012.05 월","2968.5","1736.2","1672.1","64.1","1232.3","58.5","3.7","56.3","62",
"부산광역시","2012.06 월","2968","1747.1","1682.8","64.4","1220.8","58.9","3.7","56.7","62.3",
"부산광역시","2012.07 월","2968.4","1742.3","1681.4","60.9","1226.2","58.7","3.5","56.6","62.2",
"부산광역시","2012.08 월","2968.7","1724","1660.8","63.2","1244.7","58.1","3.7","55.9","61.4",
"부산광역시","2012.09 월","2968.7","1723.8","1661.7","62.1","1245","58.1","3.6","56","61.4",
"부산광역시","2012.10 월","2968.8","1726.4","1655.1","71.3","1242.4","58.2","4.1","55.7","61.3",
"부산광역시","2012.11 월","2969.7","1724","1658.2","65.8","1245.7","58.1","3.8","55.8","61.5",
"부산광역시","2012.12 월","2972.4","1734.8","1664.6","70.2","1237.6","58.4","4","56","61.9",
"부산광역시","2013.01 월","2972.1","1741.4","1666.2","75.2","1230.8","58.6","4.3","56.1","61.9",
"부산광역시","2013.02 월","2973.2","1737.8","1643.4","94.4","1235.4","58.4","5.4","55.3","61",
"부산광역시","2013.03 월","2973.2","1733.2","1655.5","77.7","1240","58.3","4.5","55.7","61.1",
"부산광역시","2013.04 월","2973.7","1752.8","1682.6","70.2","1220.8","58.9","4","56.6","62.1",
"부산광역시","2013.05 월","2974.3","1748.7","1688.1","60.6","1225.7","58.8","3.5","56.8","62.4",
"부산광역시","2013.06 월","2975.3","1753.9","1688.7","65.2","1221.4","58.9","3.7","56.8","62.4",
"부산광역시","2013.07 월","2976.1","1748.6","1681.6","66.9","1227.5","58.8","3.8","56.5","62",
"부산광역시","2013.08 월","2976.8","1727.2","1662.7","64.5","1249.6","58","3.7","55.9","61.5",
"부산광역시","2013.09 월","2977.5","1731.9","1671.8","60.1","1245.6","58.2","3.5","56.1","61.6",
"부산광역시","2013.10 월","2978.3","1723.9","1664.2","59.8","1254.3","57.9","3.5","55.9","61.4",
"부산광역시","2013.11 월","2979.2","1733.2","1679.4","53.8","1246","58.2","3.1","56.4","62",
"부산광역시","2013.12 월","2980.1","1705.2","1655.5","49.7","1274.8","57.2","2.9","55.6","61.6",
"부산광역시","2014.01 월","2980.5","1713","1652.3","60.7","1267.5","57.5","3.5","55.4","61.5",
"부산광역시","2014.02 월","2981.4","1712.8","1642.5","70.3","1268.6","57.4","4.1","55.1","61.2",
"부산광역시","2014.03 월","2982","1720.1","1649.5","70.6","1261.9","57.7","4.1","55.3","61.2",
"부산광역시","2014.04 월","2982.7","1763.5","1684.1","79.4","1219.2","59.1","4.5","56.5","62.3",
"부산광역시","2014.05 월","2983.5","1771.6","1705.9","65.7","1211.9","59.4","3.7","57.2","63.1",
"부산광역시","2014.06 월","2984.2","1783.7","1712.4","71.3","1200.6","59.8","4","57.4","63.3",
"부산광역시","2014.07 월","2984.8","1796.2","1730.6","65.6","1188.6","60.2","3.7","58","63.8",
"부산광역시","2014.08 월","2985.9","1790.4","1728","62.5","1195.5","60","3.5","57.9","63.9",
"부산광역시","2014.09 월","2986.6","1770.2","1711.3","58.9","1216.5","59.3","3.3","57.3","63.2",
"부산광역시","2014.10 월","2987","1769.8","1708.4","61.4","1217.2","59.3","3.5","57.2","63.1",
"부산광역시","2014.11 월","2987.9","1772.9","1706.7","66.2","1215","59.3","3.7","57.1","63.2",
"부산광역시","2014.12 월","2988.6","1755.3","1688.1","67.2","1233.3","58.7","3.8","56.5","62.9",
"부산광역시","2015.01 월","2989.4","1742.3","1671.1","71.2","1247.1","58.3","4.1","55.9","62.5",
"부산광역시","2015.02 월","2990.5","1777.3","1678.7","98.7","1213.1","59.4","5.6","56.1","62.6",
"부산광역시","2015.03 월","2991.2","1755.1","1670.7","84.4","1236.1","58.7","4.8","55.9","62.1",
"부산광역시","2015.04 월","2992.1","1767.9","1683.8","84.1","1224.2","59.1","4.8","56.3","62.5",
"부산광역시","2015.05 월","2993","1773.6","1688.1","85.5","1219.4","59.3","4.8","56.4","62.5",
"부산광역시","2015.06 월","2993.8","1764.7","1687.1","77.7","1229","58.9","4.4","56.4","62.7",
"부산광역시","2015.07 월","2994.3","1766.1","1695.4","70.8","1228.2","59","4","56.6","63.2",
"부산광역시","2015.08 월","2994.6","1733.6","1673.3","60.3","1261","57.9","3.5","55.9","62.3",
"부산광역시","2015.09 월","2995","1733.2","1689.3","44","1261.8","57.9","2.5","56.4","62.7",
"부산광역시","2015.10 월","2995.2","1750.5","1693.9","56.6","1244.7","58.4","3.2","56.6","63",
"부산광역시","2015.11 월","2995.4","1759.5","1698.1","61.4","1235.9","58.7","3.5","56.7","63.2",
"부산광역시","2015.12 월","2995.8","1744.6","1683.3","61.2","1251.3","58.2","3.5","56.2","63",
"부산광역시","2016.01 월","3000.8","1749.6","1673.2","76.5","1251.1","58.3","4.4","55.8","63",
"부산광역시","2016.02 월","3001.1","1774.8","1681.1","93.8","1226.3","59.1","5.3","56","63.1",
"부산광역시","2016.03 월","3001.8","1751.1","1677.8","73.3","1250.7","58.3","4.2","55.9","62.3",
"부산광역시","2016.04 월","3002.1","1764","1696.8","67.2","1238.1","58.8","3.8","56.5","62.8",
"부산광역시","2016.05 월","3002.6","1758.2","1687.1","71.2","1244.4","58.6","4","56.2","62.4",
"부산광역시","2016.06 월","3002.8","1754.7","1691","63.7","1248.1","58.4","3.6","56.3","62.3",
"부산광역시","2016.07 월","3002.4","1754.8","1693.4","61.4","1247.6","58.4","3.5","56.4","62.5",
"부산광역시","2016.08 월","3001.4","1757.6","1687.8","69.8","1243.8","58.6","4","56.2","62.5",
"부산광역시","2016.09 월","3000.4","1749.5","1680.5","69.1","1250.9","58.3","3.9","56","62.4",
"부산광역시","2016.10 월","2999.5","1743.8","1684.1","59.8","1255.7","58.1","3.4","56.1","62.5",
"부산광역시","2016.11 월","2998.5","1751.7","1697.7","54","1246.9","58.4","3.1","56.6","63",
"부산광역시","2016.12 월","2997.6","1743.5","1681","62.5","1254.1","58.2","3.6","56.1","62.8",
"부산광역시","2017.01 월","2997.2","1739.5","1662.5","77.1","1257.6","58","4.4","55.5","62.6",
"부산광역시","2017.02 월","2996.3","1769.9","1674.2","95.7","1226.4","59.1","5.4","55.9","63",
"부산광역시","2017.03 월","2995.5","1764.6","1684.2","80.4","1230.9","58.9","4.6","56.2","63.1",
"부산광역시","2017.04 월","2994.5","1777.3","1688.4","88.9","1217.2","59.4","5","56.4","63.4",
"부산광역시","2017.05 월","2993.9","1785.5","1705.9","79.6","1208.3","59.6","4.5","57","64",
"부산광역시","2017.06 월","2992.7","1792.8","1704.5","88.3","1199.8","59.9","4.9","57","64",
"부산광역시","2017.07 월","2991.4","1775.7","1696","79.7","1215.7","59.4","4.5","56.7","63.7",
"부산광역시","2017.08 월","2990.2","1773.6","1687","86.5","1216.6","59.3","4.9","56.4","63.5",
"부산광역시","2017.09 월","2988.8","1756.9","1680","76.9","1231.9","58.8","4.4","56.2","63.2",
"부산광역시","2017.10 월","2988","1748.3","1682.6","65.7","1239.6","58.5","3.8","56.3","63.3",
"부산광역시","2017.11 월","2987","1754.6","1676.3","78.4","1232.3","58.7","4.5","56.1","63.2",
"부산광역시","2017.12 월","2985.6","1746.7","1673.9","72.8","1238.9","58.5","4.2","56.1","63.4",
"부산광역시","2018.01 월","2983.7","1725.9","1650.9","75","1257.9","57.8","4.3","55.3","63",
"부산광역시","2018.02 월","2982.3","1729","1636","93","1253.3","58","5.4","54.9","62.6",
"부산광역시","2018.03 월","2980.1","1748.1","1655.6","92.4","1232","58.7","5.3","55.6","62.8",
"부산광역시","2018.04 월","2978.8","1729","1653.3","75.7","1249.7","58","4.4","55.5","62.6",
"부산광역시","2018.05 월","2977.2","1738","1658.7","79.3","1239.2","58.4","4.6","55.7","62.6",
"부산광역시","2018.06 월","2975.8","1745.3","1676.2","69.1","1230.6","58.6","4","56.3","63.4",
"부산광역시","2018.07 월","2974.3","1727.2","1654.1","73.1","1247.2","58.1","4.2","55.6","62.7",
"부산광역시","2018.08 월","2972.8","1710.6","1637.7","72.9","1262.1","57.5","4.3","55.1","62.1",
"부산광역시","2018.09 월","2971.3","1708.8","1645.3","63.5","1262.5","57.5","3.7","55.4","62.4",
"부산광역시","2018.10 월","2969.7","1735.8","1676.9","58.8","1233.9","58.5","3.4","56.5","63.7",
"부산광역시","2018.11 월","2968","1734.3","1683.4","50.9","1233.6","58.4","2.9","56.7","64",
"부산광역시","2018.12 월","2966.8","1709.9","1656.4","53.5","1257","57.6","3.1","55.8","63.4",
"부산광역시","2019.01 월","2964.1","1702.8","1628.7","74.1","1261.3","57.4","4.4","54.9","63.1",
"부산광역시","2019.02 월","2965.1","1724.7","1640.9","83.8","1240.4","58.2","4.9","55.3","63.2",
"부산광역시","2019.03 월","2963.8","1749.7","1659.8","89.9","1214.2","59","5.1","56","63.5",
"부산광역시","2019.04 월","2963","1741.9","1661.2","80.7","1221.1","58.8","4.6","56.1","63.6",
"부산광역시","2019.05 월","2961.1","1743.4","1675.8","67.6","1217.7","58.9","3.9","56.6","64",
"부산광역시","2019.06 월","2960.4","1750.5","1679.6","70.9","1209.9","59.1","4.1","56.7","64.1",
"부산광역시","2019.07 월","2959.8","1757","1695.5","61.5","1202.8","59.4","3.5","57.3","64.8",
"부산광역시","2019.08 월","2958","1724.1","1687.3","36.8","1233.9","58.3","2.1","57","64.6",
"부산광역시","2019.09 월","2957","1748.9","1692","56.9","1208.1","59.1","3.3","57.2","64.7",
"부산광역시","2019.10 월","2956","1754.7","1703.1","51.5","1201.3","59.4","2.9","57.6","65.3",
"부산광역시","2019.11 월","2954.7","1753.9","1699","54.8","1200.9","59.4","3.1","57.5","65.2",
"부산광역시","2019.12 월","2954.3","1738.3","1684.1","54.2","1216","58.8","3.1","57","64.8",
"부산광역시","2020.01 월","2952.4","1725.5","1659.7","65.8","1226.9","58.4","3.8","56.2","64.4",
"부산광역시","2020.02 월","2952.3","1725.7","1651.3","74.4","1226.6","58.5","4.3","55.9","63.5",
"부산광역시","2020.03 월","2951","1716.7","1643.3","73.4","1234.3","58.2","4.3","55.7","63.4",
"부산광역시","2020.04 월","2949.6","1685","1601.2","83.8","1264.6","57.1","5","54.3","61.6",
"부산광역시","2020.05 월","2949.4","1701.2","1610.7","90.5","1248.2","57.7","5.3","54.6","61.7",
"부산광역시","2020.06 월","2948.4","1717.8","1633.6","84.2","1230.6","58.3","4.9","55.4","62.4",
"부산광역시","2020.07 월","2947.6","1721.9","1639.3","82.6","1225.7","58.4","4.8","55.6","62.6",
