"시도별","시점","15세이상인구[천명]","경제활동인구[천명]","취업자[천명]","실업자[천명]","비경제활동인구[천명]","경제활동참가율[%]","실업률[%]","고용률[%]","15-64세 고용률[%]",
"울산광역시","2014.06 월","954.4","573.9","556.2","17.6","380.6","60.1","3.1","58.3","61.3",
"울산광역시","2014.07 월","955.8","573.2","559.4","13.8","382.6","60","2.4","58.5","61.6",
"울산광역시","2014.08 월","957.2","569.7","554","15.7","387.5","59.5","2.8","57.9","60.9",
"울산광역시","2014.09 월","958.5","563.1","551.8","11.3","395.4","58.7","2","57.6","60.5",
"울산광역시","2014.10 월","959.7","567.1","553.3","13.8","392.6","59.1","2.4","57.7","60.6",
"울산광역시","2014.11 월","961.1","574","558.2","15.8","387.1","59.7","2.8","58.1","61",
"울산광역시","2014.12 월","962.4","567.2","554","13.2","395.2","58.9","2.3","57.6","61.1",
"울산광역시","2015.01 월","963.7","568","552.9","15.1","395.8","58.9","2.7","57.4","61",
"울산광역시","2015.02 월","965.2","575.3","556.8","18.5","389.9","59.6","3.2","57.7","61.4",
"울산광역시","2015.03 월","966.5","578","560.8","17.3","388.4","59.8","3","58","61.2",
"울산광역시","2015.04 월","967.9","589","570.3","18.8","378.8","60.9","3.2","58.9","62.1",
"울산광역시","2015.05 월","969.2","594.7","575.6","19","374.6","61.4","3.2","59.4","62.7",
"울산광역시","2015.06 월","970.6","598","578.5","19.6","372.5","61.6","3.3","59.6","63",
"울산광역시","2015.07 월","971.5","601.1","584.6","16.5","370.4","61.9","2.7","60.2","63.6",
"울산광역시","2015.08 월","972","596.5","579.9","16.6","375.5","61.4","2.8","59.7","63.1",
"울산광역시","2015.09 월","972.5","596.5","578.4","18.2","376","61.3","3.1","59.5","63",
"울산광역시","2015.10 월","973","592.1","578.6","13.5","381","60.9","2.3","59.5","63",
"울산광역시","2015.11 월","973.5","592.8","579.5","13.3","380.7","60.9","2.2","59.5","63",
"울산광역시","2015.12 월","974","593.2","574.8","18.4","380.8","60.9","3.1","59","62.9",
"울산광역시","2016.01 월","974.1","589","567.4","21.6","385.1","60.5","3.7","58.2","62.4",
"울산광역시","2016.02 월","974.6","587.8","561","26.9","386.8","60.3","4.6","57.6","61.6",
"울산광역시","2016.03 월","975.2","589.7","567.9","21.8","385.6","60.5","3.7","58.2","61.5",
"울산광역시","2016.04 월","975.7","595.4","573.8","21.6","380.3","61","3.6","58.8","62",
"울산광역시","2016.05 월","976.4","595","575.1","19.9","381.4","60.9","3.3","58.9","62",
"울산광역시","2016.06 월","976.8","598.1","576.3","21.8","378.7","61.2","3.6","59","62.2",
"울산광역시","2016.07 월","977","599.2","576.2","23","377.8","61.3","3.8","59","62.2",
"울산광역시","2016.08 월","976.9","600.7","576.4","24.2","376.3","61.5","4","59","62.2",
"울산광역시","2016.09 월","976.9","607.6","586.1","21.5","369.3","62.2","3.5","60","63.3",
"울산광역시","2016.10 월","976.8","607.1","584.8","22.3","369.7","62.2","3.7","59.9","63.3",
"울산광역시","2016.11 월","976.8","607.3","583.8","23.5","369.4","62.2","3.9","59.8","63.4",
"울산광역시","2016.12 월","976.7","604.5","578.7","25.8","372.1","61.9","4.3","59.3","63.3",
"울산광역시","2017.01 월","976.8","592.4","569.6","22.8","384.5","60.6","3.8","58.3","62.8",
"울산광역시","2017.02 월","976.8","600.7","575.1","25.5","376.1","61.5","4.2","58.9","63.4",
"울산광역시","2017.03 월","976.8","606.3","583.3","23","370.5","62.1","3.8","59.7","63.9",
"울산광역시","2017.04 월","976.7","604.6","583.2","21.5","372.1","61.9","3.6","59.7","63.6",
"울산광역시","2017.05 월","976.8","609.6","588.6","21","367.2","62.4","3.4","60.3","64.3",
"울산광역시","2017.06 월","976.6","612.1","589.6","22.5","364.5","62.7","3.7","60.4","64.4",
"울산광역시","2017.07 월","976.4","610.3","587.1","23.2","366.2","62.5","3.8","60.1","64.1",
"울산광역시","2017.08 월","976.3","604","581.2","22.8","372.3","61.9","3.8","59.5","63.5",
"울산광역시","2017.09 월","976","601","581","20","375","61.6","3.3","59.5","63.6",
"울산광역시","2017.10 월","976","605.5","584.6","20.8","370.5","62","3.4","59.9","64.2",
"울산광역시","2017.11 월","975.9","604.7","586.9","17.7","371.2","62","2.9","60.1","64.4",
"울산광역시","2017.12 월","975.7","605.7","591.6","14.1","369.9","62.1","2.3","60.6","65.2",
"울산광역시","2018.01 월","975.2","601.2","581.7","19.6","373.9","61.6","3.3","59.6","64.7",
"울산광역시","2018.02 월","974.8","602.3","579.9","22.3","372.5","61.8","3.7","59.5","64.8",
"울산광역시","2018.03 월","974.2","602.7","575.5","27.1","371.5","61.9","4.5","59.1","63.7",
"울산광역시","2018.04 월","973.9","606.9","570.8","36.1","367","62.3","5.9","58.6","63.1",
"울산광역시","2018.05 월","973.5","609.2","580.9","28.4","364.3","62.6","4.7","59.7","64",
"울산광역시","2018.06 월","973.2","604.9","577.8","27.1","368.3","62.2","4.5","59.4","63.7",
"울산광역시","2018.07 월","972.6","597.5","568.2","29.3","375.2","61.4","4.9","58.4","62.7",
"울산광역시","2018.08 월","972.1","602.1","573.1","29","370","61.9","4.8","59","63.5",
"울산광역시","2018.09 월","971.6","597.9","568","30","373.6","61.5","5","58.5","62.8",
"울산광역시","2018.10 월","971","604.3","576","28.2","366.8","62.2","4.7","59.3","63.8",
"울산광역시","2018.11 월","970.4","596.8","570.4","26.4","373.6","61.5","4.4","58.8","63.2",
"울산광역시","2018.12 월","970","593.6","566.5","27.1","376.4","61.2","4.6","58.4","63.1",
"울산광역시","2019.01 월","968.7","584.9","553.6","31.4","383.8","60.4","5.4","57.1","62.3",
"울산광역시","2019.02 월","968.8","590.4","559.5","31","378.4","60.9","5.3","57.8","62.4",
"울산광역시","2019.03 월","968.1","592.5","562","30.6","375.6","61.2","5.2","58.1","62.6",
"울산광역시","2019.04 월","967.6","599.9","568.9","31","367.6","62","5.2","58.8","63.5",
"울산광역시","2019.05 월","966.6","601.8","575","26.8","364.8","62.3","4.5","59.5","64.2",
"울산광역시","2019.06 월","966.1","600.6","576.5","24.1","365.5","62.2","4","59.7","64.2",
"울산광역시","2019.07 월","966.1","599.7","577","22.7","366.4","62.1","3.8","59.7","64.1",
"울산광역시","2019.08 월","965.6","590.8","572.4","18.5","374.8","61.2","3.1","59.3","63.9",
"울산광역시","2019.09 월","965.4","600.5","578.6","21.9","364.9","62.2","3.6","59.9","64.4",
"울산광역시","2019.10 월","965.3","594.9","576.2","18.7","370.4","61.6","3.1","59.7","64.2",
"울산광역시","2019.11 월","965","601.4","579.8","21.6","363.7","62.3","3.6","60.1","64.5",
"울산광역시","2019.12 월","965.1","596.7","575.8","20.8","368.4","61.8","3.5","59.7","64.2",
"울산광역시","2020.01 월","964.7","598.8","567.7","31.1","365.8","62.1","5.2","58.8","63.7",
"울산광역시","2020.02 월","964.9","600.8","569.2","31.6","364.1","62.3","5.3","59","63.9",
"울산광역시","2020.03 월","964.7","581.3","555.7","25.6","383.4","60.3","4.4","57.6","62.5",
"울산광역시","2020.04 월","964.5","576.2","552","24.2","388.3","59.7","4.2","57.2","62",
"울산광역시","2020.05 월","964.7","582.1","557.3","24.7","382.6","60.3","4.2","57.8","62.4",
"울산광역시","2020.06 월","964.6","588.2","556.9","31.3","376.4","61","5.3","57.7","62.5",
"울산광역시","2020.07 월","964.4","587","562.3","24.7","377.4","60.9","4.2","58.3","63",
"울산광역시","2020.08 월","964.2","579.4","561.1","18.3","384.8","60.1","3.2","58.2","62.7",
"울산광역시","2020.09 월","964","584.6","564.9","19.7","379.4","60.6","3.4","58.6","63.3",
"울산광역시","2020.10 월","963.9","581.2","559.8","21.4","382.7","60.3","3.7","58.1","62.7",
"울산광역시","2020.11 월","964","581.4","562","19.3","382.6","60.3","3.3","58.3","63.1",
"울산광역시","2020.12 월","964.2","580.3","554.5","25.8","383.9","60.2","4.4","57.5","62.8",
"울산광역시","2021.01 월","964.4","575.1","540.3","34.9","389.2","59.6","6.1","56","61.7",
"울산광역시","2021.02 월","963.8","576.7","550.4","26.3","387.1","59.8","4.6","57.1","62",
"울산광역시","2021.03 월","963.3","578.5","554.8","23.7","384.8","60.1","4.1","57.6","62.3",
"울산광역시","2021.04 월","962.8","571.4","553","18.5","391.3","59.3","3.2","57.4","62.1",
"울산광역시","2021.05 월","962.2","579","553.5","25.5","383.2","60.2","4.4","57.5","62.4",
"울산광역시","2021.06 월","961.7","568.9","550.4","18.5","392.8","59.2","3.3","57.2","62.1",
"울산광역시","2021.07 월","961.2","571","554.2","16.8","390.2","59.4","2.9","57.7","62.8",
"울산광역시","2021.08 월","960.5","570.6","558","12.6","390","59.4","2.2","58.1","63.1",
"울산광역시","2021.09 월","960","579.1","563","16.2","380.8","60.3","2.8","58.6","63.8",
"울산광역시","2021.10 월","959.6","581.1","563.8","17.3","378.5","60.6","3","58.8","64.1",
"울산광역시","2021.11 월","959.3","577.7","563.9","13.8","381.6","60.2","2.4","58.8","64.1",
"울산광역시","2021.12 월","958.9","574","551.4","22.6","384.9","59.9","3.9","57.5","64.1",
"울산광역시","2022.01 월","959.9","571.1","547.5","23.6","388.8","59.5","4.1","57","63.2",
"울산광역시","2022.02 월","959","570","546.9","23.1","389","59.4","4.1","57","62.6",
"울산광역시","2022.03 월","958","576","557.3","18.7","381.9","60.1","3.2","58.2","63.6",
"울산광역시","2022.04 월","957.1","583","561.3","21.7","374.1","60.9","3.7","58.6","64",
"울산광역시","2022.05 월","956.1","593.3","572.8","20.5","362.8","62.1","3.5","59.9","65.2",
"울산광역시","2022.06 월","955","592.3","572.1","20.1","362.8","62","3.4","59.9","65",
"울산광역시","2022.07 월","954.9","591.4","572.4","19","363.5","61.9","3.2","59.9","65.5",
"울산광역시","2022.08 월","954.8","586.4","572.6","13.8","368.4","61.4","2.4","60","65.2",
"울산광역시","2022.09 월","954.8","587.3","572.3","15","367.5","61.5","2.6","59.9","65.3",
"세종특별자치시","2001.10 월","","","","","","","","","63.8",
"세종특별자치시","2001.11 월","","","","","","","","","63.9",
"세종특별자치시","2017.01 월","199.4","120.3","116.8","3.5","79","60.3","2.9","58.6","63.5",
"세종특별자치시","2017.02 월","201.5","125.3","121.4","4","76.1","62.2","3.2","60.2","65",
"세종특별자치시","2017.03 월","203.6","126.6","124","2.6","77","62.2","2.1","60.9","64.9",
"세종특별자치시","2017.04 월","205.7","129.7","127","2.6","76.1","63.1","2","61.7","65.2",
"세종특별자치시","2017.05 월","207.9","131.8","130.3","1.5","76","63.4","1.1","62.7","65.8",
"세종특별자치시","2017.06 월","210","133.8","131.6","2.2","76.2","63.7","1.6","62.7","65.7",
"세종특별자치시","2017.07 월","212.1","135.3","133","2.3","76.9","63.8","1.7","62.7","65.7",
"세종특별자치시","2017.08 월","214.3","134.8","131.8","2.9","79.5","62.9","2.2","61.5","64.7",
"세종특별자치시","2017.09 월","216.4","136","132.9","3.2","80.4","62.8","2.4","61.4","64.6",
"세종특별자치시","2017.10 월","218.6","137.1","133.7","3.3","81.5","62.7","2.4","61.2","64.4",
"세종특별자치시","2017.11 월","220.7","138.8","134.5","4.3","82","62.9","3.1","60.9","64.3",
"세종특별자치시","2017.12 월","222.9","137.8","133.7","4.1","85.1","61.8","3","60","63.6",
"세종특별자치시","2018.01 월","225.5","137","133.7","3.3","88.5","60.8","2.4","59.3","63.6",
"세종특별자치시","2018.02 월","228.2","139.4","136","3.4","88.8","61.1","2.4","59.6","64",
"세종특별자치시","2018.03 월","230.9","143.5","139.3","4.3","87.3","62.1","3","60.3","64",
"세종특별자치시","2018.04 월","233.5","146.6","143.8","2.8","87","62.8","1.9","61.6","65.1",
"세종특별자치시","2018.05 월","236.2","152.1","148.3","3.9","84.1","64.4","2.6","62.8","66.2",
"세종특별자치시","2018.06 월","238.9","153.6","149.9","3.6","85.3","64.3","2.3","62.7","66.1",
"세종특별자치시","2018.07 월","241.5","155.6","151.8","3.9","85.8","64.4","2.5","62.9","66.4",
"세종특별자치시","2018.08 월","244","156.4","152.5","3.9","87.6","64.1","2.5","62.5","65.9",
"세종특별자치시","2018.09 월","246.6","157.8","154.1","3.7","88.8","64","2.3","62.5","66.1",
"세종특별자치시","2018.10 월","249.2","158.8","155.5","3.4","90.3","63.7","2.1","62.4","66",
"세종특별자치시","2018.11 월","251.7","160.4","157.8","2.6","91.4","63.7","1.6","62.7","66.4",
"세종특별자치시","2018.12 월","254.3","160.8","157.7","3.1","93.5","63.2","1.9","62","66.2",
"세종특별자치시","2019.01 월","256.4","161.2","157","4.2","95.2","62.9","2.6","61.2","65.5",
"세종특별자치시","2019.02 월","258.7","163.5","157.8","5.7","95.2","63.2","3.5","61","65",
"세종특별자치시","2019.03 월","260.9","166.1","162.6","3.4","94.8","63.7","2","62.3","65.8",
"세종특별자치시","2019.04 월","263.1","167.9","164.9","3","95.2","63.8","1.8","62.7","66",
"세종특별자치시","2019.05 월","265.3","171","166.6","4.5","94.2","64.5","2.6","62.8","65.9",
"세종특별자치시","2019.06 월","267.5","174","169.1","4.9","93.5","65","2.8","63.2","66.2",
"세종특별자치시","2019.07 월","269.4","177.2","172.1","5.2","92.2","65.8","2.9","63.9","67.1",
"세종특별자치시","2019.08 월","271.3","175.7","171.9","3.8","95.6","64.8","2.2","63.4","66.4",
"세종특별자치시","2019.09 월","273.3","173.8","169.6","4.2","99.5","63.6","2.4","62.1","65",
"세종특별자치시","2019.10 월","275.2","177.9","173.3","4.6","97.3","64.6","2.6","63","65.9",
"세종특별자치시","2019.11 월","277.1","180.7","175.1","5.7","96.4","65.2","3.2","63.2","66.3",
"세종특별자치시","2019.12 월","279.1","178.3","171.9","6.4","100.8","63.9","3.6","61.6","65.4",
"세종특별자치시","2020.01 월","280.1","176.9","172.1","4.8","103.3","63.2","2.7","61.4","65.9",
"세종특별자치시","2020.02 월","281.3","177.4","171.3","6","103.9","63.1","3.4","60.9","65.3",
"세종특별자치시","2020.03 월","282.3","178.7","173.3","5.4","103.6","63.3","3","61.4","65.1",
"세종특별자치시","2020.04 월","283.4","182.6","177","5.6","100.8","64.4","3.1","62.5","66.1",
"세종특별자치시","2020.05 월","284.5","184.9","178.3","6.7","99.6","65","3.6","62.7","66",
"세종특별자치시","2020.06 월","285.6","189.8","183.4","6.4","95.8","66.5","3.4","64.2","67.5",
"세종특별자치시","2020.07 월","287","190.5","184.1","6.4","96.5","66.4","3.4","64.1","67.5",
"세종특별자치시","2020.08 월","288.4","190.1","185.4","4.8","98.3","65.9","2.5","64.3","67.6",
"세종특별자치시","2020.09 월","289.8","190.5","185.7","4.7","99.4","65.7","2.5","64.1","67.2",
"세종특별자치시","2020.10 월","291.2","186.9","183.5","3.4","104.3","64.2","1.8","63","66.2",
"세종특별자치시","2020.11 월","292.7","185.7","183.3","2.4","107","63.4","1.3","62.6","66",
"세종특별자치시","2020.12 월","294.2","183.1","179","4.1","111","62.2","2.2","60.8","65.3",
"세종특별자치시","2021.01 월","294.2","183.4","177.3","6.1","110.8","62.3","3.3","60.3","65.4",
"세종특별자치시","2021.02 월","294.1","186","180.2","5.9","108.1","63.2","3.2","61.3","65.8",
"세종특별자치시","2021.03 월","294","189.7","183.6","6.2","104.3","64.5","3.3","62.4","65.9",
"세종특별자치시","2021.04 월","293.9","192.4","186.8","5.7","101.5","65.5","3","63.6","66.5",
"세종특별자치시","2021.05 월","293.8","191.9","188.4","3.5","101.9","65.3","1.8","64.1","67.2",
"세종특별자치시","2021.06 월","293.7","191.5","188.5","3","102.3","65.2","1.6","64.2","67.5",
"세종특별자치시","2021.07 월","295.1","192.3","188.3","4","102.8","65.2","2.1","63.8","67.1",
"세종특별자치시","2021.08 월","296.3","190.7","188.3","2.4","105.6","64.4","1.3","63.6","66.8",
"세종특별자치시","2021.09 월","297.6","192.9","190.3","2.6","104.8","64.8","1.3","63.9","67.2",
"세종특별자치시","2021.10 월","299","190.6","188.2","2.4","108.4","63.7","1.3","62.9","66.1",
"세종특별자치시","2021.11 월","300.3","187.6","185.2","2.4","112.7","62.5","1.3","61.7","65.1",
"세종특별자치시","2021.12 월","301.6","183.5","180.3","3.1","118.2","60.8","1.7","59.8","63.7",
"세종특별자치시","2022.01 월","300.9","184.7","180.1","4.6","116.2","61.4","2.5","59.9","64.4",
"세종특별자치시","2022.02 월","302.5","191.1","186","5.1","111.4","63.2","2.7","61.5","65.8",
"세종특별자치시","2022.03 월","304.1","198.3","193.6","4.8","105.8","65.2","2.4","63.7","67.3",
"세종특별자치시","2022.04 월","305.8","199.3","195.6","3.6","106.5","65.2","1.8","64","67.4",
"세종특별자치시","2022.05 월","307.5","205.3","200.8","4.5","102.1","66.8","2.2","65.3","68.7",
"세종특별자치시","2022.06 월","309.1","206.9","201.4","5.5","102.1","66.9","2.7","65.2","68.4",
"세종특별자치시","2022.07 월","310.5","205.8","201","4.8","104.7","66.3","2.3","64.7","68.4",
"세종특별자치시","2022.08 월","311.9","205.1","201.7","3.4","106.8","65.8","1.7","64.7","68.1",
"세종특별자치시","2022.09 월","313.4","205","201.6","3.4","108.4","65.4","1.7","64.3","67.6",
"경기도","1999.06 월","6578","4206","3898","308","2372","63.9","7.3","59.3","62.4",
"경기도","1999.07 월","6595","4167","3876","290","2429","63.2","7","58.8","61.9",
"경기도","1999.08 월","6613","4115","3826","289","2498","62.2","7","57.9","60.9",
"경기도","1999.09 월","6630","4193","3959","234","2437","63.2","5.6","59.7","62.8",
"경기도","1999.10 월","6647","4212","3995","216","2436","63.4","5.1","60.1","63.2",
"경기도","1999.11 월","6664","4187","3970","216","2478","62.8","5.2","59.6","62.7",
"경기도","1999.12 월","6682","4164","3929","235","2518","62.3","5.6","58.8","62.2",
"경기도","2000.01 월","6689.8","4099.1","3859.1","240","2590.7","61.3","5.9","57.7","61.1",
"경기도","2000.02 월","6707.1","4075.6","3845.9","229.7","2631.5","60.8","5.6","57.3","60.9",
"경기도","2000.03 월","6724.4","4141.8","3941.4","200.4","2582.7","61.6","4.8","58.6","62",
"경기도","2000.04 월","6742.4","4193.9","4026.5","167.4","2548.5","62.2","4","59.7","62.9",
"경기도","2000.05 월","6761.8","4220.9","4069.5","151.4","2540.9","62.4","3.6","60.2","63.4",
"경기도","2000.06 월","6780.6","4235.8","4090.9","144.9","2544.7","62.5","3.4","60.3","63.6",
"경기도","2000.07 월","6811.3","4312.5","4169.1","143.4","2498.8","63.3","3.3","61.2","64.6",
"경기도","2000.08 월","6835.6","4249.3","4105.1","144.2","2586.3","62.2","3.4","60.1","63.3",
"경기도","2000.09 월","6859.6","4294.3","4148.8","145.5","2565.3","62.6","3.4","60.5","63.7",
"경기도","2000.10 월","6882.9","4331.1","4202.3","128.8","2551.8","62.9","3","61.1","64.4",
"경기도","2000.11 월","6905.7","4322.5","4185.1","137.4","2583.3","62.6","3.2","60.6","64.1",
"경기도","2000.12 월","6929.6","4306.4","4156.5","149.9","2623.3","62.1","3.5","60","63.6",
"경기도","2001.01 월","6940.9","4209.8","4022.4","187.4","2731.1","60.7","4.5","58","61.5",
"경기도","2001.02 월","6963","4206.6","4000.4","206.1","2756.4","60.4","4.9","57.5","61",
"경기도","2001.03 월","6985.2","4282","4073.4","208.6","2703.2","61.3","4.9","58.3","61.9",
"경기도","2001.04 월","7007","4388.6","4227.5","161.1","2618.4","62.6","3.7","60.3","63.5",
"경기도","2001.05 월","7029.7","4453.9","4312.1","141.8","2575.9","63.4","3.2","61.3","64.6",
"경기도","2001.06 월","7053.2","4449.9","4316.2","133.7","2603.3","63.1","3","61.2","64.5",
"경기도","2001.07 월","7079.1","4485.6","4343.2","142.4","2593.5","63.4","3.2","61.4","64.6",
"경기도","2001.08 월","7106.8","4443","4305.7","137.3","2663.8","62.5","3.1","60.6","63.8",
"경기도","2001.09 월","7133.3","4480.4","4336","144.4","2652.9","62.8","3.2","60.8","64",
"경기도","2001.10 월","7160.4","4473.7","4335.8","137.9","2686.6","62.5","3.1","60.6","63.8",
"경기도","2001.11 월","7187.9","4478.2","4347.3","130.9","2709.7","62.3","2.9","60.5","63.9",
"경기도","2001.12 월","7215.8","4458","4317.6","140.5","2757.8","61.8","3.2","59.8","63.5",
"경기도","2002.01 월","7242.7","4402.6","4245.5","157.1","2840.1","60.8","3.6","58.6","62.4",
"경기도","2002.02 월","7270.1","4441.3","4281","160.3","2828.8","61.1","3.6","58.9","62.8",
"경기도","2002.03 월","7296.8","4513.5","4368.8","144.7","2783.3","61.9","3.2","59.9","63.6",
"경기도","2002.04 월","7323.5","4609.5","4464","145.5","2714","62.9","3.2","61","64.3",
"경기도","2002.05 월","7349.9","4664.6","4543.1","121.4","2685.3","63.5","2.6","61.8","65.1",
"경기도","2002.06 월","7377","4669.2","4561.4","107.8","2707.8","63.3","2.3","61.8","65.1",
"경기도","2002.07 월","7404","4688.1","4577.2","110.9","2715.9","63.3","2.4","61.8","65.1",
"경기도","2002.08 월","7430.1","4653.1","4525.4","127.8","2777","62.6","2.7","60.9","64.3",
"경기도","2002.09 월","7455.8","4711","4590.8","120.2","2744.8","63.2","2.6","61.6","65",
"경기도","2002.10 월","7482.9","4729","4618.9","110.1","2753.9","63.2","2.3","61.7","65.1",
"경기도","2002.11 월","7508","4698","4584.2","113.7","2810","62.6","2.4","61.1","64.7",
"경기도","2002.12 월","7534.2","4648.1","4523","125","2886.2","61.7","2.7","60","64",
"경기도","2003.01 월","7561.5","4563.4","4399","164.4","2998.1","60.4","3.6","58.2","62.1",
"경기도","2003.02 월","7588","4576.2","4414.4","161.9","3011.8","60.3","3.5","58.2","62.1",
"경기도","2003.03 월","7614.4","4667.1","4509.6","157.5","2947.3","61.3","3.4","59.2","63.1",
"경기도","2003.04 월","7641.4","4742.7","4582.6","160.2","2898.6","62.1","3.4","60","63.7",
"경기도","2003.05 월","7668.6","4765.6","4614.8","150.8","2903","62.1","3.2","60.2","63.8",
"경기도","2003.06 월","7694.3","4791.8","4646.3","145.5","2902.5","62.3","3","60.4","63.9",
"경기도","2003.07 월","7719.2","4860.6","4702.2","158.4","2858.6","63","3.3","60.9","64.6",
"경기도","2003.08 월","7740.3","4797.5","4641.4","156.1","2942.8","62","3.3","60","63.5",
"경기도","2003.09 월","7762","4821.5","4671","150.4","2940.5","62.1","3.1","60.2","63.7",
"경기도","2003.10 월","7783.9","4896.1","4725","171.1","2887.8","62.9","3.5","60.7","64.2",
"경기도","2003.11 월","7805.2","4881.6","4719","162.6","2923.6","62.5","3.3","60.5","64",
"경기도","2003.12 월","7827.2","4838.9","4660.9","178.1","2988.3","61.8","3.7","59.5","63.5",
"경기도","2004.01 월","7850.4","4853.9","4665.7","188.2","2996.4","61.8","3.9","59.4","63.5",
"경기도","2004.02 월","7872","4873.5","4692.1","181.4","2998.5","61.9","3.7","59.6","63.7",
"경기도","2004.03 월","7893.6","4969.1","4786.9","182.2","2924.6","63","3.7","60.6","64.4",
"경기도","2004.04 월","7915.1","5040.3","4864","176.3","2874.8","63.7","3.5","61.5","64.9",
"경기도","2004.05 월","7936.6","5069.8","4887.3","182.5","2866.7","63.9","3.6","61.6","65",
"경기도","2004.06 월","7958.9","5071.6","4894.6","177","2887.3","63.7","3.5","61.5","64.9",
"경기도","2004.07 월","7980.4","5074.2","4884.7","189.5","2906.2","63.6","3.7","61.2","64.7",
"경기도","2004.08 월","7999.7","4964.8","4798.4","166.4","3034.9","62.1","3.4","60","63.4",
"경기도","2004.09 월","8018.8","5057.4","4886.7","170.7","2961.4","63.1","3.4","60.9","64.4",
"경기도","2004.10 월","8038","5083.6","4908.2","175.4","2954.4","63.2","3.5","61.1","64.4",
"경기도","2004.11 월","8056.4","5077.7","4899.6","178.2","2978.7","63","3.5","60.8","64.4",
"경기도","2004.12 월","8074.6","5020.8","4826.8","194","3053.8","62.2","3.9","59.8","63.7",
"경기도","2005.01 월","8093.1","4963.5","4762.4","201","3129.6","61.3","4","58.8","62.8",
"경기도","2005.02 월","8112.7","4966.4","4746","220.4","3146.4","61.2","4.4","58.5","62.4",
"경기도","2005.03 월","8131.7","5068.1","4858.7","209.4","3063.5","62.3","4.1","59.8","63.4",
"경기도","2005.04 월","8150.5","5163.4","4964.7","198.7","2987.1","63.4","3.8","60.9","64.4",
"경기도","2005.05 월","8169.5","5221.8","5041.5","180.3","2947.7","63.9","3.5","61.7","65.2",
"경기도","2005.06 월","8188.9","5232.4","5026.3","206.1","2956.4","63.9","3.9","61.4","64.7",
"경기도","2005.07 월","8209.3","5244.5","5041.6","202.9","2964.9","63.9","3.9","61.4","64.8",
"경기도","2005.08 월","8231.3","5170","4981.9","188","3061.4","62.8","3.6","60.5","63.9",
"경기도","2005.09 월","8253.9","5236.9","5027.8","209.1","3016.9","63.4","4","60.9","64.3",
"경기도","2005.10 월","8276","5261.7","5060.2","201.6","3014.3","63.6","3.8","61.1","64.5",
"경기도","2005.11 월","8298.4","5222.1","5042.8","179.3","3076.3","62.9","3.4","60.8","64.3",
"경기도","2005.12 월","8319.9","5147.7","4967.4","180.3","3172.2","61.9","3.5","59.7","63.8",
"경기도","2006.01 월","8309.1","5133.2","4936.8","196.5","3175.9","61.8","3.8","59.4","63.5",
"경기도","2006.02 월","8331.4","5143.8","4910.6","233.2","3187.6","61.7","4.5","58.9","63",
"경기도","2006.03 월","8353.1","5226","5012.3","213.7","3127.1","62.6","4.1","60","63.9",
"경기도","2006.04 월","8376.3","5323.3","5126.7","196.6","3053","63.6","3.7","61.2","64.9",
"경기도","2006.05 월","8399.9","5360.2","5182.6","177.7","3039.7","63.8","3.3","61.7","65.3",
"경기도","2006.06 월","8423.7","5382.8","5183.5","199.3","3040.9","63.9","3.7","61.5","65.2",
"경기도","2006.07 월","8446.2","5400.3","5210","190.3","3046","63.9","3.5","61.7","65.4",
"경기도","2006.08 월","8468.1","5318.4","5140.3","178.1","3149.6","62.8","3.3","60.7","64.3",
"경기도","2006.09 월","8488.5","5323.9","5160.5","163.4","3164.5","62.7","3.1","60.8","64.4",
"경기도","2006.10 월","8509.7","5346.7","5189.3","157.4","3163","62.8","2.9","61","64.6",
"경기도","2006.11 월","8529.2","5387.9","5225.9","162","3141.3","63.2","3","61.3","65",
"경기도","2006.12 월","8549.4","5333.7","5169.6","164.2","3215.7","62.4","3.1","60.5","64.7",
"경기도","2007.01 월","8571.7","5285.3","5104.8","180.5","3286.3","61.7","3.4","59.6","63.8",
"경기도","2007.02 월","8591.8","5293.9","5093.9","200","3297.9","61.6","3.8","59.3","63.5",
"경기도","2007.03 월","8612.3","5362.8","5159.8","203","3249.5","62.3","3.8","59.9","63.9",
"경기도","2007.04 월","8632.8","5412.2","5218.2","194","3220.6","62.7","3.6","60.4","64.3",
"경기도","2007.05 월","8654.9","5493.3","5305.4","187.9","3161.6","63.5","3.4","61.3","64.8",
"경기도","2007.06 월","8677.2","5505.1","5317","188","3172.1","63.4","3.4","61.3","64.8",
"경기도","2007.07 월","8698.2","5490.8","5308.4","182.4","3207.4","63.1","3.3","61","64.8",
"경기도","2007.08 월","8719.3","5428.1","5262.1","166","3291.2","62.3","3.1","60.4","63.9",
"경기도","2007.09 월","8740.4","5442.9","5280.9","162","3297.6","62.3","3","60.4","64.2",
"경기도","2007.10 월","8762.5","5497.9","5331.1","166.7","3264.6","62.7","3","60.8","64.5",
"경기도","2007.11 월","8783.3","5532","5371.5","160.5","3251.3","63","2.9","61.2","65.1",
"경기도","2007.12 월","8804.1","5463.5","5310.8","152.7","3340.6","62.1","2.8","60.3","64.6",
"경기도","2008.01 월","8826.5","5430","5245.6","184.4","3396.4","61.5","3.4","59.4","63.8",
"경기도","2008.02 월","8847.2","5443.6","5253.3","190.3","3403.6","61.5","3.5","59.4","63.5",
"경기도","2008.03 월","8867.6","5533.4","5346.2","187.3","3334.1","62.4","3.4","60.3","64.3",
