시도별,시점,15세이상인구[천명],경제활동인구[천명],취업자[천명],실업자[천명],비경제활동인구[천명],경제활동참가율[%],실업률[%],고용률[%],15-64세 고용률[%]
울산광역시,202202,959.0,570.0,546.9,23.1,389.0,59.4,4.1,57.0,62.6
울산광역시,202203,958.0,576.0,557.3,18.7,381.9,60.1,3.2,58.2,63.6
울산광역시,202204,957.1,583.0,561.3,21.7,374.1,60.9,3.7,58.6,64.0
울산광역시,202205,956.1,593.3,572.8,20.5,362.8,62.1,3.5,59.9,65.2
울산광역시,202206,955.0,592.3,572.1,20.1,362.8,62.0,3.4,59.9,65.0
울산광역시,202207,954.9,591.4,572.4,19.0,363.5,61.9,3.2,59.9,65.5
울산광역시,202208,954.8,586.4,572.6,13.8,368.4,61.4,2.4,60.0,65.2
울산광역시,202209,954.8,587.3,572.3,15.0,367.5,61.5,2.6,59.9,65.3
세종특별자치시,200110,,,,,,,,,63.8
세종특별자치시,200111,,,,,,,,,63.9
세종특별자치시,201701,199.4,120.3,116.8,3.5,79.0,60.3,2.9,58.6,63.5
세종특별자치시,201702,201.5,125.3,121.4,4.0,76.1,62.2,3.2,60.2,65.0
세종특별자치시,201703,203.6,126.6,124.0,2.6,77.0,62.2,2.1,60.9,64.9
세종특별자치시,201704,205.7,129.7,127.0,2.6,76.1,63.1,2.0,61.7,65.2
세종특별자치시,201705,207.9,131.8,130.3,1.5,76.0,63.4,1.1,62.7,65.8
세종특별자치시,201706,210.0,133.8,131.6,2.2,76.2,63.7,1.6,62.7,65.7
세종특별자치시,201707,212.1,135.3,133.0,2.3,76.9,63.8,1.7,62.7,65.7
세종특별자치시,201708,214.3,134.8,131.8,2.9,79.5,62.9,2.2,61.5,64.7
세종특별자치시,201709,216.4,136.0,132.9,3.2,80.4,62.8,2.4,61.4,64.6
세종특별자치시,201710,218.6,137.1,133.7,3.3,81.5,62.7,2.4,61.2,64.4
세종특별자치시,201711,220.7,138.8,134.5,4.3,82.0,62.9,3.1,60.9,64.3
세종특별자치시,201712,222.9,137.8,133.7,4.1,85.1,61.8,3.0,60.0,63.6
세종특별자치시,201801,225.5,137.0,133.7,3.3,88.5,60.8,2.4,59.3,63.6
세종특별자치시,201802,228.2,139.4,136.0,3.4,88.8,61.1,2.4,59.6,64.0
세종특별자치시,201803,230.9,143.5,139.3,4.3,87.3,62.1,3.0,60.3,64.0
세종특별자치시,201804,233.5,146.6,143.8,2.8,87.0,62.8,1.9,61.6,65.1
세종특별자치시,201805,236.2,152.1,148.3,3.9,84.1,64.4,2.6,62.8,66.2
세종특별자치시,201806,238.9,153.6,149.9,3.6,85.3,64.3,2.3,62.7,66.1
세종특별자치시,201807,241.5,155.6,151.8,3.9,85.8,64.4,2.5,62.9,66.4
세종특별자치시,201808,244.0,156.4,152.5,3.9,87.6,64.1,2.5,62.5,65.9
세종특별자치시,201809,246.6,157.8,154.1,3.7,88.8,64.0,2.3,62.5,66.1
세종특별자치시,201810,249.2,158.8,155.5,3.4,90.3,63.7,2.1,62.4,66.0
세종특별자치시,201811,251.7,160.4,157.8,2.6,91.4,63.7,1.6,62.7,66.4
세종특별자치시,201812,254.3,160.8,157.7,3.1,93.5,63.2,1.9,62.0,66.2
세종특별자치시,201901,256.4,161.2,157.0,4.2,95.2,62.9,2.6,61.2,65.5
세종특별자치시,201902,258.7,163.5,157.8,5.7,95.2,63.2,3.5,61.0,65.0
세종특별자치시,201903,260.9,166.1,162.6,3.4,94.8,63.7,2.0,62.3,65.8
세종특별자치시,201904,263.1,167.9,164.9,3.0,95.2,63.8,1.8,62.7,66.0
세종특별자치시,201905,265.3,171.0,166.6,4.5,94.2,64.5,2.6,62.8,65.9
세종특별자치시,201906,267.5,174.0,169.1,4.9,93.5,65.0,2.8,63.2,66.2
세종특별자치시,201907,269.4,177.2,172.1,5.2,92.2,65.8,2.9,63.9,67.1
세종특별자치시,201908,271.3,175.7,171.9,3.8,95.6,64.8,2.2,63.4,66.4
세종특별자치시,201909,273.3,173.8,169.6,4.2,99.5,63.6,2.4,62.1,65.0
세종특별자치시,201910,275.2,177.9,173.3,4.6,97.3,64.6,2.6,63.0,65.9
세종특별자치시,201911,277.1,180.7,175.1,5.7,96.4,65.2,3.2,63.2,66.3
세종특별자치시,201912,279.1,178.3,171.9,6.4,100.8,63.9,3.6,61.6,65.4
세종특별자치시,202001,280.1,176.9,172.1,4.8,103.3,63.2,2.7,61.4,65.9
세종특별자치시,202002,281.3,177.4,171.3,6.0,103.9,63.1,3.4,60.9,65.3
세종특별자치시,202003,282.3,178.7,173.3,5.4,103.6,63.3,3.0,61.4,65.1
세종특별자치시,202004,283.4,182.6,177.0,5.6,100.8,64.4,3.1,62.5,66.1
세종특별자치시,202005,284.5,184.9,178.3,6.7,99.6,65.0,3.6,62.7,66.0
세종특별자치시,202006,285.6,189.8,183.4,6.4,95.8,66.5,3.4,64.2,67.5
세종특별자치시,202007,287.0,190.5,184.1,6.4,96.5,66.4,3.4,64.1,67.5
세종특별자치시,202008,288.4,190.1,185.4,4.8,98.3,65.9,2.5,64.3,67.6
세종특별자치시,202009,289.8,190.5,185.7,4.7,99.4,65.7,2.5,64.1,67.2
세종특별자치시,202010,291.2,186.9,183.5,3.4,104.3,64.2,1.8,63.0,66.2
세종특별자치시,202011,292.7,185.7,183.3,2.4,107.0,63.4,1.3,62.6,66.0
세종특별자치시,202012,294.2,183.1,179.0,4.1,111.0,62.2,2.2,60.8,65.3
세종특별자치시,202101,294.2,183.4,177.3,6.1,110.8,62.3,3.3,60.3,65.4
세종특별자치시,202102,294.1,186.0,180.2,5.9,108.1,63.2,3.2,61.3,65.8
세종특별자치시,202103,294.0,189.7,183.6,6.2,104.3,64.5,3.3,62.4,65.9
세종특별자치시,202104,293.9,192.4,186.8,5.7,101.5,65.5,3.0,63.6,66.5
세종특별자치시,202105,293.8,191.9,188.4,3.5,101.9,65.3,1.8,64.1,67.2
세종특별자치시,202106,293.7,191.5,188.5,3.0,102.3,65.2,1.6,64.2,67.5
세종특별자치시,202107,295.1,192.3,188.3,4.0,102.8,65.2,2.1,63.8,67.1
세종특별자치시,202108,296.3,190.7,188.3,2.4,105.6,64.4,1.3,63.6,66.8
세종특별자치시,202109,297.6,192.9,190.3,2.6,104.8,64.8,1.3,63.9,67.2
세종특별자치시,202110,299.0,190.6,188.2,2.4,108.4,63.7,1.3,62.9,66.1
세종특별자치시,202111,300.3,187.6,185.2,2.4,112.7,62.5,1.3,61.7,65.1
세종특별자치시,202112,301.6,183.5,180.3,3.1,118.2,60.8,1.7,59.8,63.7
세종특별자치시,202201,300.9,184.7,180.1,4.6,116.2,61.4,2.5,59.9,64.4
세종특별자치시,202202,302.5,191.1,186.0,5.1,111.4,63.2,2.7,61.5,65.8
세종특별자치시,202203,304.1,198.3,193.6,4.8,105.8,65.2,2.4,63.7,67.3
세종특별자치시,202204,305.8,199.3,195.6,3.6,106.5,65.2,1.8,64.0,67.4
세종특별자치시,202205,307.5,205.3,200.8,4.5,102.1,66.8,2.2,65.3,68.7
세종특별자치시,202206,309.1,206.9,201.4,5.5,102.1,66.9,2.7,65.2,68.4
세종특별자치시,202207,310.5,205.8,201.0,4.8,104.7,66.3,2.3,64.7,68.4
세종특별자치시,202208,311.9,205.1,201.7,3.4,106.8,65.8,1.7,64.7,68.1
세종특별자치시,202209,313.4,205.0,201.6,3.4,108.4,65.4,1.7,64.3,67.6
경기도,199906,6578.0,4206.0,3898.0,308.0,2372.0,63.9,7.3,59.3,62.4
경기도,199907,6595.0,4167.0,3876.0,290.0,2429.0,63.2,7.0,58.8,61.9
경기도,199908,6613.0,4115.0,3826.0,289.0,2498.0,62.2,7.0,57.9,60.9
경기도,199909,6630.0,4193.0,3959.0,234.0,2437.0,63.2,5.6,59.7,62.8
경기도,199910,6647.0,4212.0,3995.0,216.0,2436.0,63.4,5.1,60.1,63.2
경기도,199911,6664.0,4187.0,3970.0,216.0,2478.0,62.8,5.2,59.6,62.7
경기도,199912,6682.0,4164.0,3929.0,235.0,2518.0,62.3,5.6,58.8,62.2
경기도,200001,6689.8,4099.1,3859.1,240.0,2590.7,61.3,5.9,57.7,61.1
경기도,200002,6707.1,4075.6,3845.9,229.7,2631.5,60.8,5.6,57.3,60.9
경기도,200003,6724.4,4141.8,3941.4,200.4,2582.7,61.6,4.8,58.6,62.0
경기도,200004,6742.4,4193.9,4026.5,167.4,2548.5,62.2,4.0,59.7,62.9
경기도,200005,6761.8,4220.9,4069.5,151.4,2540.9,62.4,3.6,60.2,63.4
경기도,200006,6780.6,4235.8,4090.9,144.9,2544.7,62.5,3.4,60.3,63.6
경기도,200007,6811.3,4312.5,4169.1,143.4,2498.8,63.3,3.3,61.2,64.6
경기도,200008,6835.6,4249.3,4105.1,144.2,2586.3,62.2,3.4,60.1,63.3
경기도,200009,6859.6,4294.3,4148.8,145.5,2565.3,62.6,3.4,60.5,63.7
경기도,200010,6882.9,4331.1,4202.3,128.8,2551.8,62.9,3.0,61.1,64.4
경기도,200011,6905.7,4322.5,4185.1,137.4,2583.3,62.6,3.2,60.6,64.1
경기도,200012,6929.6,4306.4,4156.5,149.9,2623.3,62.1,3.5,60.0,63.6
경기도,200101,6940.9,4209.8,4022.4,187.4,2731.1,60.7,4.5,58.0,61.5
경기도,200102,6963.0,4206.6,4000.4,206.1,2756.4,60.4,4.9,57.5,61.0
경기도,200103,6985.2,4282.0,4073.4,208.6,2703.2,61.3,4.9,58.3,61.9
경기도,200104,7007.0,4388.6,4227.5,161.1,2618.4,62.6,3.7,60.3,63.5
경기도,200105,7029.7,4453.9,4312.1,141.8,2575.9,63.4,3.2,61.3,64.6
경기도,200106,7053.2,4449.9,4316.2,133.7,2603.3,63.1,3.0,61.2,64.5
경기도,200107,7079.1,4485.6,4343.2,142.4,2593.5,63.4,3.2,61.4,64.6
경기도,200108,7106.8,4443.0,4305.7,137.3,2663.8,62.5,3.1,60.6,63.8
경기도,200109,7133.3,4480.4,4336.0,144.4,2652.9,62.8,3.2,60.8,64.0
경기도,200110,7160.4,4473.7,4335.8,137.9,2686.6,62.5,3.1,60.6,63.8
경기도,200111,7187.9,4478.2,4347.3,130.9,2709.7,62.3,2.9,60.5,63.9
경기도,200112,7215.8,4458.0,4317.6,140.5,2757.8,61.8,3.2,59.8,63.5
경기도,200201,7242.7,4402.6,4245.5,157.1,2840.1,60.8,3.6,58.6,62.4
경기도,200202,7270.1,4441.3,4281.0,160.3,2828.8,61.1,3.6,58.9,62.8
경기도,200203,7296.8,4513.5,4368.8,144.7,2783.3,61.9,3.2,59.9,63.6
경기도,200204,7323.5,4609.5,4464.0,145.5,2714.0,62.9,3.2,61.0,64.3
경기도,200205,7349.9,4664.6,4543.1,121.4,2685.3,63.5,2.6,61.8,65.1
경기도,200206,7377.0,4669.2,4561.4,107.8,2707.8,63.3,2.3,61.8,65.1
경기도,200207,7404.0,4688.1,4577.2,110.9,2715.9,63.3,2.4,61.8,65.1
경기도,200208,7430.1,4653.1,4525.4,127.8,2777.0,62.6,2.7,60.9,64.3
경기도,200209,7455.8,4711.0,4590.8,120.2,2744.8,63.2,2.6,61.6,65.0
경기도,200210,7482.9,4729.0,4618.9,110.1,2753.9,63.2,2.3,61.7,65.1
경기도,200211,7508.0,4698.0,4584.2,113.7,2810.0,62.6,2.4,61.1,64.7
경기도,200212,7534.2,4648.1,4523.0,125.0,2886.2,61.7,2.7,60.0,64.0
경기도,200301,7561.5,4563.4,4399.0,164.4,2998.1,60.4,3.6,58.2,62.1
경기도,200302,7588.0,4576.2,4414.4,161.9,3011.8,60.3,3.5,58.2,62.1
경기도,200303,7614.4,4667.1,4509.6,157.5,2947.3,61.3,3.4,59.2,63.1
경기도,200304,7641.4,4742.7,4582.6,160.2,2898.6,62.1,3.4,60.0,63.7
경기도,200305,7668.6,4765.6,4614.8,150.8,2903.0,62.1,3.2,60.2,63.8
경기도,200306,7694.3,4791.8,4646.3,145.5,2902.5,62.3,3.0,60.4,63.9
경기도,200307,7719.2,4860.6,4702.2,158.4,2858.6,63.0,3.3,60.9,64.6
경기도,200308,7740.3,4797.5,4641.4,156.1,2942.8,62.0,3.3,60.0,63.5
경기도,200309,7762.0,4821.5,4671.0,150.4,2940.5,62.1,3.1,60.2,63.7
경기도,200310,7783.9,4896.1,4725.0,171.1,2887.8,62.9,3.5,60.7,64.2
경기도,200311,7805.2,4881.6,4719.0,162.6,2923.6,62.5,3.3,60.5,64.0
경기도,200312,7827.2,4838.9,4660.9,178.1,2988.3,61.8,3.7,59.5,63.5
경기도,200401,7850.4,4853.9,4665.7,188.2,2996.4,61.8,3.9,59.4,63.5
경기도,200402,7872.0,4873.5,4692.1,181.4,2998.5,61.9,3.7,59.6,63.7
경기도,200403,7893.6,4969.1,4786.9,182.2,2924.6,63.0,3.7,60.6,64.4
경기도,200404,7915.1,5040.3,4864.0,176.3,2874.8,63.7,3.5,61.5,64.9
경기도,200405,7936.6,5069.8,4887.3,182.5,2866.7,63.9,3.6,61.6,65.0
경기도,200406,7958.9,5071.6,4894.6,177.0,2887.3,63.7,3.5,61.5,64.9
경기도,200407,7980.4,5074.2,4884.7,189.5,2906.2,63.6,3.7,61.2,64.7
경기도,200408,7999.7,4964.8,4798.4,166.4,3034.9,62.1,3.4,60.0,63.4
경기도,200409,8018.8,5057.4,4886.7,170.7,2961.4,63.1,3.4,60.9,64.4
경기도,200410,8038.0,5083.6,4908.2,175.4,2954.4,63.2,3.5,61.1,64.4
경기도,200411,8056.4,5077.7,4899.6,178.2,2978.7,63.0,3.5,60.8,64.4
경기도,200412,8074.6,5020.8,4826.8,194.0,3053.8,62.2,3.9,59.8,63.7
경기도,200501,8093.1,4963.5,4762.4,201.0,3129.6,61.3,4.0,58.8,62.8
경기도,200502,8112.7,4966.4,4746.0,220.4,3146.4,61.2,4.4,58.5,62.4
경기도,200503,8131.7,5068.1,4858.7,209.4,3063.5,62.3,4.1,59.8,63.4
경기도,200504,8150.5,5163.4,4964.7,198.7,2987.1,63.4,3.8,60.9,64.4
경기도,200505,8169.5,5221.8,5041.5,180.3,2947.7,63.9,3.5,61.7,65.2
경기도,200506,8188.9,5232.4,5026.3,206.1,2956.4,63.9,3.9,61.4,64.7
경기도,200507,8209.3,5244.5,5041.6,202.9,2964.9,63.9,3.9,61.4,64.8
경기도,200508,8231.3,5170.0,4981.9,188.0,3061.4,62.8,3.6,60.5,63.9
경기도,200509,8253.9,5236.9,5027.8,209.1,3016.9,63.4,4.0,60.9,64.3
경기도,200510,8276.0,5261.7,5060.2,201.6,3014.3,63.6,3.8,61.1,64.5
경기도,200511,8298.4,5222.1,5042.8,179.3,3076.3,62.9,3.4,60.8,64.3
경기도,200512,8319.9,5147.7,4967.4,180.3,3172.2,61.9,3.5,59.7,63.8
경기도,200601,8309.1,5133.2,4936.8,196.5,3175.9,61.8,3.8,59.4,63.5
경기도,200602,8331.4,5143.8,4910.6,233.2,3187.6,61.7,4.5,58.9,63.0
경기도,200603,8353.1,5226.0,5012.3,213.7,3127.1,62.6,4.1,60.0,63.9
경기도,200604,8376.3,5323.3,5126.7,196.6,3053.0,63.6,3.7,61.2,64.9
경기도,200605,8399.9,5360.2,5182.6,177.7,3039.7,63.8,3.3,61.7,65.3
경기도,200606,8423.7,5382.8,5183.5,199.3,3040.9,63.9,3.7,61.5,65.2
경기도,200607,8446.2,5400.3,5210.0,190.3,3046.0,63.9,3.5,61.7,65.4
경기도,200608,8468.1,5318.4,5140.3,178.1,3149.6,62.8,3.3,60.7,64.3
경기도,200609,8488.5,5323.9,5160.5,163.4,3164.5,62.7,3.1,60.8,64.4
경기도,200610,8509.7,5346.7,5189.3,157.4,3163.0,62.8,2.9,61.0,64.6
경기도,200611,8529.2,5387.9,5225.9,162.0,3141.3,63.2,3.0,61.3,65.0
경기도,200612,8549.4,5333.7,5169.6,164.2,3215.7,62.4,3.1,60.5,64.7
경기도,200701,8571.7,5285.3,5104.8,180.5,3286.3,61.7,3.4,59.6,63.8
경기도,200702,8591.8,5293.9,5093.9,200.0,3297.9,61.6,3.8,59.3,63.5
경기도,200703,8612.3,5362.8,5159.8,203.0,3249.5,62.3,3.8,59.9,63.9
경기도,200704,8632.8,5412.2,5218.2,194.0,3220.6,62.7,3.6,60.4,64.3
경기도,200705,8654.9,5493.3,5305.4,187.9,3161.6,63.5,3.4,61.3,64.8
경기도,200706,8677.2,5505.1,5317.0,188.0,3172.1,63.4,3.4,61.3,64.8
경기도,200707,8698.2,5490.8,5308.4,182.4,3207.4,63.1,3.3,61.0,64.8
경기도,200708,8719.3,5428.1,5262.1,166.0,3291.2,62.3,3.1,60.4,63.9
경기도,200709,8740.4,5442.9,5280.9,162.0,3297.6,62.3,3.0,60.4,64.2
경기도,200710,8762.5,5497.9,5331.1,166.7,3264.6,62.7,3.0,60.8,64.5
경기도,200711,8783.3,5532.0,5371.5,160.5,3251.3,63.0,2.9,61.2,65.1
경기도,200712,8804.1,5463.5,5310.8,152.7,3340.6,62.1,2.8,60.3,64.6
경기도,200801,8826.5,5430.0,5245.6,184.4,3396.4,61.5,3.4,59.4,63.8
경기도,200802,8847.2,5443.6,5253.3,190.3,3403.6,61.5,3.5,59.4,63.5
경기도,200803,8867.6,5533.4,5346.2,187.3,3334.1,62.4,3.4,60.3,64.3
경기도,200804,8888.0,5604.3,5410.7,193.6,3283.7,63.1,3.5,60.9,64.8
경기도,200805,8908.7,5651.2,5474.0,177.2,3257.4,63.4,3.1,61.4,65.2
경기도,200806,8929.6,5670.6,5503.4,167.2,3259.0,63.5,2.9,61.6,65.5
경기도,200807,8949.2,5667.2,5478.3,188.8,3282.1,63.3,3.3,61.2,65.0
경기도,200808,8965.3,5589.8,5417.6,172.2,3375.5,62.3,3.1,60.4,64.3
경기도,200809,8981.3,5638.7,5467.5,171.2,3342.6,62.8,3.0,60.9,64.7
경기도,200810,8997.1,5660.0,5504.5,155.4,3337.1,62.9,2.7,61.2,65.2
경기도,200811,9014.0,5627.6,5470.1,157.5,3386.4,62.4,2.8,60.7,64.7
경기도,200812,9030.3,5499.8,5325.4,174.4,3530.6,60.9,3.2,59.0,63.6
경기도,200901,9051.0,5466.5,5277.3,189.2,3584.5,60.4,3.5,58.3,62.9
경기도,200902,9066.2,5453.5,5260.1,193.4,3612.6,60.2,3.5,58.0,62.7
경기도,200903,9081.0,5521.0,5294.7,226.3,3560.0,60.8,4.1,58.3,62.5
경기도,200904,9096.3,5609.0,5375.2,233.8,3487.3,61.7,4.2,59.1,63.2
경기도,200905,9112.7,5645.0,5422.0,223.0,3467.7,61.9,4.0,59.5,63.5
경기도,200906,9128.9,5714.2,5482.4,231.9,3414.6,62.6,4.1,60.1,64.0
경기도,200907,9147.6,5695.4,5468.5,226.9,3452.2,62.3,4.0,59.8,63.7
경기도,200908,9168.2,5672.6,5428.9,243.7,3495.7,61.9,4.3,59.2,63.2
경기도,200909,9187.4,5700.5,5499.1,201.3,3487.0,62.0,3.5,59.9,63.9
경기도,200910,9206.8,5679.0,5500.8,178.1,3527.9,61.7,3.1,59.7,63.8
경기도,200911,9226.8,5707.9,5512.6,195.3,3518.9,61.9,3.4,59.7,64.0
경기도,200912,9246.5,5589.6,5381.7,207.9,3656.9,60.5,3.7,58.2,63.0
경기도,201001,9273.4,5647.0,5352.3,294.7,3626.4,60.9,5.2,57.7,62.8
경기도,201002,9292.4,5615.3,5304.2,311.2,3677.1,60.4,5.5,57.1,61.9
경기도,201003,9311.7,5698.5,5440.7,257.8,3613.2,61.2,4.5,58.4,63.0
경기도,201004,9330.8,5780.9,5556.7,224.2,3549.9,62.0,3.9,59.6,63.8
경기도,201005,9351.7,5828.5,5633.3,195.2,3523.1,62.3,3.3,60.2,64.5
경기도,201006,9371.7,5873.1,5617.6,255.5,3498.6,62.7,4.4,59.9,64.1
경기도,201007,9393.3,5888.8,5636.2,252.5,3504.5,62.7,4.3,60.0,64.4
경기도,201008,9413.4,5818.6,5603.3,215.3,3594.8,61.8,3.7,59.5,63.9
경기도,201009,9432.4,5856.1,5645.7,210.4,3576.3,62.1,3.6,59.9,64.2
경기도,201010,9452.1,5876.7,5685.3,191.4,3575.3,62.2,3.3,60.1,64.4
경기도,201011,9472.8,5796.3,5642.6,153.7,3676.5,61.2,2.7,59.6,64.1
경기도,201012,9495.0,5752.7,5555.9,196.9,3742.3,60.6,3.4,58.5,63.4
경기도,201101,9499.5,5751.0,5536.6,214.4,3748.5,60.5,3.7,58.3,63.4
경기도,201102,9518.7,5791.1,5544.3,246.8,3727.6,60.8,4.3,58.2,63.3
경기도,201103,9538.8,5880.2,5620.2,260.0,3658.5,61.6,4.4,58.9,63.6
경기도,201104,9557.8,5935.7,5705.7,230.0,3622.0,62.1,3.9,59.7,64.1
경기도,201105,9580.1,5956.5,5766.3,190.2,3623.6,62.2,3.2,60.2,64.6
경기도,201106,9597.7,5962.5,5767.2,195.3,3635.2,62.1,3.3,60.1,64.5
경기도,201107,9616.2,5943.0,5745.1,198.0,3673.2,61.8,3.3,59.7,64.2
경기도,201108,9631.7,5908.7,5744.4,164.4,3722.9,61.3,2.8,59.6,64.0
경기도,201109,9644.8,5887.5,5707.5,180.0,3757.3,61.0,3.1,59.2,63.5
경기도,201110,9659.4,5947.0,5763.1,183.9,3712.4,61.6,3.1,59.7,64.0
경기도,201111,9676.2,5945.4,5755.4,190.0,3730.9,61.4,3.2,59.5,64.0
경기도,201112,9699.1,5900.4,5724.2,176.2,3798.7,60.8,3.0,59.0,64.0
경기도,201201,9711.4,5842.1,5655.0,187.1,3869.3,60.2,3.2,58.2,63.3
경기도,201202,9727.1,5897.2,5662.4,234.8,3829.9,60.6,4.0,58.2,63.2
경기도,201203,9742.1,5958.4,5736.3,222.1,3783.8,61.2,3.7,58.9,63.4
경기도,201204,9756.2,6057.9,5826.8,231.1,3698.3,62.1,3.8,59.7,64.1
경기도,201205,9773.6,6143.9,5934.9,209.1,3629.7,62.9,3.4,60.7,65.1
경기도,201206,9786.7,6143.4,5945.8,197.6,3643.3,62.8,3.2,60.8,65.2
경기도,201207,9802.6,6113.1,5935.7,177.4,3689.6,62.4,2.9,60.6,65.0
경기도,201208,9817.5,6064.5,5897.9,166.6,3753.0,61.8,2.7,60.1,64.4
경기도,201209,9831.4,6135.1,5943.3,191.8,3696.3,62.4,3.1,60.5,65.0
경기도,201210,9845.6,6170.4,5987.2,183.2,3675.2,62.7,3.0,60.8,65.3
경기도,201211,9862.3,6127.8,5943.2,184.6,3734.6,62.1,3.0,60.3,64.9
경기도,201212,9885.2,6008.6,5812.3,196.3,3876.6,60.8,3.3,58.8,63.7
경기도,201301,9898.1,5939.0,5748.6,190.4,3959.1,60.0,3.2,58.1,63.1
경기도,201302,9915.3,5924.9,5715.8,209.1,3990.5,59.8,3.5,57.6,62.6
경기도,201303,9929.3,6019.2,5830.1,189.1,3910.1,60.6,3.1,58.7,63.4
경기도,201304,9944.7,6176.1,5974.7,201.4,3768.5,62.1,3.3,60.1,64.5
경기도,201305,9960.7,6223.4,6031.4,192.0,3737.4,62.5,3.1,60.6,64.8
경기도,201306,9977.8,6273.1,6078.1,195.0,3704.7,62.9,3.1,60.9,65.2
경기도,201307,9994.2,6306.4,6108.0,198.4,3687.7,63.1,3.1,61.1,65.4
경기도,201308,10010.4,6296.3,6104.4,191.9,3714.1,62.9,3.0,61.0,65.3
경기도,201309,10026.7,6337.9,6178.3,159.7,3688.8,63.2,2.5,61.6,66.0
경기도,201310,10043.0,6338.9,6180.2,158.7,3704.1,63.1,2.5,61.5,66.0
경기도,201311,10059.9,6333.2,6189.5,143.7,3726.7,63.0,2.3,61.5,66.2
경기도,201312,10076.5,6227.3,6060.5,166.8,3849.2,61.8,2.7,60.1,65.3
경기도,201401,10091.8,6236.3,6054.8,181.4,3855.5,61.8,2.9,60.0,65.3
경기도,201402,10108.8,6335.8,6066.6,269.1,3773.0,62.7,4.2,60.0,65.3
경기도,201403,10124.6,6361.4,6119.2,242.3,3763.2,62.8,3.8,60.4,65.3
경기도,201404,10140.6,6505.2,6252.1,253.1,3635.4,64.2,3.9,61.7,66.3
경기도,201405,10157.1,6509.5,6279.9,229.6,3647.6,64.1,3.5,61.8,66.5
경기도,201406,10173.4,6550.0,6332.2,217.8,3623.4,64.4,3.3,62.2,67.0
경기도,201407,10188.5,6594.1,6377.0,217.1,3594.4,64.7,3.3,62.6,67.3
경기도,201408,10204.5,6563.3,6365.0,198.3,3641.2,64.3,3.0,62.4,67.1
경기도,201409,10219.3,6548.0,6356.3,191.7,3671.3,64.1,2.9,62.2,66.9
경기도,201410,10233.1,6568.9,6380.5,188.4,3664.2,64.2,2.9,62.4,66.9
경기도,201411,10248.5,6548.4,6373.2,175.1,3700.1,63.9,2.7,62.2,67.0
경기도,201412,10263.3,6533.6,6303.6,230.0,3729.7,63.7,3.5,61.4,66.8
경기도,201501,10278.3,6506.6,6245.0,261.6,3771.7,63.3,4.0,60.8,66.2
경기도,201502,10294.1,6567.7,6259.8,307.9,3726.4,63.8,4.7,60.8,66.3
경기도,201503,10309.0,6587.0,6313.5,273.5,3722.0,63.9,4.2,61.2,66.3
경기도,201504,10324.6,6663.1,6399.8,263.3,3661.5,64.5,4.0,62.0,67.1
경기도,201505,10339.7,6676.0,6417.8,258.2,3663.7,64.6,3.9,62.1,67.1
경기도,201506,10354.9,6727.9,6441.5,286.4,3627.0,65.0,4.3,62.2,67.2
경기도,201507,10370.9,6765.1,6469.5,295.5,3605.9,65.2,4.4,62.4,67.4
경기도,201508,10388.1,6677.8,6415.3,262.4,3710.3,64.3,3.9,61.8,66.7
경기도,201509,10405.6,6693.9,6446.0,248.0,3711.7,64.3,3.7,61.9,66.9
경기도,201510,10422.3,6693.1,6463.5,229.7,3729.2,64.2,3.4,62.0,67.0
경기도,201511,10439.2,6663.5,6443.7,219.8,3775.7,63.8,3.3,61.7,66.9
경기도,201512,10456.7,6617.8,6396.0,221.8,3838.9,63.3,3.4,61.2,66.6
경기도,201601,10451.9,6569.3,6305.0,264.4,3882.6,62.9,4.0,60.3,66.0
경기도,201602,10469.3,6622.3,6291.4,330.9,3847.0,63.3,5.0,60.1,65.8
경기도,201603,10487.8,6723.2,6415.1,308.0,3764.6,64.1,4.6,61.2,66.4
경기도,201604,10504.8,6770.2,6458.4,311.8,3734.6,64.4,4.6,61.5,66.6
경기도,201605,10522.9,6778.3,6529.1,249.2,3744.7,64.4,3.7,62.0,67.2
경기도,201606,10539.8,6835.4,6583.9,251.5,3704.4,64.9,3.7,62.5,67.6
경기도,201607,10556.5,6853.5,6605.1,248.3,3703.1,64.9,3.6,62.6,67.8
경기도,201608,10574.0,6842.4,6589.2,253.2,3731.5,64.7,3.7,62.3,67.5
경기도,201609,10591.5,6832.7,6581.9,250.9,3758.8,64.5,3.7,62.1,67.5
경기도,201610,10609.1,6819.4,6568.9,250.5,3789.7,64.3,3.7,61.9,67.2
경기도,201611,10626.6,6811.7,6589.3,222.3,3814.9,64.1,3.3,62.0,67.6
경기도,201612,10644.0,6749.2,6527.7,221.5,3894.8,63.4,3.3,61.3,67.2
경기도,201701,10663.8,6704.5,6461.7,242.8,3959.3,62.9,3.6,60.6,66.7
경기도,201702,10681.7,6813.1,6473.7,339.5,3868.5,63.8,5.0,60.6,66.7
경기도,201703,10699.8,6900.6,6598.9,301.8,3799.1,64.5,4.4,61.7,67.3
경기도,201704,10717.1,6984.3,6660.4,323.9,3732.8,65.2,4.6,62.1,67.8
경기도,201705,10735.9,6966.2,6700.1,266.0,3769.8,64.9,3.8,62.4,67.9
경기도,201706,10752.5,7000.0,6695.2,304.8,3752.5,65.1,4.4,62.3,67.7
경기도,201707,10768.9,7041.5,6772.6,268.9,3727.4,65.4,3.8,62.9,68.4
