시도별,시점,15세이상인구[천명],경제활동인구[천명],취업자[천명],실업자[천명],비경제활동인구[천명],경제활동참가율[%],실업률[%],고용률[%],15-64세 고용률[%]
인천광역시,200503,2011.0,1229.0,1168.6,60.4,782.0,61.1,4.9,58.1,62.0
인천광역시,200504,2013.0,1242.3,1182.5,59.8,770.8,61.7,4.8,58.7,62.6
인천광역시,200505,2015.1,1256.0,1202.0,54.0,759.1,62.3,4.3,59.6,63.4
인천광역시,200506,2017.2,1262.8,1207.0,55.8,754.4,62.6,4.4,59.8,63.8
인천광역시,200507,2020.0,1255.2,1199.9,55.4,764.7,62.1,4.4,59.4,63.4
인천광역시,200508,2023.4,1248.3,1194.6,53.7,775.1,61.7,4.3,59.0,63.0
인천광역시,200509,2027.1,1251.9,1198.3,53.6,775.2,61.8,4.3,59.1,63.1
인천광역시,200510,2030.6,1257.7,1206.4,51.4,772.9,61.9,4.1,59.4,63.3
인천광역시,200511,2034.2,1263.3,1212.3,51.0,770.9,62.1,4.0,59.6,63.6
인천광역시,200512,2037.5,1249.4,1190.3,59.1,788.1,61.3,4.7,58.4,62.6
인천광역시,200601,2034.9,1237.7,1178.4,59.3,797.2,60.8,4.8,57.9,62.1
인천광역시,200602,2038.5,1254.3,1191.2,63.1,784.1,61.5,5.0,58.4,62.5
인천광역시,200603,2041.9,1263.6,1201.0,62.6,778.2,61.9,5.0,58.8,62.7
인천광역시,200604,2045.6,1285.3,1227.6,57.7,760.3,62.8,4.5,60.0,63.9
인천광역시,200605,2049.5,1288.2,1235.6,52.6,761.4,62.9,4.1,60.3,64.1
인천광역시,200606,2053.5,1298.8,1247.9,50.9,754.7,63.2,3.9,60.8,64.5
인천광역시,200607,2057.7,1294.9,1239.3,55.6,762.8,62.9,4.3,60.2,64.1
인천광역시,200608,2062.3,1277.3,1224.3,52.9,785.1,61.9,4.1,59.4,63.1
인천광역시,200609,2066.6,1281.5,1227.9,53.6,785.1,62.0,4.2,59.4,63.4
인천광역시,200610,2071.0,1293.5,1239.2,54.3,777.6,62.5,4.2,59.8,63.9
인천광역시,200611,2075.0,1294.5,1242.5,51.9,780.6,62.4,4.0,59.9,63.9
인천광역시,200612,2079.2,1278.6,1221.2,57.3,800.7,61.5,4.5,58.7,62.8
인천광역시,200701,2083.9,1264.4,1206.4,58.1,819.5,60.7,4.6,57.9,62.0
인천광역시,200702,2088.1,1273.1,1214.4,58.7,815.0,61.0,4.6,58.2,62.3
인천광역시,200703,2092.4,1296.8,1241.6,55.2,795.6,62.0,4.3,59.3,63.4
인천광역시,200704,2096.7,1307.9,1255.8,52.1,788.7,62.4,4.0,59.9,63.8
인천광역시,200705,2101.3,1314.5,1263.9,50.6,786.8,62.6,3.8,60.1,64.1
인천광역시,200706,2106.1,1329.2,1276.3,52.9,776.9,63.1,4.0,60.6,64.4
인천광역시,200707,2110.6,1342.9,1289.4,53.5,767.7,63.6,4.0,61.1,65.1
인천광역시,200708,2115.4,1320.8,1269.3,51.5,794.6,62.4,3.9,60.0,64.0
인천광역시,200709,2120.2,1336.4,1284.7,51.7,783.8,63.0,3.9,60.6,64.6
인천광역시,200710,2125.2,1348.7,1297.1,51.7,776.5,63.5,3.8,61.0,64.9
인천광역시,200711,2129.9,1343.9,1296.0,47.9,786.0,63.1,3.6,60.8,64.9
인천광역시,200712,2134.6,1339.5,1283.4,56.1,795.1,62.8,4.2,60.1,64.2
인천광역시,200801,2139.7,1317.8,1260.8,56.9,821.9,61.6,4.3,58.9,63.3
인천광역시,200802,2144.4,1316.4,1255.9,60.5,828.0,61.4,4.6,58.6,62.9
인천광역시,200803,2148.9,1329.2,1269.9,59.3,819.7,61.9,4.5,59.1,63.1
인천광역시,200804,2153.5,1343.1,1291.5,51.6,810.4,62.4,3.8,60.0,63.6
인천광역시,200805,2158.2,1344.6,1293.9,50.7,813.6,62.3,3.8,60.0,63.9
인천광역시,200806,2162.9,1339.6,1287.6,52.0,823.3,61.9,3.9,59.5,63.4
인천광역시,200807,2166.7,1348.6,1295.9,52.7,818.1,62.2,3.9,59.8,63.8
인천광역시,200808,2169.0,1324.7,1274.6,50.1,844.4,61.1,3.8,58.8,62.5
인천광역시,200809,2171.3,1327.2,1280.3,46.9,844.1,61.1,3.5,59.0,62.5
인천광역시,200810,2173.6,1349.2,1299.8,49.4,824.3,62.1,3.7,59.8,63.4
인천광역시,200811,2176.1,1349.5,1301.5,47.9,826.7,62.0,3.5,59.8,63.5
인천광역시,200812,2178.5,1316.3,1264.6,51.7,862.2,60.4,3.9,58.0,62.0
인천광역시,200901,2182.1,1300.5,1246.5,54.0,881.6,59.6,4.2,57.1,61.6
인천광역시,200902,2184.2,1307.6,1248.0,59.6,876.5,59.9,4.6,57.1,61.3
인천광역시,200903,2186.2,1327.4,1261.6,65.8,858.7,60.7,5.0,57.7,61.9
인천광역시,200904,2188.3,1358.1,1299.8,58.3,830.2,62.1,4.3,59.4,63.3
인천광역시,200905,2190.7,1370.8,1300.8,70.0,819.9,62.6,5.1,59.4,63.3
인천광역시,200906,2193.1,1401.8,1334.8,67.1,791.2,63.9,4.8,60.9,64.6
인천광역시,200907,2195.9,1402.6,1339.3,63.3,793.3,63.9,4.5,61.0,64.6
인천광역시,200908,2199.1,1373.8,1314.8,59.0,825.4,62.5,4.3,59.8,63.6
인천광역시,200909,2202.0,1373.6,1315.6,58.0,828.3,62.4,4.2,59.7,63.7
인천광역시,200910,2204.9,1374.8,1317.8,57.0,830.0,62.4,4.1,59.8,63.8
인천광역시,200911,2207.9,1389.7,1322.6,67.1,818.2,62.9,4.8,59.9,63.9
인천광역시,200912,2210.9,1360.9,1298.9,62.0,850.0,61.6,4.6,58.7,63.4
인천광역시,201001,2215.7,1367.2,1282.2,85.0,848.6,61.7,6.2,57.9,62.8
인천광역시,201002,2218.5,1367.7,1280.2,87.5,850.8,61.6,6.4,57.7,62.3
인천광역시,201003,2221.4,1376.5,1301.2,75.3,844.9,62.0,5.5,58.6,62.9
인천광역시,201004,2224.2,1399.0,1331.6,67.4,825.2,62.9,4.8,59.9,63.8
인천광역시,201005,2227.4,1407.5,1350.7,56.8,820.0,63.2,4.0,60.6,64.5
인천광역시,201006,2230.5,1405.7,1345.1,60.6,824.8,63.0,4.3,60.3,64.4
인천광역시,201007,2234.2,1436.8,1368.7,68.1,797.4,64.3,4.7,61.3,65.3
인천광역시,201008,2237.8,1397.7,1338.8,58.9,840.0,62.5,4.2,59.8,63.7
인천광역시,201009,2241.1,1405.9,1337.6,68.4,835.1,62.7,4.9,59.7,63.8
인천광역시,201010,2244.5,1419.9,1346.3,73.7,824.5,63.3,5.2,60.0,64.0
인천광역시,201011,2248.2,1423.2,1359.2,64.0,825.0,63.3,4.5,60.5,64.5
인천광역시,201012,2252.4,1419.8,1339.9,79.9,832.6,63.0,5.6,59.5,64.0
인천광역시,201101,2256.0,1389.7,1313.9,75.9,866.3,61.6,5.5,58.2,63.0
인천광역시,201102,2259.4,1393.0,1310.6,82.4,866.4,61.7,5.9,58.0,62.8
인천광역시,201103,2263.0,1423.8,1334.6,89.2,839.2,62.9,6.3,59.0,63.5
인천광역시,201104,2266.3,1444.2,1368.7,75.5,822.0,63.7,5.2,60.4,64.6
인천광역시,201105,2270.4,1461.1,1400.0,61.0,809.3,64.4,4.2,61.7,65.8
인천광역시,201106,2273.4,1472.0,1404.1,67.9,801.3,64.7,4.6,61.8,65.9
인천광역시,201107,2277.2,1473.5,1399.7,73.9,803.7,64.7,5.0,61.5,65.9
인천광역시,201108,2280.9,1461.2,1399.8,61.4,819.7,64.1,4.2,61.4,65.7
인천광역시,201109,2284.1,1446.8,1386.8,59.9,837.4,63.3,4.1,60.7,65.1
인천광역시,201110,2287.7,1472.5,1413.2,59.3,815.2,64.4,4.0,61.8,66.0
인천광역시,201111,2291.8,1474.5,1416.3,58.2,817.3,64.3,3.9,61.8,66.0
인천광역시,201112,2297.3,1473.1,1415.7,57.5,824.2,64.1,3.9,61.6,66.2
인천광역시,201201,2300.3,1450.2,1376.2,73.9,850.1,63.0,5.1,59.8,64.3
인천광역시,201202,2304.1,1453.5,1376.3,77.2,850.6,63.1,5.3,59.7,64.2
인천광역시,201203,2307.7,1486.6,1414.9,71.6,821.2,64.4,4.8,61.3,65.8
인천광역시,201204,2311.2,1508.3,1437.7,70.6,802.8,65.3,4.7,62.2,66.2
인천광역시,201205,2315.4,1514.1,1444.7,69.4,801.2,65.4,4.6,62.4,66.1
인천광역시,201206,2318.6,1519.0,1450.2,68.9,799.6,65.5,4.5,62.5,66.3
인천광역시,201207,2322.3,1520.7,1451.2,69.5,801.5,65.5,4.6,62.5,66.5
인천광역시,201208,2325.6,1497.4,1429.9,67.5,828.1,64.4,4.5,61.5,65.6
인천광역시,201209,2328.7,1495.8,1435.9,59.9,832.9,64.2,4.0,61.7,65.7
인천광역시,201210,2331.8,1508.6,1451.1,57.5,823.2,64.7,3.8,62.2,66.5
인천광역시,201211,2335.5,1508.2,1452.3,55.9,827.3,64.6,3.7,62.2,66.5
인천광역시,201212,2340.7,1492.4,1423.6,68.8,848.4,63.8,4.6,60.8,65.3
인천광역시,201301,2343.6,1472.7,1389.4,83.2,870.9,62.8,5.6,59.3,64.0
인천광역시,201302,2347.5,1472.7,1387.1,85.6,874.8,62.7,5.8,59.1,63.6
인천광역시,201303,2350.6,1494.8,1430.7,64.1,855.7,63.6,4.3,60.9,65.1
인천광역시,201304,2354.0,1514.9,1452.8,62.1,839.1,64.4,4.1,61.7,65.7
인천광역시,201305,2357.6,1517.1,1459.9,57.2,840.5,64.3,3.8,61.9,65.8
인천광역시,201306,2361.4,1524.4,1470.8,53.6,837.0,64.6,3.5,62.3,66.1
인천광역시,201307,2364.9,1523.9,1460.0,63.9,841.1,64.4,4.2,61.7,65.6
인천광역시,201308,2368.3,1524.2,1463.3,60.8,844.1,64.4,4.0,61.8,65.7
인천광역시,201309,2371.7,1526.2,1473.2,53.0,845.5,64.4,3.5,62.1,65.9
인천광역시,201310,2375.1,1533.4,1477.8,55.6,841.7,64.6,3.6,62.2,66.0
인천광역시,201311,2378.7,1514.1,1458.0,56.0,864.6,63.7,3.7,61.3,65.2
인천광역시,201312,2382.2,1510.0,1453.6,56.4,872.1,63.4,3.7,61.0,65.4
인천광역시,201401,2385.3,1524.3,1434.4,90.0,861.0,63.9,5.9,60.1,64.8
인천광역시,201402,2388.9,1526.5,1436.0,90.5,862.4,63.9,5.9,60.1,64.7
인천광역시,201403,2392.2,1535.0,1455.7,79.3,857.2,64.2,5.2,60.9,64.9
인천광역시,201404,2395.5,1556.3,1487.1,69.2,839.2,65.0,4.4,62.1,66.0
인천광역시,201405,2399.0,1568.5,1493.7,74.8,830.4,65.4,4.8,62.3,66.1
인천광역시,201406,2402.4,1564.9,1495.7,69.3,837.4,65.1,4.4,62.3,65.8
인천광역시,201407,2405.1,1569.3,1501.1,68.2,835.8,65.2,4.3,62.4,66.2
인천광역시,201408,2407.7,1549.8,1487.2,62.5,858.0,64.4,4.0,61.8,65.6
인천광역시,201409,2410.1,1551.5,1491.9,59.6,858.6,64.4,3.8,61.9,65.9
인천광역시,201410,2412.2,1535.4,1473.2,62.1,876.9,63.7,4.0,61.1,65.2
인천광역시,201411,2414.7,1539.4,1469.9,69.5,875.3,63.8,4.5,60.9,65.0
인천광역시,201412,2417.0,1509.6,1439.5,70.1,907.4,62.5,4.6,59.6,64.8
인천광역시,201501,2419.4,1522.9,1441.1,81.8,896.5,62.9,5.4,59.6,65.3
인천광역시,201502,2422.0,1533.0,1435.4,97.7,889.0,63.3,6.4,59.3,64.8
인천광역시,201503,2424.4,1545.6,1462.9,82.7,878.8,63.8,5.4,60.3,65.1
인천광역시,201504,2426.9,1568.0,1482.5,85.4,859.0,64.6,5.4,61.1,65.7
인천광역시,201505,2429.4,1585.6,1498.1,87.5,843.8,65.3,5.5,61.7,65.9
인천광역시,201506,2431.8,1584.3,1500.7,83.7,847.5,65.1,5.3,61.7,66.0
인천광역시,201507,2434.3,1582.0,1502.1,80.0,852.3,65.0,5.1,61.7,66.1
인천광역시,201508,2437.0,1565.5,1493.0,72.5,871.5,64.2,4.6,61.3,65.6
인천광역시,201509,2439.7,1583.2,1508.6,74.6,856.5,64.9,4.7,61.8,66.3
인천광역시,201510,2442.2,1580.2,1507.1,73.1,862.0,64.7,4.6,61.7,66.3
인천광역시,201511,2444.8,1587.2,1519.4,67.7,857.6,64.9,4.3,62.1,67.0
인천광역시,201512,2447.5,1562.0,1500.9,61.1,885.5,63.8,3.9,61.3,67.0
인천광역시,201601,2447.4,1566.6,1496.2,70.4,880.7,64.0,4.5,61.1,67.3
인천광역시,201602,2450.1,1585.1,1483.6,101.5,865.0,64.7,6.4,60.6,66.4
인천광역시,201603,2453.0,1588.9,1503.6,85.2,864.1,64.8,5.4,61.3,66.5
인천광역시,201604,2455.6,1605.0,1522.0,83.0,850.6,65.4,5.2,62.0,67.2
인천광역시,201605,2458.5,1617.7,1539.6,78.0,840.8,65.8,4.8,62.6,67.8
인천광역시,201606,2461.0,1617.4,1528.9,88.4,843.7,65.7,5.5,62.1,67.2
인천광역시,201607,2463.2,1629.5,1549.5,80.0,833.7,66.2,4.9,62.9,68.1
인천광역시,201608,2465.0,1605.6,1534.9,70.8,859.4,65.1,4.4,62.3,67.6
인천광역시,201609,2466.9,1598.7,1523.4,75.3,868.2,64.8,4.7,61.8,67.0
인천광역시,201610,2468.8,1597.5,1527.3,70.2,871.3,64.7,4.4,61.9,67.3
인천광역시,201611,2470.7,1592.8,1524.3,68.5,877.9,64.5,4.3,61.7,67.1
인천광역시,201612,2472.6,1574.0,1510.9,63.1,898.6,63.7,4.0,61.1,66.9
인천광역시,201701,2475.0,1575.1,1490.3,84.8,899.8,63.6,5.4,60.2,66.3
인천광역시,201702,2476.9,1604.7,1503.1,101.6,872.3,64.8,6.3,60.7,66.9
인천광역시,201703,2478.9,1601.2,1519.4,81.9,877.7,64.6,5.1,61.3,67.0
인천광역시,201704,2480.8,1607.4,1522.9,84.5,873.4,64.8,5.3,61.4,67.2
인천광역시,201705,2483.0,1625.4,1548.3,77.0,857.6,65.5,4.7,62.4,67.9
인천광역시,201706,2484.6,1619.9,1548.8,71.1,864.7,65.2,4.4,62.3,67.9
인천광역시,201707,2486.2,1612.3,1546.1,66.2,873.9,64.8,4.1,62.2,67.7
인천광역시,201708,2487.9,1593.9,1522.0,72.0,894.0,64.1,4.5,61.2,66.8
인천광역시,201709,2489.4,1610.2,1540.3,69.9,879.3,64.7,4.3,61.9,67.3
인천광역시,201710,2491.5,1621.8,1560.2,61.6,869.6,65.1,3.8,62.6,68.1
인천광역시,201711,2493.3,1610.4,1549.1,61.4,882.9,64.6,3.8,62.1,67.5
인천광역시,201712,2494.9,1604.1,1539.1,65.0,890.8,64.3,4.1,61.7,67.5
인천광역시,201801,2495.6,1608.9,1538.1,70.8,886.6,64.5,4.4,61.6,68.1
인천광역시,201802,2496.6,1629.0,1545.7,83.2,867.7,65.2,5.1,61.9,68.2
인천광역시,201803,2497.0,1651.1,1568.7,82.3,845.9,66.1,5.0,62.8,68.5
인천광역시,201804,2498.2,1642.2,1561.8,80.4,856.0,65.7,4.9,62.5,67.8
인천광역시,201805,2499.1,1662.8,1587.2,75.6,836.4,66.5,4.5,63.5,69.0
인천광역시,201806,2500.2,1661.2,1595.0,66.1,839.0,66.4,4.0,63.8,69.2
인천광역시,201807,2502.5,1655.8,1591.1,64.7,846.7,66.2,3.9,63.6,69.3
인천광역시,201808,2504.7,1640.1,1570.1,69.9,864.6,65.5,4.3,62.7,68.2
인천광역시,201809,2507.0,1640.0,1577.7,62.3,867.0,65.4,3.8,62.9,68.5
인천광역시,201810,2509.2,1643.3,1581.1,62.2,865.9,65.5,3.8,63.0,68.6
인천광역시,201811,2511.3,1651.5,1590.4,61.1,859.8,65.8,3.7,63.3,69.1
인천광역시,201812,2513.9,1648.9,1587.2,61.7,865.0,65.6,3.7,63.1,69.3
인천광역시,201901,2514.9,1620.2,1547.1,73.1,894.6,64.4,4.5,61.5,68.2
인천광역시,201902,2519.3,1643.8,1555.6,88.2,875.4,65.2,5.4,61.7,68.2
인천광역시,201903,2521.6,1650.7,1571.2,79.5,870.9,65.5,4.8,62.3,68.1
인천광역시,201904,2524.3,1664.7,1583.0,81.6,859.7,65.9,4.9,62.7,68.7
인천광역시,201905,2526.0,1663.4,1594.6,68.8,862.6,65.9,4.1,63.1,68.7
인천광역시,201906,2528.9,1678.0,1598.8,79.2,850.8,66.4,4.7,63.2,68.8
인천광역시,201907,2530.9,1663.2,1582.0,81.2,867.7,65.7,4.9,62.5,68.1
인천광역시,201908,2532.0,1645.6,1582.4,63.2,886.4,65.0,3.8,62.5,68.0
인천광역시,201909,2533.7,1650.2,1592.5,57.7,883.5,65.1,3.5,62.9,68.4
인천광역시,201910,2535.4,1647.8,1584.4,63.4,887.6,65.0,3.8,62.5,68.1
인천광역시,201911,2536.9,1657.6,1593.3,64.3,879.3,65.3,3.9,62.8,68.4
인천광역시,201912,2539.1,1648.3,1585.5,62.8,890.8,64.9,3.8,62.4,68.4
인천광역시,202001,2539.0,1623.9,1551.6,72.4,915.0,64.0,4.5,61.1,67.4
인천광역시,202002,2540.5,1634.1,1565.7,68.4,906.3,64.3,4.2,61.6,67.5
인천광역시,202003,2540.9,1624.3,1540.9,83.4,916.6,63.9,5.1,60.6,66.0
인천광역시,202004,2541.3,1626.4,1546.2,80.2,914.9,64.0,4.9,60.8,66.3
인천광역시,202005,2542.7,1648.6,1570.5,78.2,894.0,64.8,4.7,61.8,67.1
인천광역시,202006,2543.4,1648.4,1565.5,82.8,895.0,64.8,5.0,61.6,66.8
인천광역시,202007,2544.2,1640.6,1571.4,69.2,903.6,64.5,4.2,61.8,67.1
인천광역시,202008,2544.8,1634.6,1576.0,58.6,910.2,64.2,3.6,61.9,67.4
인천광역시,202009,2545.4,1633.5,1561.5,72.0,911.9,64.2,4.4,61.3,66.5
인천광역시,202010,2546.4,1632.7,1560.6,72.1,913.7,64.1,4.4,61.3,66.5
인천광역시,202011,2547.8,1643.8,1573.8,70.0,904.1,64.5,4.3,61.8,67.5
인천광역시,202012,2549.4,1618.9,1533.1,85.8,930.4,63.5,5.3,60.1,66.6
인천광역시,202101,2550.3,1604.6,1505.1,99.4,945.8,62.9,6.2,59.0,66.1
인천광역시,202102,2549.4,1618.6,1539.2,79.4,930.8,63.5,4.9,60.4,66.4
인천광역시,202103,2548.6,1634.0,1549.5,84.6,914.5,64.1,5.2,60.8,66.8
인천광역시,202104,2547.8,1646.7,1561.7,85.0,901.1,64.6,5.2,61.3,67.3
인천광역시,202105,2547.0,1667.2,1585.2,82.0,879.8,65.5,4.9,62.2,68.0
인천광역시,202106,2546.1,1648.2,1577.7,70.6,897.9,64.7,4.3,62.0,67.6
인천광역시,202107,2546.8,1632.7,1565.8,66.9,914.2,64.1,4.1,61.5,67.1
인천광역시,202108,2547.2,1623.8,1577.6,46.2,923.3,63.7,2.8,61.9,67.6
인천광역시,202109,2547.8,1623.4,1581.3,42.1,924.4,63.7,2.6,62.1,67.8
인천광역시,202110,2548.7,1619.7,1578.9,40.8,929.0,63.6,2.5,61.9,67.9
인천광역시,202111,2550.1,1620.5,1590.7,29.8,929.6,63.5,1.8,62.4,68.5
인천광역시,202112,2551.0,1604.3,1541.6,62.7,946.7,62.9,3.9,60.4,67.9
인천광역시,202201,2555.1,1607.6,1527.8,79.8,947.5,62.9,5.0,59.8,67.3
인천광역시,202202,2558.9,1632.9,1575.6,57.3,926.0,63.8,3.5,61.6,68.3
인천광역시,202203,2562.3,1630.7,1580.6,50.1,931.7,63.6,3.1,61.7,68.4
인천광역시,202204,2566.2,1644.7,1589.8,54.9,921.5,64.1,3.3,62.0,68.6
인천광역시,202205,2569.9,1684.1,1619.7,64.4,885.7,65.5,3.8,63.0,69.7
인천광역시,202206,2573.1,1691.8,1632.4,59.4,881.3,65.7,3.5,63.4,70.1
인천광역시,202207,2576.5,1694.5,1638.9,55.6,882.0,65.8,3.3,63.6,70.1
인천광역시,202208,2580.1,1678.3,1634.2,44.1,901.8,65.0,2.6,63.3,69.8
인천광역시,202209,2583.8,1689.9,1643.1,46.9,893.9,65.4,2.8,63.6,70.1
광주광역시,199906,1017.0,575.0,525.0,50.0,441.0,56.5,8.7,51.6,54.0
광주광역시,199907,1019.0,583.0,531.0,51.0,436.0,57.2,8.7,52.1,54.6
광주광역시,199908,1020.0,576.0,529.0,46.0,444.0,56.5,8.0,51.9,54.2
광주광역시,199909,1022.0,582.0,540.0,42.0,440.0,56.9,7.2,52.8,55.3
광주광역시,199910,1023.0,583.0,543.0,41.0,440.0,57.0,7.0,53.1,55.4
광주광역시,199911,1025.0,583.0,547.0,36.0,441.0,56.9,6.2,53.4,55.8
광주광역시,199912,1026.0,588.0,548.0,40.0,438.0,57.3,6.8,53.4,55.8
광주광역시,200001,1027.9,575.8,534.0,41.8,452.1,56.0,7.3,52.0,54.4
광주광역시,200002,1029.4,579.9,538.6,41.3,449.5,56.3,7.1,52.3,54.9
광주광역시,200003,1030.9,586.4,545.8,40.6,444.5,56.9,6.9,52.9,55.4
광주광역시,200004,1032.5,593.0,553.7,39.3,439.5,57.4,6.6,53.6,56.1
광주광역시,200005,1034.3,594.2,551.8,42.4,440.1,57.4,7.1,53.4,55.8
광주광역시,200006,1036.0,598.1,560.4,37.7,437.9,57.7,6.3,54.1,56.5
광주광역시,200007,1037.4,603.1,565.4,37.6,434.4,58.1,6.2,54.5,56.9
광주광역시,200008,1039.2,591.9,555.0,36.9,447.3,57.0,6.2,53.4,55.8
광주광역시,200009,1040.8,592.6,555.7,36.8,448.3,56.9,6.2,53.4,55.7
광주광역시,200010,1042.4,597.0,562.5,34.5,445.4,57.3,5.8,54.0,56.5
광주광역시,200011,1043.8,598.2,562.8,35.4,445.6,57.3,5.9,53.9,56.5
광주광역시,200012,1045.5,595.8,555.9,39.9,449.7,57.0,6.7,53.2,55.8
광주광역시,200101,1046.7,585.6,545.3,40.3,461.1,55.9,6.9,52.1,54.7
광주광역시,200102,1048.0,588.5,546.6,41.9,459.5,56.2,7.1,52.2,54.8
광주광역시,200103,1049.3,597.6,559.4,38.1,451.8,57.0,6.4,53.3,55.8
광주광역시,200104,1050.6,604.9,574.9,30.1,445.6,57.6,5.0,54.7,57.1
광주광역시,200105,1052.0,616.3,586.0,30.3,435.7,58.6,4.9,55.7,58.1
광주광역시,200106,1053.6,619.5,589.2,30.3,434.1,58.8,4.9,55.9,58.4
광주광역시,200107,1055.2,620.1,592.2,27.9,435.1,58.8,4.5,56.1,58.6
광주광역시,200108,1056.8,608.9,582.7,26.2,447.9,57.6,4.3,55.1,57.6
광주광역시,200109,1058.2,615.7,588.4,27.3,442.5,58.2,4.4,55.6,58.1
광주광역시,200110,1059.7,622.2,597.0,25.1,437.5,58.7,4.0,56.3,58.7
광주광역시,200111,1061.3,618.2,592.4,25.8,443.1,58.2,4.2,55.8,58.3
광주광역시,200112,1062.6,623.0,595.4,27.5,439.7,58.6,4.4,56.0,58.6
광주광역시,200201,1064.3,627.9,600.0,27.9,436.4,59.0,4.4,56.4,59.1
광주광역시,200202,1065.9,627.8,600.5,27.3,438.1,58.9,4.3,56.3,59.0
광주광역시,200203,1067.3,622.1,595.6,26.5,445.2,58.3,4.3,55.8,58.4
광주광역시,200204,1068.7,628.9,605.4,23.6,439.8,58.8,3.8,56.6,59.1
광주광역시,200205,1070.1,632.4,608.3,24.1,437.7,59.1,3.8,56.8,59.4
광주광역시,200206,1071.6,633.9,610.6,23.3,437.6,59.2,3.7,57.0,59.6
광주광역시,200207,1073.0,636.7,610.6,26.1,436.3,59.3,4.1,56.9,59.6
광주광역시,200208,1074.1,632.3,608.5,23.8,441.9,58.9,3.8,56.7,59.2
광주광역시,200209,1075.2,630.2,610.5,19.6,445.1,58.6,3.1,56.8,59.4
광주광역시,200210,1076.6,633.5,610.6,22.9,443.1,58.8,3.6,56.7,59.4
광주광역시,200211,1077.5,631.1,608.3,22.7,446.5,58.6,3.6,56.5,59.1
광주광역시,200212,1078.7,639.9,616.0,23.9,438.8,59.3,3.7,57.1,59.9
광주광역시,200301,1080.1,629.8,602.2,27.6,450.3,58.3,4.4,55.8,58.8
광주광역시,200302,1081.3,618.8,587.6,31.2,462.6,57.2,5.0,54.3,57.6
광주광역시,200303,1082.5,620.9,588.8,32.1,461.6,57.4,5.2,54.4,57.4
광주광역시,200304,1083.8,624.0,594.4,29.6,459.8,57.6,4.7,54.8,57.8
광주광역시,200305,1085.2,626.6,592.7,33.9,458.6,57.7,5.4,54.6,57.6
광주광역시,200306,1086.3,628.3,601.3,27.0,458.0,57.8,4.3,55.4,58.4
광주광역시,200307,1087.6,628.9,598.7,30.2,458.7,57.8,4.8,55.0,58.0
광주광역시,200308,1088.7,621.0,593.3,27.7,467.8,57.0,4.5,54.5,57.5
광주광역시,200309,1089.9,623.4,598.8,24.6,466.5,57.2,3.9,54.9,57.9
광주광역시,200310,1091.1,618.4,592.7,25.8,472.7,56.7,4.2,54.3,57.2
광주광역시,200311,1092.2,626.4,597.4,28.9,465.8,57.4,4.6,54.7,57.7
광주광역시,200312,1093.4,633.2,604.2,28.9,460.3,57.9,4.6,55.3,58.4
광주광역시,200401,1094.9,632.0,600.9,31.1,462.9,57.7,4.9,54.9,58.0
광주광역시,200402,1096.0,632.6,602.6,29.9,463.5,57.7,4.7,55.0,58.1
광주광역시,200403,1097.2,631.2,600.5,30.7,466.0,57.5,4.9,54.7,57.6
광주광역시,200404,1098.3,634.4,604.5,29.9,463.9,57.8,4.7,55.0,58.0
광주광역시,200405,1099.5,638.0,611.5,26.5,461.5,58.0,4.2,55.6,58.6
광주광역시,200406,1100.8,638.7,612.6,26.1,462.0,58.0,4.1,55.7,58.5
광주광역시,200407,1101.8,647.0,618.3,28.7,454.8,58.7,4.4,56.1,59.1
광주광역시,200408,1102.5,628.3,601.4,26.9,474.2,57.0,4.3,54.5,57.6
광주광역시,200409,1103.0,638.2,615.4,22.8,464.9,57.9,3.6,55.8,59.0
광주광역시,200410,1103.6,642.9,618.9,24.0,460.7,58.3,3.7,56.1,59.2
광주광역시,200411,1104.1,640.0,615.1,24.9,464.1,58.0,3.9,55.7,58.8
광주광역시,200412,1104.5,645.7,620.2,25.5,458.8,58.5,3.9,56.2,59.4
광주광역시,200501,1105.0,640.1,612.3,27.9,464.8,57.9,4.4,55.4,58.7
광주광역시,200502,1105.7,642.8,610.5,32.2,462.9,58.1,5.0,55.2,58.4
광주광역시,200503,1106.2,649.2,613.6,35.5,457.0,58.7,5.5,55.5,58.8
광주광역시,200504,1106.8,652.9,620.4,32.4,453.9,59.0,5.0,56.1,59.4
광주광역시,200505,1107.3,650.4,623.8,26.6,456.9,58.7,4.1,56.3,59.7
광주광역시,200506,1107.9,651.3,624.2,27.1,456.6,58.8,4.2,56.3,59.7
광주광역시,200507,1108.6,655.7,629.5,26.2,452.9,59.1,4.0,56.8,60.3
광주광역시,200508,1109.4,647.0,620.5,26.5,462.5,58.3,4.1,55.9,59.5
광주광역시,200509,1110.3,652.0,624.6,27.4,458.3,58.7,4.2,56.3,59.8
광주광역시,200510,1111.2,654.2,627.3,26.9,457.0,58.9,4.1,56.5,60.1
광주광역시,200511,1112.0,655.6,629.3,26.3,456.4,59.0,4.0,56.6,60.2
광주광역시,200512,1112.7,644.2,619.3,24.9,468.5,57.9,3.9,55.7,59.2
광주광역시,200601,1112.7,637.4,610.4,26.9,475.4,57.3,4.2,54.9,58.6
광주광역시,200602,1113.6,638.8,606.4,32.3,474.8,57.4,5.1,54.5,58.2
광주광역시,200603,1114.3,646.2,617.8,28.3,468.2,58.0,4.4,55.4,59.2
