거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"110,000",,1988,2020,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,5,1,11470-121,71.64,,326,11470,6,,
"45,500",,2004,2020,중앙로29길,00064,00000,11470,01,0,4142369,신정동,1219,0001,11470,10100,1,신일해피트리,5,1,11470-185,69.66,,1219-1,11470,3,,
"80,500",,1992,2020,신목로,00009,00000,11470,01,0,3114009,신정동,0334,0000,11470,10100,1,쌍용,5,1,11470-142,84.63,,334,11470,12,,
"89,000",,1987,2020,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,5,4,11470-119,53.82,,311,11470,7,,
"89,900",,1987,2020,목동동로,00100,00000,11470,01,0,3114001,신정동,0327,0000,11470,10100,1,목동신시가지13,5,6,11470-122,53.9,,327,11470,8,,
"89,000",,2010,2020,목동남로2길,00060,00007,11470,01,0,4142093,신정동,1314,0000,11470,10100,1,중앙하이츠,5,6,11470-4443,134.98,,1314,11470,14,,
"117,000",,1987,2020,목동동로,00100,00000,11470,01,0,3114001,신정동,0327,0000,11470,10100,1,목동신시가지13,5,7,11470-122,70.73,,327,11470,9,,
"82,000",,2000,2020,목동남로4길,00006,00023,11470,01,0,4142095,신정동,0337,0000,11470,10100,1,목동우성2,5,7,11470-126,84.96,,337,11470,9,,
"87,000",,1992,2020,신목로2길,00011,00000,11470,01,0,4142233,신정동,0336,0000,11470,10100,1,청구,5,8,11470-147,84.99,,336,11470,8,,
"85,500",,1988,2020,목동동로,00010,00000,11470,01,0,3114001,신정동,0325,0000,11470,10100,1,목동신시가지11,5,9,11470-120,51.48,,325,11470,10,,
"61,000",,2011,2020,신정이펜2로,00055,00000,11470,01,0,3114018,신정동,1322,0000,11470,10100,1,이펜하우스2단지,5,9,11470-4576,84.51,,1322,11470,6,,
"51,800",,2003,2020,은행정로6길,00006,00000,11470,01,0,4142349,신정동,1019,0004,11470,10100,1,동림,5,9,11470-234,74.3,,1019-4,11470,6,,
"63,000",,2004,2020,목동로21길,00009,00000,11470,01,0,4142112,신정동,0990,0015,11470,10100,1,제일에비앙102동,5,9,11470-230,98.24,,990-15,11470,5,,
