거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"40,000",중개거래,1996,2022,오목로35길,00002,00000,11470,01,0,4142294,신정동,0917,0010,11470,10100,1,장미,7,2,11470-341,70.91,서울 양천구,917-10,11470,4,,
"145,000",중개거래,2019,2022,목동남로4길,00080,00000,11470,00,0,4142095,신정동,1325,0000,11470,10100,1,목동파크자이(101동~108동),7,6,11470-5547,84.977,서울 양천구,1325,11470,2,,
"62,500",중개거래,2005,2022,목동로9길,00025,00000,11470,01,0,4142119,신정동,1013,0015,11470,10100,1,서일해오름101,7,7,11470-3926,84.63,서울 양천구,1013-15,11470,4,,
"59,500",중개거래,2002,2022,오목로23길,00031,00000,11470,01,0,4142285,신정동,0938,0007,11470,10100,1,동원데쟈뷰,7,8,11470-169,84.43,서울 양천구,938-7,11470,8,,
"54,000",중개거래,2002,2022,신정중앙로17길,00014,00000,11470,01,0,4142268,신정동,0891,0001,11470,10100,1,밀레스트,7,9,11470-159,70.711,서울 양천구,891-1,11470,4,,
"95,000",중개거래,2006,2022,목동남로2길,00060,00030,11470,01,0,4142093,신정동,1306,0000,11470,10100,1,세양청마루,7,17,11470-4015,84.98,서울 구로구,1306,11470,9,,
"110,000",중개거래,2021,2022,오목로,00212,00000,11470,01,0,3114014,신정동,0988,0005,11470,10100,1,중앙하이츠목동펠리시티,7,17,11470-5733,65.92,서울 양천구,988-5,11470,13,,
"66,000",중개거래,2000,2022,신정로,00260,00000,11470,01,0,3005066,신정동,1277,0000,11470,10100,1,신트리4,7,19,11470-140,48.96,서울 양천구,1277,11470,4,,
"254,000",중개거래,2006,2022,오목로,00300,00000,11470,02,0,3114014,목동,0961,0000,11470,10200,1,하이페리온2,7,12,11470-4045,136.082,서울 양천구,961,11470,23,,
"115,000",직거래,1997,2022,목동동로,00258,00000,11470,02,0,3114001,목동,0934,0000,11470,10200,1,금호1,7,13,11470-6,84.96,,934,11470,22,,
"280,000",중개거래,1986,2022,목동서로,00100,00000,11470,02,0,3114003,목동,0903,0000,11470,10200,1,목동신시가지3,7,25,11470-19,145.13,서울 양천구,903,11470,1,,
"160,000",중개거래,1986,2022,목동서로,00130,00000,11470,02,0,3114003,목동,0904,0000,11470,10200,1,목동신시가지4,7,26,11470-20,67.58,서울 양천구,904,11470,4,,
"142,000",중개거래,1986,2022,목동서로,00130,00000,11470,02,0,3114003,목동,0904,0000,11470,10200,1,목동신시가지4,7,26,11470-20,47.25,서울 양천구,904,11470,3,,
"165,500",중개거래,1986,2022,목동서로,00130,00000,11470,02,0,3114003,목동,0904,0000,11470,10200,1,목동신시가지4,7,27,11470-20,65.34,서울 양천구,904,11470,8,,
"39,800",중개거래,2002,2022,월정로,00214,00000,11470,01,0,3005067,신월동,0087,0021,11470,10300,1,흥양훼미리,7,4,11470-104,83.97,서울 양천구,87-21,11470,2,,
"48,000",중개거래,1987,2022,지양로,00101,00000,11470,01,0,3114013,신월동,0341,0001,11470,10300,1,길훈,7,5,11470-67,49.77,서울 양천구,341-1,11470,4,,
"52,500",중개거래,2003,2022,남부순환로67길,00015,00000,11470,01,0,4142058,신월동,0416,0001,11470,10300,1,보람쉬움1,7,8,11470-194,58.15,서울 양천구,416-1,11470,2,,
"36,000",중개거래,1993,2022,곰달래로1길,00050,00000,11470,01,0,4142017,신월동,0140,0023,11470,10300,1,은하아파트,7,11,11470-283,79.79,서울 양천구,140-23,11470,4,,
"40,000",중개거래,2019,2022,중앙로55길,00056,00000,11470,00,0,4142391,신월동,0461,0005,11470,10300,1,양천홈타운2차아파트,7,12,11470-5604,43.48,서울 양천구,461-5,11470,7,,
"123,000",중개거래,2020,2022,남부순환로83길,00018,00000,11470,01,,4142070,신월동,1076,0000,11470,10300,1,목동센트럴아이파크위브2단지,7,18,11470-5628,84.96,"서울 성북구, 서울 양천구",1076,11470,21,,
"36,000",중개거래,1992,2022,곰달래로11길,00032,00000,11470,01,0,4142014,신월동,0113,0014,11470,10300,1,정원,7,22,11470-351,72.36,서울 양천구,113-14,11470,2,,
"36,000",직거래,2016,2022,가로공원로56길,00010,00000,11470,01,0,4142002,신월동,0142,0014,11470,10300,1,금하뜨라네,7,29,11470-4322,84.94,,142-14,11470,4,,
