거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"63,000",중개거래,2005,2022,은행정로7길,00014,00000,11470,01,0,4142350,신정동,0979,0034,11470,10100,1,신세계하이츠,5,1,11470-205,75.53,서울 양천구,979-34,11470,2,,
"113,000",중개거래,2000,2022,목동남로4길,00006,00023,11470,01,0,4142095,신정동,0337,0000,11470,10100,1,목동우성2,5,2,11470-126,84.96,서울 양천구,337,11470,4,,
"156,800",중개거래,2019,2022,목동남로4길,00080,00000,11470,00,0,4142095,신정동,1325,0000,11470,10100,1,목동파크자이(101동~108동),5,2,11470-5547,84.993,서울 양천구,1325,11470,10,,
"113,000",중개거래,2000,2022,목동남로4길,00006,00023,11470,01,0,4142095,신정동,0337,0000,11470,10100,1,목동우성2,5,2,11470-126,84.96,서울 양천구,337,11470,4,22.05.16,O
"67,000",중개거래,2001,2022,신정로11길,00063,00000,11470,01,0,4142256,신정동,1283,0000,11470,10100,1,푸른마을3,5,5,11470-151,59.91,서울 양천구,1283,11470,3,,
"92,500",중개거래,2002,2022,신정로7길,00060,00007,11470,01,0,4142262,신정동,1285,0000,11470,10100,1,푸른마을4,5,5,11470-170,84.81,서울 양천구,1285,11470,5,,
"201,000",중개거래,1987,2022,목동동로,00100,00000,11470,01,0,3114001,신정동,0327,0000,11470,10100,1,목동신시가지13,5,7,11470-122,98.63,서울 양천구,327,11470,10,,
"111,000",중개거래,2005,2022,신정로11길,00020,00000,11470,01,0,4142256,신정동,1311,0000,11470,10100,1,동일하이빌2단지,5,7,11470-3928,84.955,서울 양천구,1311,11470,6,,
"160,000",중개거래,1987,2022,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,5,7,11470-125,71.37,서울 양천구,312,11470,11,,
"120,000",중개거래,1988,2022,목동동로,00010,00000,11470,01,0,3114001,신정동,0325,0000,11470,10100,1,목동신시가지11,5,9,11470-120,51.48,서울 양천구,325,11470,10,,
"164,000",중개거래,1987,2022,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,5,12,11470-119,70.2,서울 양천구,311,11470,7,,
"88,000",중개거래,2006,2022,목동로29길,00007,00000,11470,01,0,4142116,신정동,1308,0000,11470,10100,1,동원로데오(1308),5,12,11470-3993,84.2,"서울 관악구, 서울 양천구",1308,11470,12,,
"59,700",중개거래,2003,2022,오목로,00135,00000,11470,01,0,3114014,신정동,0929,0026,11470,10100,1,영림,5,14,11470-226,91.54,서울 양천구,929-26,11470,2,,
"129,000",중개거래,1987,2022,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,5,20,11470-123,55.02,서울 양천구,329,11470,15,,
"84,500",중개거래,2001,2022,신정로11길,00063,00000,11470,01,0,4142256,신정동,1283,0000,11470,10100,1,푸른마을3,5,21,11470-151,84.93,서울 양천구,1283,11470,3,,
"76,000",중개거래,2000,2022,신정로14길,00006,00000,11470,01,0,4142259,신정동,1293,0000,11470,10100,1,학마을1단지,5,21,11470-153,59.98,서울 양천구,1293,11470,9,,
"127,100",중개거래,1988,2022,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,5,27,11470-121,53.46,서울 양천구,326,11470,3,,
"135,000",직거래,2003,2022,신목로,00043,00000,11470,01,0,3114009,신정동,1300,0000,11470,10100,1,명지해드는터,5,27,11470-184,84.98,,1300,11470,15,,
"136,000",중개거래,1987,2022,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,5,28,11470-125,53.82,서울 양천구,312,11470,9,,
"105,300",중개거래,1995,2022,신목로,00023,00000,11470,01,0,3114009,신정동,1252,0000,11470,10100,1,현대,5,29,11470-154,84.84,서울 양천구,1252,11470,9,,
"79,000",중개거래,1999,2022,신정로,00293,00000,11470,01,0,3005066,신정동,1259,0000,11470,10100,1,신트리1,5,30,11470-138,49.8,서울 양천구,1259,11470,14,,
"243,000",중개거래,2006,2022,오목로,00300,00000,11470,02,0,3114014,목동,0961,0000,11470,10200,1,하이페리온2,5,3,11470-4045,155.586,"경기 부천시, 서울 양천구",961,11470,11,,
"138,500",중개거래,1986,2022,목동서로,00130,00000,11470,02,0,3114003,목동,0904,0000,11470,10200,1,목동신시가지4,5,9,11470-20,47.25,서울 양천구,904,11470,11,,
"180,000",중개거래,2005,2022,목동중앙북로,00038,00000,11470,01,0,3114007,목동,0956,0000,11470,10200,1,롯데캐슬위너,5,11,11470-206,145.74,서울 양천구,956,11470,4,,
"169,800",중개거래,1986,2022,목동서로,00100,00000,11470,02,0,3114003,목동,0903,0000,11470,10200,1,목동신시가지3,5,15,11470-19,64.98,서울 양천구,903,11470,15,,
"42,000",중개거래,2016,2022,목동중앙본로28길,00010,00000,11470,01,0,4142169,목동,0555,0004,11470,10200,1,CG아름채목동아파트,5,15,11470-5215,46.797,서울 양천구,555-4,11470,4,,
"104,500",중개거래,2000,2022,목동중앙로,00067,00000,11470,01,0,3114005,목동,0763,0001,11470,10200,1,목동성원,5,17,11470-15,59.85,서울 양천구,763-1,11470,13,,
"44,900",중개거래,2019,2022,목동중앙북로,00068,00000,11470,00,0,3114007,목동,0966,0000,11470,10200,1,목동에버하임,5,17,11470-5595,39.82,"서울 강서구, 서울 양천구",966,11470,5,,
"163,500",중개거래,1997,2022,목동서로2길,00022,00000,11470,01,0,4142122,목동,0929,0000,11470,10200,1,목동청구한신아파트,5,17,11470-46,84.77,서울 양천구,929,11470,4,,
"165,000",중개거래,1985,2022,목동서로,00038,00000,11470,02,0,3114003,목동,0901,0000,11470,10200,1,목동신시가지1,5,19,11470-17,66,서울 양천구,901,11470,8,,
"90,000",중개거래,2006,2022,목동중앙본로5길,00026,00000,11470,01,0,4142177,목동,0743,0019,11470,10200,1,상진지오밸리가동,5,19,11470-4003,105.73,서울 양천구,743-19,11470,1,22.08.09,O
"176,000",중개거래,2006,2022,목동중앙로7길,00032,00000,11470,01,0,4142154,목동,0950,0000,11470,10200,1,목동이-편한세상,5,21,11470-4014,134.77,서울 양천구,950,11470,6,,
"137,500",중개거래,1998,2022,목동중앙본로,00010,00000,11470,01,0,3114006,목동,0752,0001,11470,10200,1,극동늘푸른,5,26,11470-4,114.65,서울 양천구,752-1,11470,12,22.08.16,O
"46,500",중개거래,1998,2022,오목로7길,00025,00000,11470,01,0,4142309,신월동,0429,0001,11470,10300,1,성우,5,5,11470-80,59.97,"서울 강서구, 서울 양천구",429-1,11470,6,,
"54,000",중개거래,2003,2022,남부순환로67길,00015,00000,11470,01,0,4142058,신월동,0416,0001,11470,10300,1,보람쉬움1,5,5,11470-194,58.15,서울 양천구,416-1,11470,1,,
"47,500",중개거래,2001,2022,월정로,00050,00000,11470,01,0,3005067,신월동,0446,0002,11470,10300,1,청솔,5,5,11470-95,83.37,서울 양천구,446-2,11470,6,,
"128,000",중개거래,2020,2022,남부순환로83길,00017,00000,11470,01,,4142070,신월동,1075,0000,11470,10300,1,목동센트럴아이파크위브1단지,5,7,11470-5627,84.98,서울 영등포구,1075,11470,4,,
"51,500",중개거래,2015,2022,중앙로,00311,00000,11470,02,0,3005068,신월동,0500,0021,11470,10300,1,리슈리안,5,9,11470-5160,51.65,서울 양천구,500-21,11470,6,,
"45,000",중개거래,2004,2022,오목로4길,00005,00000,11470,01,0,4142303,신월동,0519,0012,11470,10300,1,삼종레이빌101동,5,13,11470-307,77.25,서울 양천구,519-12,11470,4,,
"59,900",중개거래,1988,2022,신월로,00099,00000,11470,02,0,3114010,신월동,0987,0001,11470,10300,1,신월시영,5,14,11470-83,43.2,서울 양천구,987-1,11470,12,,
"52,000",중개거래,1987,2022,지양로,00101,00000,11470,01,0,3114013,신월동,0341,0001,11470,10300,1,길훈,5,15,11470-67,49.77,서울 양천구,341-1,11470,3,,
