거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"63,000",,2000,2019,목동남로4길,00006,00023,11470,01,0,4142095,신정동,0337,0000,11470,10100,1,목동우성2,8,3,11470-126,84.96,,337,11470,14,,
"57,000",,2016,2019,신정로,00110,00000,11470,00,0,3005066,신정동,1324,0000,11470,10100,1,신정숲속마을,8,3,11470-5318,84.99,,1324,11470,2,,
"52,500",,2005,2019,오목로50길,00017,00000,11470,01,0,4142304,신정동,0995,0003,11470,10100,1,휘버스,8,3,11470-3957,83.63,,995-3,11470,7,,
"81,000",,2005,2019,신정로11길,00020,00000,11470,01,0,4142256,신정동,1311,0000,11470,10100,1,동일하이빌2단지,8,3,11470-3928,115.321,,1311,11470,22,,
"56,500",,2002,2019,신정로7길,00060,00007,11470,01,0,4142262,신정동,1285,0000,11470,10100,1,푸른마을4,8,3,11470-170,84.99,,1285,11470,7,,
"53,500",,2011,2019,신정이펜2로,00055,00000,11470,01,0,3114018,신정동,1322,0000,11470,10100,1,이펜하우스2단지,8,4,11470-4576,84.51,,1322,11470,6,,
"104,000",,1987,2019,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,8,5,11470-119,70.2,,311,11470,8,,
"81,000",,2000,2019,목동남로4길,00006,00023,11470,01,0,4142095,신정동,0337,0000,11470,10100,1,목동우성2,8,5,11470-126,113.91,,337,11470,7,,
"100,500",,1987,2019,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,8,6,11470-119,70.2,,311,11470,4,,
"71,500",,2005,2019,신정로11길,00020,00000,11470,01,0,4142256,신정동,1311,0000,11470,10100,1,동일하이빌2단지,8,6,11470-3928,84.955,,1311,11470,3,,
