거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"75,000",,1988,2019,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,6,1,11470-121,53.46,,326,11470,13,,
"34,000",,2009,2019,신정중앙로,00024,00000,11470,01,0,3114011,신정동,0926,0004,11470,10100,1,동양부로미(926-4),6,1,11470-4342,67.22,,926-4,11470,10,,
"94,300",,2004,2019,목동동로10길,00016,00006,11470,01,0,4142096,신정동,1307,0000,11470,10100,1,경남아너스빌,6,1,11470-247,96.17,,1307,11470,17,,
"64,700",,2000,2019,신정로,00290,00000,11470,01,0,3005066,신정동,1276,0000,11470,10100,1,신트리3,6,1,11470-139,84.25,,1276,11470,5,,
"138,000",,1987,2019,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,6,1,11470-125,106.93,,312,11470,12,,
"179,000",,1987,2019,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,6,1,11470-125,156.84,,312,11470,15,,
"103,000",,1987,2019,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,6,1,11470-124,71.77,,314,11470,8,,
"148,000",,1987,2019,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,6,1,11470-123,129.33,,329,11470,7,,
"78,000",,1987,2019,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,6,1,11470-123,55.02,,329,11470,3,,
"98,000",,1987,2019,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,6,1,11470-123,71.37,,329,11470,13,,
"95,400",,1987,2019,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,6,2,11470-125,71.37,,312,11470,4,,
"69,500",,1992,2019,신목로5길,00009,00000,11470,01,0,4142235,신정동,0333,0000,11470,10100,1,대림,6,3,11470-117,84.71,,333,11470,9,,
"77,500",,2003,2019,목동서로,00397,00000,11470,01,0,3114003,신정동,0324,0007,11470,10100,1,대림아크로빌,6,3,11470-166,113.1,,324-7,11470,13,,
"66,000",,1999,2019,신정로,00300,00000,11470,01,0,3005066,신정동,1273,0000,11470,10100,1,신정현대5,6,3,11470-137,85.26,,1273,11470,18,,
"149,700",,1987,2019,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,6,3,11470-125,126.53,,312,11470,9,,
"81,800",,1987,2019,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,6,3,11470-124,54.94,,314,11470,17,,
"80,500",,1987,2019,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,6,3,11470-124,54.94,,314,11470,18,,
"112,000",,1987,2019,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,6,3,11470-123,83.89,,329,11470,13,,
"96,800",,1987,2019,목동동로,00100,00000,11470,01,0,3114001,신정동,0327,0000,11470,10100,1,목동신시가지13,6,3,11470-122,70.73,,327,11470,9,,
"78,000",,1988,2019,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,6,3,11470-121,56.76,,326,11470,5,,
"96,000",,1987,2019,목동동로,00100,00000,11470,01,0,3114001,신정동,0327,0000,11470,10100,1,목동신시가지13,6,4,11470-122,70.73,,327,11470,13,,
"100,000",,2003,2019,목동동로,00189,00000,11470,01,0,3114001,신정동,0318,0010,11470,10100,1,삼성쉐르빌,6,4,11470-203,163.57,,318-10,11470,15,,
"77,000",,1987,2019,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,6,4,11470-124,54.94,,314,11470,1,,
"79,000",,1987,2019,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,6,4,11470-124,54.94,,314,11470,3,,
"78,000",,1987,2019,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,6,4,11470-124,54.94,,314,11470,1,,
"66,500",,1992,2019,신목로5길,00009,00000,11470,01,0,4142235,신정동,0333,0000,11470,10100,1,대림,6,5,11470-117,84.89,,333,11470,3,,
"40,500",,1999,2019,신정로,00293,00000,11470,01,0,3005066,신정동,1259,0000,11470,10100,1,신트리1,6,5,11470-138,49.95,,1259,11470,7,,
"69,000",,1992,2019,신목로,00009,00000,11470,01,0,3114009,신정동,0334,0000,11470,10100,1,쌍용,6,6,11470-142,84.63,,334,11470,9,,
"80,000",,1987,2019,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,6,7,11470-119,53.82,,311,11470,4,,
"64,800",,2005,2019,신정로11길,00020,00000,11470,01,0,4142256,신정동,1310,0000,11470,10100,1,동일하이빌1단지,6,7,11470-3927,84.955,,1310,11470,12,,
"35,000",,2000,2019,신정로14길,00006,00000,11470,01,0,4142259,신정동,1293,0000,11470,10100,1,학마을1단지,6,7,11470-153,49.99,,1293,11470,9,,
"68,000",,1999,2019,신정로,00300,00000,11470,01,0,3005066,신정동,1273,0000,11470,10100,1,신정현대5,6,7,11470-137,85.26,,1273,11470,15,,
"106,000",,1987,2019,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,6,7,11470-125,71.37,,312,11470,7,,
"97,500",,1987,2019,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,6,7,11470-123,74.19,,329,11470,10,,
"76,000",,1987,2019,목동동로,00100,00000,11470,01,0,3114001,신정동,0327,0000,11470,10100,1,목동신시가지13,6,7,11470-122,53.9,,327,11470,2,,
"80,000",,1987,2019,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,6,7,11470-119,53.82,,311,11470,8,,
"149,000",,1987,2019,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,6,7,11470-119,127.21,,311,11470,2,,
