거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"167,500",,1987,2020,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,7,1,11470-124,105.35,,314,11470,1,,
"62,000",,2011,2020,신정이펜1로,00050,00000,11470,01,0,3114017,신정동,1316,0000,11470,10100,1,이펜하우스3단지,7,1,11470-4600,84.96,,1316,11470,1,,
"58,000",,2011,2020,신정이펜2로,00055,00000,11470,01,0,3114018,신정동,1322,0000,11470,10100,1,이펜하우스2단지,7,1,11470-4576,84.51,,1322,11470,1,,
"80,000",,2004,2020,신정로13길,00038,00000,11470,01,0,4142258,신정동,1303,0000,11470,10100,1,대림e-편한세상,7,1,11470-182,84.985,,1303,11470,19,,
"43,000",,1987,2020,신정로13길,00035,00000,11470,01,0,4142258,신정동,0733,0031,11470,10100,1,수정,7,1,11470-135,48.6,,733-31,11470,4,,
"114,000",,1987,2020,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,7,2,11470-123,55.02,,329,11470,12,,
"149,400",,2016,2020,중앙로36길,00015,00000,11470,01,0,4142376,신정동,1323,0000,11470,10100,1,목동힐스테이트,7,2,11470-5271,84.88,,1323,11470,17,,
"82,500",,2006,2020,목동남로2길,00060,00030,11470,01,0,4142093,신정동,1306,0000,11470,10100,1,세양청마루,7,2,11470-4015,84.98,,1306,11470,1,,
"80,000",,2004,2020,신정로13길,00038,00000,11470,01,0,4142258,신정동,1303,0000,11470,10100,1,대림e-편한세상,7,2,11470-182,84.985,,1303,11470,6,,
"66,900",,2002,2020,신정로7길,00060,00007,11470,01,0,4142262,신정동,1285,0000,11470,10100,1,푸른마을4,7,2,11470-170,84.99,,1285,11470,2,,
"34,500",,2002,2020,은행정로20길,00005,00009,11470,01,0,4142344,신정동,0881,0008,11470,10100,1,목동무지개,7,2,11470-158,59.24,,881-8,11470,5,,
"62,000",,2000,2020,신정로,00260,00000,11470,01,0,3005066,신정동,1277,0000,11470,10100,1,신트리4,7,2,11470-140,59.73,,1277,11470,10,,
"94,500",,1997,2020,목동동로12길,00060,00000,11470,01,0,4142097,신정동,1279,0000,11470,10100,1,목동현대3차,7,2,11470-128,71.16,,1279,11470,16,,
"95,000",,2000,2020,목동남로4길,00006,00023,11470,01,0,4142095,신정동,0337,0000,11470,10100,1,목동우성2,7,2,11470-126,113.91,,337,11470,17,,
"115,700",,1987,2020,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,7,2,11470-124,54.94,,314,11470,16,,
"120,000",,1988,2020,목동동로,00010,00000,11470,01,0,3114001,신정동,0325,0000,11470,10100,1,목동신시가지11,7,3,11470-120,66.24,,325,11470,1,,
"121,000",,2016,2020,중앙로36길,00015,00000,11470,01,0,4142376,신정동,1323,0000,11470,10100,1,목동힐스테이트,7,3,11470-5271,59.95,,1323,11470,7,,
"89,000",,2005,2020,신정로11길,00020,00000,11470,01,0,4142256,신정동,1310,0000,11470,10100,1,동일하이빌1단지,7,3,11470-3927,115.321,,1310,11470,3,,
"80,000",,2004,2020,신정로13길,00038,00000,11470,01,0,4142258,신정동,1303,0000,11470,10100,1,대림e-편한세상,7,3,11470-182,84.985,,1303,11470,11,,
"62,000",,2003,2020,중앙로29길,00120,00011,11470,01,0,4142369,신정동,1194,0003,11470,10100,1,정은SKY빌,7,3,11470-167,84.972,,1194-3,11470,7,,
"59,800",,2003,2020,중앙로29길,00120,00011,11470,01,0,4142369,신정동,1194,0003,11470,10100,1,정은SKY빌,7,3,11470-167,84.972,,1194-3,11470,4,,
"51,000",,2002,2020,신정중앙로17길,00014,00000,11470,01,0,4142268,신정동,0891,0001,11470,10100,1,밀레스트,7,3,11470-159,75.5647,,891-1,11470,6,,
"109,900",,1996,2020,신목로,00007,00000,11470,01,0,3114009,신정동,1278,0000,11470,10100,1,목동삼성,7,3,11470-132,84.77,,1278,11470,18,,
"130,000",,1988,2020,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,7,4,11470-121,71.64,,326,11470,6,,
"122,000",,2016,2020,중앙로36길,00015,00000,11470,01,0,4142376,신정동,1323,0000,11470,10100,1,목동힐스테이트,7,4,11470-5271,59.87,,1323,11470,7,,
"149,000",,2016,2020,중앙로36길,00015,00000,11470,01,0,4142376,신정동,1323,0000,11470,10100,1,목동힐스테이트,7,4,11470-5271,84.98,,1323,11470,8,,
"149,000",,2004,2020,목동동로,00177,00000,11470,01,0,3114001,신정동,0318,0012,11470,10100,1,목동삼성쉐르빌Ⅱ,7,4,11470-210,161.36,,318-12,11470,7,,
"119,000",,2003,2020,신목로,00043,00000,11470,01,0,3114009,신정동,1300,0000,11470,10100,1,명지해드는터,7,4,11470-184,84.98,,1300,11470,14,,
"119,000",,2001,2020,목동남로4길,00081,00000,11470,01,0,4142095,신정동,1295,0000,11470,10100,1,목동2삼성래미안,7,4,11470-172,114.16,,1295,11470,13,,
"49,000",,2000,2020,신정로,00260,00000,11470,01,0,3005066,신정동,1277,0000,11470,10100,1,신트리4,7,4,11470-140,49.5,,1277,11470,13,,
"64,000",,2000,2020,신정로,00260,00000,11470,01,0,3005066,신정동,1277,0000,11470,10100,1,신트리4,7,4,11470-140,59.73,,1277,11470,14,,
"65,000",,1999,2020,신정로,00293,00000,11470,01,0,3005066,신정동,1259,0000,11470,10100,1,신트리1,7,4,11470-138,59.42,,1259,11470,1,,
"52,800",,1999,2020,신정로,00293,00000,11470,01,0,3005066,신정동,1259,0000,11470,10100,1,신트리1,7,4,11470-138,49.8,,1259,11470,1,,
"120,000",,1997,2020,목동동로12길,00060,00000,11470,01,0,4142097,신정동,1279,0000,11470,10100,1,목동현대3차,7,4,11470-128,84.77,,1279,11470,15,,
"104,000",,2000,2020,목동남로4길,00006,00023,11470,01,0,4142095,신정동,0337,0000,11470,10100,1,목동우성2,7,4,11470-126,113.91,,337,11470,9,,
"145,000",,1987,2020,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,7,4,11470-125,71.37,,312,11470,7,,
"115,500",,1987,2020,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,7,4,11470-124,54.94,,314,11470,17,,
"119,000",,1987,2020,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,7,4,11470-124,54.94,,314,11470,3,,
"110,000",,1987,2020,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,7,4,11470-123,55.02,,329,11470,12,,
"178,300",,1987,2020,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,7,4,11470-123,108.28,,329,11470,12,,
