거래금액,거래유형,건축년도,년,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드,법정동,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,아파트,월,일,일련번호,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부
"150,500",,1987,2021,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,2,1,11470-123,71.37,,329,11470,5,,
"83,000",,2002,2021,신정로,00225,00012,11470,01,0,3005066,신정동,1291,0000,11470,10100,1,학마을3,2,1,11470-171,84.72,,1291,11470,6,,
"119,000",,1987,2021,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,2,1,11470-124,54.94,,314,11470,1,21.03.11,O
"149,000",,1988,2021,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,2,2,11470-121,72.75,,326,11470,5,,
"69,000",,2004,2021,목동로21길,00007,00000,11470,01,0,4142112,신정동,0990,0016,11470,10100,1,제일에비앙101동,2,2,11470-231,82.32,,990-16,11470,2,,
"65,000",,2000,2021,신정로,00170,00000,11470,01,0,3005066,신정동,0743,0002,11470,10100,1,신정6현대,2,2,11470-136,59.4,,743-2,11470,20,,
"154,000",,1997,2021,목동동로12길,00060,00000,11470,01,0,4142097,신정동,1279,0000,11470,10100,1,목동현대3차,2,2,11470-128,101.91,,1279,11470,18,,
"150,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,2,11470-125,71.37,,312,11470,8,,
"121,000",,1988,2021,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,2,2,11470-121,53.46,,326,11470,2,,
"154,000",,1988,2021,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,2,2,11470-121,71.64,,326,11470,5,,
"135,000",,1988,2021,목동동로,00010,00000,11470,01,0,3114001,신정동,0325,0000,11470,10100,1,목동신시가지11,2,3,11470-120,66.24,,325,11470,1,,
"85,000",,2002,2021,신정로7길,00060,00007,11470,01,0,4142262,신정동,1285,0000,11470,10100,1,푸른마을4,2,3,11470-170,84.99,,1285,11470,11,,
"189,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,3,11470-125,106.93,,312,11470,14,,
"123,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,3,11470-125,53.82,,312,11470,5,21.03.30,O
"157,000",,1987,2021,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,2,3,11470-124,71.77,,314,11470,5,21.03.02,O
"157,000",,1987,2021,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,2,3,11470-124,71.77,,314,11470,5,,
"157,000",,1987,2021,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,2,3,11470-124,71.77,,314,11470,5,,
"190,500",,1987,2021,목동동로,00100,00000,11470,01,0,3114001,신정동,0327,0000,11470,10100,1,목동신시가지13,2,3,11470-122,98.63,,327,11470,12,,
"212,400",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,4,11470-125,126.53,,312,11470,4,,
"119,800",,2001,2021,목동남로4길,00081,00000,11470,01,0,4142095,신정동,1295,0000,11470,10100,1,목동2삼성래미안,2,4,11470-172,84.65,,1295,11470,3,,
"104,300",,1992,2021,신목로,00009,00000,11470,01,0,3114009,신정동,0334,0000,11470,10100,1,쌍용,2,5,11470-142,84.65,,334,11470,13,,
"130,000",,1987,2021,목동서로,00280,00000,11470,01,0,3114003,신정동,0314,0000,11470,10100,1,목동신시가지8,2,6,11470-124,54.94,,314,11470,12,,
"69,000",,2004,2021,목동로21길,00007,00000,11470,01,0,4142112,신정동,0990,0016,11470,10100,1,제일에비앙101동,2,6,11470-231,82.32,,990-16,11470,2,21.02.22,O
"68,000",,1999,2021,신정로,00293,00000,11470,01,0,3005066,신정동,1259,0000,11470,10100,1,신트리1,2,6,11470-138,49.95,,1259,11470,13,,
"107,000",,2000,2021,목동남로4길,00006,00023,11470,01,0,4142095,신정동,0337,0000,11470,10100,1,목동우성2,2,6,11470-126,84.96,,337,11470,10,,
"200,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,6,11470-125,106.93,,312,11470,12,,
"115,000",,1987,2021,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,2,7,11470-119,53.82,,311,11470,5,,
"130,000",,2000,2021,목동남로4길,00006,00023,11470,01,0,4142095,신정동,0337,0000,11470,10100,1,목동우성2,2,7,11470-126,113.91,,337,11470,6,,
"105,000",,1992,2021,신목로5길,00009,00000,11470,01,0,4142235,신정동,0333,0000,11470,10100,1,대림,2,8,11470-117,84.89,,333,11470,8,,
"146,000",,2004,2021,목동동로10길,00016,00006,11470,01,0,4142096,신정동,1307,0000,11470,10100,1,경남아너스빌,2,8,11470-247,96.17,,1307,11470,15,,
"59,300",,2000,2021,신정로14길,00006,00000,11470,01,0,4142259,신정동,1293,0000,11470,10100,1,학마을1단지,2,8,11470-153,49.99,,1293,11470,9,,
"71,000",,2000,2021,신정로,00260,00000,11470,01,0,3005066,신정동,1277,0000,11470,10100,1,신트리4,2,8,11470-140,59.73,,1277,11470,11,,
"189,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,9,11470-125,106.93,,312,11470,6,,
"78,000",,2011,2021,신정이펜2로,00055,00000,11470,01,0,3114018,신정동,1322,0000,11470,10100,1,이펜하우스2단지,2,9,11470-4576,84.51,,1322,11470,2,,
"100,000",,2003,2021,목동서로,00401,00000,11470,01,0,3114003,신정동,0324,0007,11470,10100,1,대림아크로빌,2,9,11470-166,113.1,,324-7,11470,14,,
"154,800",,2002,2021,목동동로,00180,00000,11470,01,0,3114001,신정동,1296,0000,11470,10100,1,아이파크,2,9,11470-157,84.88,,1296,11470,4,,
"57,800",,2001,2021,신정로7길,00076,00000,11470,01,0,4142262,신정동,1281,0000,11470,10100,1,푸른마을2,2,9,11470-150,59.91,,1281,11470,6,,
"100,000",,1992,2021,신목로2길,00011,00000,11470,01,0,4142233,신정동,0336,0000,11470,10100,1,청구,2,9,11470-147,84.99,,336,11470,4,,
"59,000",,2000,2021,신정로,00260,00000,11470,01,0,3005066,신정동,1277,0000,11470,10100,1,신트리4,2,9,11470-140,49.5,,1277,11470,7,,
"147,500",,1996,2021,신목로,00007,00000,11470,01,0,3114009,신정동,1278,0000,11470,10100,1,목동삼성,2,9,11470-132,114.93,,1278,11470,4,,
"148,000",,1987,2021,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,2,10,11470-123,74.19,,329,11470,2,,
"79,000",,2004,2021,신정로13길,00038,00000,11470,01,0,4142258,신정동,1303,0000,11470,10100,1,대림e-편한세상,2,10,11470-182,59.921,,1303,11470,15,,
"155,000",,2002,2021,목동동로,00180,00000,11470,01,0,3114001,신정동,1296,0000,11470,10100,1,아이파크,2,10,11470-157,84.88,,1296,11470,16,21.05.28,O
"205,000",,1987,2021,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,2,15,11470-119,127.21,,311,11470,1,,
"114,000",,1988,2021,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,2,15,11470-121,53.46,,326,11470,13,,
"153,000",,1988,2021,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,2,15,11470-121,71.64,,326,11470,13,,
"128,500",,1988,2021,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,2,16,11470-121,60,,326,11470,2,,
"155,000",,2002,2021,목동동로,00180,00000,11470,01,0,3114001,신정동,1296,0000,11470,10100,1,아이파크,2,16,11470-157,84.88,,1296,11470,16,,
"53,300",,2000,2021,신정로14길,00006,00000,11470,01,0,4142259,신정동,1293,0000,11470,10100,1,학마을1단지,2,16,11470-153,49.98,,1293,11470,9,,
"155,000",,1987,2021,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,2,16,11470-123,71.4,,329,11470,2,,
"153,500",,1987,2021,목동서로,00400,00000,11470,01,0,3114003,신정동,0311,0000,11470,10100,1,목동신시가지10,2,17,11470-119,70.2,,311,11470,3,,
"97,000",,2000,2021,신정로,00290,00000,11470,01,0,3005066,신정동,1276,0000,11470,10100,1,신트리3,2,17,11470-139,84.8,,1276,11470,7,,
"148,000",,1987,2021,목동동로,00100,00000,11470,01,0,3114001,신정동,0327,0000,11470,10100,1,목동신시가지13,2,17,11470-122,70.73,,327,11470,10,,
"198,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,18,11470-125,106.93,,312,11470,3,,
"205,000",,1987,2021,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,2,19,11470-123,108.28,,329,11470,3,,
"196,000",,2016,2021,중앙로36길,00015,00000,11470,01,0,4142376,신정동,1323,0000,11470,10100,1,목동힐스테이트,2,19,11470-5271,113.68,,1323,11470,3,,
"80,000",,1996,2021,중앙로32길,00067,00000,11470,01,0,4142372,신정동,1021,0007,11470,10100,1,태화상가빌라트,2,19,11470-235,129.6,,1021-7,11470,4,,
"61,000",,2001,2021,신정로7길,00076,00000,11470,01,0,4142262,신정동,1281,0000,11470,10100,1,푸른마을2,2,19,11470-150,59.91,,1281,11470,4,,
"126,000",,1987,2021,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,2,20,11470-123,55.02,,329,11470,14,,
"115,000",,2005,2021,신정로11길,00020,00000,11470,01,0,4142256,신정동,1310,0000,11470,10100,1,동일하이빌1단지,2,20,11470-3927,115.321,,1310,11470,5,,
"53,000",,2003,2021,은행정로,00072,00000,11470,01,0,3114012,신정동,0906,0004,11470,10100,1,보성제이드,2,20,11470-219,73.38,,906-4,11470,7,,
"73,500",,2000,2021,신정로14길,00006,00000,11470,01,0,4142259,신정동,1293,0000,11470,10100,1,학마을1단지,2,20,11470-153,59.98,,1293,11470,14,,
"102,500",,1992,2021,신목로,00009,00000,11470,01,0,3114009,신정동,0334,0000,11470,10100,1,쌍용,2,20,11470-142,84.63,,334,11470,4,,
"220,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,21,11470-125,126.53,,312,11470,4,,
"122,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,22,11470-125,71.37,,312,11470,8,,
"98,000",,2011,2021,신정이펜1로,00050,00000,11470,01,0,3114017,신정동,1316,0000,11470,10100,1,이펜하우스3단지,2,22,11470-4600,114.98,,1316,11470,14,,
"151,000",,2002,2021,목동동로,00180,00000,11470,01,0,3114001,신정동,1296,0000,11470,10100,1,아이파크,2,23,11470-157,84.88,,1296,11470,1,,
"74,000",,2004,2021,신정중앙로19길,00007,00000,11470,01,0,4142269,신정동,0889,0015,11470,10100,1,춘당아네시스,2,24,11470-215,101.37,,889-15,11470,7,,
"87,000",,2006,2021,목동로29길,00007,00000,11470,01,0,4142116,신정동,1308,0000,11470,10100,1,동원로데오(1308),2,24,11470-3993,84.2,,1308,11470,10,,
"222,000",,1987,2021,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,2,25,11470-123,129.33,,329,11470,9,,
"158,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,26,11470-125,71.37,,312,11470,8,,
"90,000",,2011,2021,신정이펜1로,00099,00000,11470,01,0,3114017,신정동,1321,0000,11470,10100,1,이펜하우스1단지,2,26,11470-4594,114.98,,1321,11470,4,,
"52,500",,2001,2021,신정로7길,00076,00000,11470,01,0,4142262,신정동,1281,0000,11470,10100,1,푸른마을2,2,26,11470-150,49.16,,1281,11470,6,,
"64,800",,1999,2021,신정로,00293,00000,11470,01,0,3005066,신정동,1259,0000,11470,10100,1,신트리1,2,26,11470-138,49.95,,1259,11470,13,,
"185,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,26,11470-125,106.93,,312,11470,15,,
"118,000",,1988,2021,목동동로,00050,00000,11470,01,0,3114001,신정동,0326,0000,11470,10100,1,목동신시가지12,2,27,11470-121,53.46,,326,11470,9,,
"157,000",,2019,2021,목동남로4길,00080,00000,11470,00,0,4142095,신정동,1325,0000,11470,10100,1,목동파크자이(101동~108동),2,27,11470-5547,84.987,,1325,11470,10,,
"83,750",,2002,2021,신정로7길,00060,00007,11470,01,0,4142262,신정동,1285,0000,11470,10100,1,푸른마을4,2,27,11470-170,84.99,,1285,11470,4,,
"79,500",,1999,2021,신정로,00293,00000,11470,01,0,3005066,신정동,1259,0000,11470,10100,1,신트리1,2,27,11470-138,59.73,,1259,11470,6,,
"205,000",,1987,2021,목동서로,00340,00000,11470,01,0,3114003,신정동,0312,0000,11470,10100,1,목동신시가지9,2,27,11470-125,106.39,,312,11470,3,,
"196,500",,1987,2021,목동동로,00130,00000,11470,01,0,3114001,신정동,0329,0000,11470,10100,1,목동신시가지14,2,27,11470-123,108.28,,329,11470,10,,
"230,000",,1986,2021,목동서로,00070,00000,11470,02,0,3114003,목동,0902,0000,11470,10200,1,목동신시가지2,2,1,11470-18,116.82,,902,11470,13,,
"89,500",,2002,2021,목동중앙로,00047,00010,11470,01,0,3114005,목동,0772,0011,11470,10200,1,스카이빌아파트,2,1,11470-36,84.51,,772-11,11470,13,,
"132,000",,1986,2021,목동로,00212,00000,11470,00,,3114002,목동,0925,0000,11470,10200,1,목동신시가지7,2,1,11470-23,66.6,,925,11470,7,,
"130,000",,1986,2021,목동동로,00430,00000,11470,02,0,3114001,목동,0911,0000,11470,10200,1,목동신시가지6,2,1,11470-22,47.94,,911,11470,12,,
"70,000",,1997,2021,목동중앙본로1길,00011,00000,11470,01,0,4142163,목동,0755,0001,11470,10200,1,목4현대,2,2,11470-13,59.91,,755-1,11470,6,,
"38,000",,2019,2021,목동중앙북로,00068,00000,11470,00,0,3114007,목동,0966,0000,11470,10200,1,목동에버하임,2,2,11470-5595,41.06,,966,11470,4,,
"174,000",,1986,2021,목동로,00212,00000,11470,00,,3114002,목동,0925,0000,11470,10200,1,목동신시가지7,2,2,11470-23,66.6,,925,11470,12,,
"213,000",,1986,2021,목동동로,00350,00000,11470,02,0,3114001,목동,0912,0000,11470,10200,1,목동신시가지5,2,3,11470-21,95.28,,912,11470,12,,
"72,000",,2003,2021,목동중앙본로7길,00037,00020,11470,01,0,4142179,목동,0739,0005,11470,10200,1,목동길성그랑프리텔,2,3,11470-57,77.9337,,739-5,11470,5,,
"145,000",,1986,2021,목동로,00186,00000,11470,00,,3114002,목동,0925,0000,11470,10200,1,목동신시가지7,2,3,11470-23,53.88,,925,11470,13,,
"172,000",,1986,2021,목동동로,00430,00000,11470,02,0,3114001,목동,0911,0000,11470,10200,1,목동신시가지6,2,3,11470-22,65.1,,911,11470,7,,
"132,000",,1986,2021,목동동로,00430,00000,11470,02,0,3114001,목동,0911,0000,11470,10200,1,목동신시가지6,2,4,11470-22,47.94,,911,11470,13,,
"224,500",,2003,2021,목동동로,00257,00000,11470,02,0,3114001,목동,0916,0000,11470,10200,1,현대하이페리온,2,4,11470-187,138.2,,916,11470,18,,
"146,000",,1986,2021,목동로,00186,00000,11470,00,,3114002,목동,0925,0000,11470,10200,1,목동신시가지7,2,4,11470-23,53.88,,925,11470,5,,
"58,800",,2004,2021,목동중앙남로3가길,00131,00000,11470,01,0,4142139,목동,0713,0029,11470,10200,1,목동다솔,2,6,11470-261,84.6,,713-29,11470,6,,
"163,000",,1985,2021,목동서로,00038,00000,11470,02,0,3114003,목동,0901,0000,11470,10200,1,목동신시가지1,2,8,11470-17,65.34,,901,11470,12,,
"55,000",,2004,2021,목동중앙본로,00050,00012,11470,01,0,3114006,목동,0949,0000,11470,10200,1,웨스트빌,2,8,11470-270,59.268,,949,11470,1,,
"160,000",,1986,2021,목동서로,00070,00000,11470,02,0,3114003,목동,0902,0000,11470,10200,1,목동신시가지2,2,9,11470-18,65.82,,902,11470,4,,
"230,000",,1986,2021,목동서로,00070,00000,11470,02,0,3114003,목동,0902,0000,11470,10200,1,목동신시가지2,2,9,11470-18,116.82,,902,11470,14,,
"195,000",,1986,2021,목동서로,00130,00000,11470,02,0,3114003,목동,0904,0000,11470,10200,1,목동신시가지4,2,10,11470-20,95.27,,904,11470,3,,
"39,000",,2019,2021,목동중앙북로,00068,00000,11470,00,0,3114007,목동,0966,0000,11470,10200,1,목동에버하임,2,10,11470-5595,41.06,,966,11470,5,,
"129,300",,2003,2021,목동중앙로,00011,00000,11470,01,0,3114005,목동,0941,0000,11470,10200,1,대원칸타빌2,2,10,11470-204,84.98,,941,11470,4,21.03.22,O
"129,300",,2003,2021,목동중앙로,00011,00000,11470,01,0,3114005,목동,0941,0000,11470,10200,1,대원칸타빌2,2,10,11470-204,84.98,,941,11470,4,,
